Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy
SEC62,0.284716,0.935545,0.772532,-1.29444,0.104769,0.573684,0.643854,-1.55315
SEC63,0.297629,0.935545,1.29546,1.29546,0.621837,0.926675,1.1358,1.1358
SECISBP2,0.114588,0.935545,0.803715,-1.24422,0.0265754,0.392477,0.708691,-1.41105
SECISBP2L,0.32183,0.935545,0.776113,-1.28847,0.897852,0.979352,1.04048,1.04048
SECTM1,0.625344,0.957671,0.872889,-1.14562,0.450939,0.873419,1.29612,1.29612
SEH1L,0.212822,0.935545,1.44013,1.44013,0.964908,0.992462,0.987774,-1.01238
SEL1L,0.307645,0.935545,1.18104,1.18104,0.747199,0.955464,1.05874,1.05874
SEL1L3,0.0139077,0.935545,2.12224,2.12224,0.213153,0.712383,1.40406,1.40406
SELENBP1,0.799131,0.98088,1.12563,1.12563,0.361357,0.827978,0.670852,-1.49064
SELENOF,0.168391,0.935545,0.503396,-1.98651,0.14426,0.630972,0.474305,-2.10835
SELENOH,0.176024,0.935545,0.438519,-2.2804,0.237576,0.738752,0.471429,-2.12121
SELENOK,0.302597,0.935545,0.517653,-1.9318,0.461551,0.875561,0.601712,-1.66192
SELENOM,0.461909,0.94373,0.767857,-1.30233,0.688857,0.939042,0.849732,-1.17684
SELENON,0.284216,0.935545,1.27796,1.27796,0.0939131,0.564205,1.58343,1.58343
SELENOO,0.557073,0.95025,1.13929,1.13929,0.802919,0.968379,0.941017,-1.06268
SELENOS,0.523179,0.946813,1.1804,1.1804,0.561646,0.911745,1.17297,1.17297
SELENOT,0.387167,0.93951,0.772041,-1.29527,0.0358253,0.41881,0.551303,-1.81388
SELENOW,0.986567,0.999452,1.00439,1.00439,0.508483,0.891828,0.838865,-1.19209
SELL,0.814976,0.982105,0.942409,-1.06111,0.377363,0.840053,1.30486,1.30486
SELP,0.0159762,0.935545,2.00383,2.00383,0.00992267,0.291661,2.22587,2.22587
SELPLG,0.543841,0.94965,1.11062,1.11062,0.298179,0.787723,1.20872,1.20872
SEM1,0.240292,0.935545,0.146028,-6.848,0.84445,0.96996,0.509757,-1.96172
SEMA3C,0.787822,0.980109,0.909764,-1.09919,0.30299,0.792783,0.706842,-1.41474
SEMA4A,0.240745,0.935545,1.25846,1.25846,0.173674,0.673278,1.31832,1.31832
SEMA4B,0.793374,0.980456,1.04241,1.04241,0.283086,0.776799,1.2089,1.2089
SEMA4D,0.445058,0.94373,0.885914,-1.12878,0.733674,0.952544,0.944033,-1.05928
SENCR,0.689361,0.967472,1.13291,1.13291,0.15578,0.646384,1.75885,1.75885
SENP1,0.979257,0.99882,0.995257,-1.00477,0.875735,0.9758,0.964441,-1.03687
SENP2,0.920457,0.992315,1.01831,1.01831,0.623601,0.926675,1.11136,1.11136
SENP5,0.278557,0.935545,1.22614,1.22614,0.87393,0.9758,1.02948,1.02948
SENP6,0.1366,0.935545,0.726475,-1.37651,0.332627,0.81447,0.785932,-1.27237
SENP7,0.0545761,0.935545,0.548899,-1.82183,0.00598029,0.252855,0.410926,-2.43353
SEPHS1,0.368961,0.93951,1.23138,1.23138,0.611448,0.922982,1.13916,1.13916
SEPHS2,0.115745,0.935545,1.64363,1.64363,0.340604,0.816427,1.36328,1.36328
SEPSECS,0.787969,0.980109,0.912926,-1.09538,0.600166,0.920514,0.827396,-1.20861
SEPSECS-AS1,0.28198,0.935545,0.75179,-1.33016,0.258931,0.757402,0.708661,-1.41111
SEPTIN1,0.775225,0.978857,0.92367,-1.08264,0.513139,0.894728,0.819697,-1.21996
SEPTIN11,0.331535,0.935794,1.18528,1.18528,0.36781,0.834363,1.20952,1.20952
SEPTIN2,0.802508,0.982077,1.04124,1.04124,0.643578,0.929455,0.916806,-1.09074
SEPTIN4,0.579587,0.951046,0.652586,-1.53237,0.502359,0.888972,2.82109,2.82109
SEPTIN6,0.980413,0.998868,1.00522,1.00522,0.557044,0.91064,0.877976,-1.13898
SEPTIN7,0.229542,0.935545,0.768642,-1.301,0.0854681,0.545329,0.660144,-1.51482
SEPTIN7P13,0.990415,0.999452,0.996006,-1.00401,0.692001,0.939327,0.87384,-1.14437
SEPTIN7P14,0.861013,0.988248,0.962507,-1.03895,0.730257,0.95073,0.922029,-1.08457
SEPTIN7P2,0.36063,0.93951,0.750591,-1.33228,0.0015178,0.181158,0.400621,-2.49612
SEPTIN9,0.678229,0.966741,1.1001,1.1001,0.747339,0.955464,0.921626,-1.08504
SERAC1,0.432623,0.94373,1.24447,1.24447,0.626664,0.92708,1.16013,1.16013
SERBP1,0.307906,0.935545,1.22818,1.22818,0.707302,0.944748,1.0832,1.0832
SERBP1P1,0.239772,0.935545,1.31868,1.31868,0.820819,0.969434,1.05495,1.05495
SERF2,0.318875,0.935545,0.407035,-2.45679,0.398155,0.85314,0.44676,-2.23834
SERGEF,0.329018,0.935545,1.25736,1.25736,0.385444,0.844882,1.23575,1.23575
SERINC1,0.402756,0.941435,0.864455,-1.1568,0.786718,0.964895,0.94741,-1.05551
SERINC3,0.256347,0.935545,1.18927,1.18927,0.513838,0.894728,1.11093,1.11093
SERINC5,0.772791,0.977632,1.06786,1.06786,0.626894,0.92708,0.890669,-1.12275
SERP1,0.151588,0.935545,0.712057,-1.40438,0.959649,0.990922,0.98485,-1.01538
SERPINA1,0.31153,0.935545,1.187,1.187,0.148846,0.637633,1.2965,1.2965
SERPINB1,0.809123,0.982105,1.043,1.043,0.318538,0.803915,1.21431,1.21431
SERPINB6,0.518772,0.946365,1.13426,1.13426,0.883014,0.977811,1.03162,1.03162
SERPINB8,0.824881,0.982154,1.05391,1.05391,0.571443,0.91316,1.1559,1.1559
SERPINB9,0.9892,0.999452,1.00352,1.00352,0.650354,0.929455,1.14165,1.14165
SERPINF1,0.296968,0.935545,0.655105,-1.52647,0.136819,0.62113,0.555625,-1.79978
SERPING1,0.741478,0.972199,0.825466,-1.21144,0.423877,0.864829,2.12804,2.12804
SERTAD1,0.604741,0.956827,1.115,1.115,0.414888,0.86081,1.20686,1.20686
SERTAD2,0.865871,0.990062,1.02819,1.02819,0.105572,0.573764,0.727637,-1.37431
SERTAD3,0.828019,0.982806,0.969269,-1.03171,0.180491,0.681671,1.25945,1.25945
SESN1,0.250761,0.935545,0.681375,-1.46762,0.0822394,0.536808,0.549195,-1.82085
SESN2,0.534065,0.947905,1.14063,1.14063,0.138853,0.62459,1.49374,1.49374
SESN3,0.201604,0.935545,0.734315,-1.36181,0.000883817,0.175413,0.474618,-2.10696
SESTD1,0.659713,0.96435,1.12307,1.12307,0.341459,0.816802,1.32804,1.32804
SET,0.42072,0.94373,1.18336,1.18336,0.487653,0.883618,1.17734,1.17734
SETBP1,0.979035,0.99882,1.00976,1.00976,0.333059,0.814749,0.696696,-1.43535
SETD1A,0.682174,0.966741,0.878967,-1.1377,0.819975,0.969353,0.924269,-1.08194
SETD1B,0.913733,0.992315,0.980912,-1.01946,0.702762,0.943162,0.931804,-1.07319
SETD2,0.732446,0.972199,0.938992,-1.06497,0.684533,0.938331,0.925881,-1.08005
SETD3,0.549708,0.94965,1.16379,1.16379,0.765407,0.958482,0.928732,-1.07674
SETD4,0.798812,0.98088,0.936594,-1.0677,0.227859,0.728,0.741391,-1.34882
SETD5,0.330805,0.935794,1.2175,1.2175,0.721232,0.949224,0.936035,-1.06834
SETD7,0.109026,0.935545,1.88107,1.88107,0.664779,0.932273,1.15036,1.15036
SETDB1,0.715124,0.970159,0.926184,-1.0797,0.0664746,0.499345,0.68154,-1.46726
SETDB2,0.23592,0.935545,0.729837,-1.37017,0.400813,0.856996,0.767227,-1.30339
SETX,0.888272,0.992315,0.978029,-1.02246,0.458986,0.875158,1.14184,1.14184
SF1,0.510312,0.945857,0.909618,-1.09936,0.499073,0.887235,0.888673,-1.12527
SF3A1,0.513129,0.945857,1.12254,1.12254,0.943082,0.988893,0.98734,-1.01282
SF3A2,0.454407,0.94373,1.30319,1.30319,0.629806,0.927231,1.18586,1.18586
SF3A3,0.222715,0.935545,1.32642,1.32642,0.988406,0.998218,0.996565,-1.00345
SF3B1,0.319154,0.935545,0.850352,-1.17598,0.0381444,0.425211,0.69558,-1.43765
SF3B2,0.220057,0.935545,1.27808,1.27808,0.351214,0.822217,1.20663,1.20663
SF3B3,0.286239,0.935545,1.39215,1.39215,0.63536,0.928554,1.15695,1.15695
SF3B4,0.426805,0.94373,1.17401,1.17401,0.522812,0.897572,1.14356,1.14356
SF3B5,0.603041,0.956631,1.14688,1.14688,0.920603,0.984029,0.974575,-1.02609
SF3B6,0.298963,0.935545,0.218858,-4.56917,0.84238,0.96996,0.597047,-1.67491
SFI1,0.557249,0.950274,0.859231,-1.16383,0.0232171,0.37295,0.577016,-1.73305
SFMBT1,0.941129,0.995045,1.02183,1.02183,0.369148,0.835559,1.41049,1.41049
SFMBT2,0.412341,0.941435,0.755912,-1.32291,0.66462,0.93223,0.84566,-1.18251
SFPQ,0.804592,0.982077,0.948863,-1.05389,0.110046,0.582396,0.70696,-1.41451
SFR1,0.494848,0.944332,0.829575,-1.20544,0.524577,0.897572,0.831633,-1.20245
SFSWAP,0.862138,0.988262,0.966102,-1.03509,0.287318,0.779561,0.804165,-1.24353
SFT2D1,0.305064,0.935545,0.663457,-1.50726,0.942177,0.988875,0.965415,-1.03582
SFT2D2,0.761375,0.975957,1.076,1.076,0.964848,0.992462,1.01132,1.01132
SFXN1,0.34127,0.93951,1.36425,1.36425,0.943362,0.988893,0.977618,-1.02289
SFXN3,0.371603,0.93951,1.2501,1.2501,0.0869883,0.549189,1.64993,1.64993
SFXN4,0.0324255,0.935545,1.71694,1.71694,0.0668486,0.499345,1.62695,1.62695
SFXN5,0.00893153,0.935545,1.64272,1.64272,0.594082,0.918978,1.09432,1.09432
SGF29,0.640095,0.959345,1.10151,1.10151,0.968305,0.993782,0.991014,-1.00907
SGK1,0.153775,0.935545,0.72654,-1.37639,0.305715,0.79419,0.782866,-1.27736
SGK3,0.490883,0.94373,0.882444,-1.13322,0.537705,0.900642,0.879749,-1.13669
SGMS1,0.660499,0.964647,0.927877,-1.07773,0.787957,0.965178,0.94378,-1.05957
SGMS1-AS1,0.525935,0.946813,0.822724,-1.21547,0.117213,0.598348,0.50609,-1.97593
SGMS2,0.871701,0.991632,1.08594,1.08594,0.371406,0.837952,1.8,1.8
SGPL1,0.721285,0.971513,1.08479,1.08479,0.690814,0.939327,0.915521,-1.09227
SGPP1,0.465816,0.94373,0.620247,-1.61226,0.965784,0.99267,1.03783,1.03783
SGSH,0.62814,0.958548,0.877146,-1.14006,0.701356,0.943162,0.89492,-1.11742
SGSM2,0.49097,0.94373,0.811848,-1.23176,0.00846962,0.276966,0.494993,-2.02023
SGTA,0.968063,0.996836,1.00916,1.00916,0.534662,0.899669,1.16844,1.16844
SGTB,0.41655,0.943273,0.764059,-1.3088,0.871735,0.975378,1.06686,1.06686
SH2B1,0.598512,0.954694,0.881785,-1.13406,0.0186872,0.342177,0.571593,-1.7495
SH2B2,0.495958,0.944434,0.792633,-1.26162,0.855004,0.97334,1.07945,1.07945
SH2B3,0.280764,0.935545,1.16182,1.16182,0.469263,0.879089,1.11379,1.11379
SH2D1A,0.195092,0.935545,0.576456,-1.73474,0.0149339,0.323406,0.370883,-2.69627
SH2D1B,0.55882,0.950963,0.765564,-1.30623,0.122036,0.603558,0.528251,-1.89304
SH2D2A,0.650233,0.963217,1.2026,1.2026,0.663922,0.932062,0.856575,-1.16744
SH2D3A,0.878876,0.992315,0.958036,-1.0438,0.633392,0.928076,0.866021,-1.15471
SH2D3C,0.888464,0.992315,1.02418,1.02418,0.937267,0.986596,0.986641,-1.01354
SH3BGRL,0.196845,0.935545,0.654725,-1.52736,0.215914,0.715404,0.657013,-1.52204
SH3BGRL2,0.363855,0.93951,1.35957,1.35957,0.205674,0.704437,1.60827,1.60827
SH3BGRL3,0.30317,0.935545,1.23367,1.23367,0.228655,0.728313,1.29444,1.29444
SH3BP2,0.597688,0.954185,1.07595,1.07595,0.865167,0.974094,0.975733,-1.02487
SH3BP5,0.385485,0.93951,1.2972,1.2972,0.601121,0.920514,0.866588,-1.15395
SH3BP5-AS1,0.199208,0.935545,0.682462,-1.46528,0.00849183,0.276966,0.480803,-2.07985
SH3GL1,0.469065,0.94373,1.14757,1.14757,0.444234,0.871749,1.15958,1.15958
SH3GLB1,0.315583,0.935545,1.20663,1.20663,0.22671,0.72649,1.27596,1.27596
SH3GLB2,0.579804,0.951046,0.879537,-1.13696,0.323143,0.806521,0.791476,-1.26346
SH3KBP1,0.417719,0.943474,1.15288,1.15288,0.26484,0.760082,1.24365,1.24365
SH3TC1,0.983547,0.999452,1.0048,1.0048,0.937278,0.986596,1.02043,1.02043
SH3YL1,0.182621,0.935545,0.682424,-1.46536,0.00846778,0.276966,0.477046,-2.09623
SHARPIN,0.208586,0.935545,0.635473,-1.57363,0.672249,0.933041,0.834183,-1.19878
SHC1,0.86621,0.990109,1.03382,1.03382,0.710928,0.945571,0.929477,-1.07587
SHFL,0.343776,0.93951,0.716743,-1.3952,0.728021,0.950578,0.870572,-1.14867
SHISA4,0.0145084,0.935545,0.189985,-5.26357,0.171107,0.67083,0.283789,-3.52374
SHISA5,0.654165,0.963824,0.876071,-1.14146,0.384332,0.844051,1.39348,1.39348
SHKBP1,0.526412,0.946813,1.13216,1.13216,0.56888,0.913014,1.11765,1.11765
SHLD1,0.533235,0.947353,0.876395,-1.14104,0.271276,0.765152,0.79086,-1.26445
SHLD2,0.651979,0.963217,0.858726,-1.16452,0.414713,0.86081,0.753571,-1.32701
SHMT1,0.549875,0.94965,1.25532,1.25532,0.808762,0.968397,1.09748,1.09748
SHMT2,0.0442173,0.935545,1.86506,1.86506,0.438577,0.870576,1.22408,1.22408
SHOC1,0.033153,0.935545,2.3891,2.3891,0.56632,0.911813,1.19306,1.19306
SHOC2,0.32866,0.935545,0.813991,-1.22851,0.222155,0.719627,0.75266,-1.32862
SHPRH,0.195164,0.935545,0.690714,-1.44778,0.0878743,0.550653,0.600061,-1.6665
SHQ1,0.30827,0.935545,0.714703,-1.39918,0.309385,0.795898,0.70122,-1.42609
SHTN1,0.869067,0.991355,0.957808,-1.04405,0.249963,0.747513,1.48139,1.48139
SIAH1,0.782695,0.979908,1.06736,1.06736,0.946419,0.989446,1.0161,1.0161
SIAH2,0.134795,0.935545,1.55346,1.55346,0.3042,0.79349,1.32546,1.32546
SIDT1,0.487335,0.94373,0.823715,-1.21401,0.580765,0.914434,0.846818,-1.18089
SIDT1-AS1,0.503286,0.944434,0.761024,-1.31402,0.379073,0.840863,0.70105,-1.42643
SIDT2,0.12459,0.935545,1.5239,1.5239,0.492145,0.886021,1.19207,1.19207
SIGIRR,0.845918,0.984502,0.952923,-1.0494,0.709647,0.945571,0.908377,-1.10086
SIGLEC1,0.396655,0.940048,1.63831,1.63831,0.0878802,0.550653,5.0774,5.0774
SIGLEC10,0.484375,0.94373,1.17806,1.17806,0.524401,0.897572,0.875435,-1.14229
SIGLEC14,0.532973,0.947353,0.642125,-1.55733,0.496191,0.887069,0.603769,-1.65626
SIGLEC17P,0.575924,0.951046,0.783176,-1.27685,0.205479,0.704243,0.598007,-1.67222
SIGLEC5,0.591118,0.952807,0.856166,-1.168,0.25266,0.750486,1.58294,1.58294
SIGLEC7,0.425899,0.94373,0.844127,-1.18466,0.341397,0.816802,0.811616,-1.23211
SIGLEC9,0.238781,0.935545,1.21272,1.21272,0.115577,0.595,1.31271,1.31271
SIGMAR1,0.884634,0.992315,1.03748,1.03748,0.858108,0.97334,0.951904,-1.05053
SIK2,0.941422,0.995045,0.979286,-1.02115,0.182987,0.682403,0.705368,-1.4177
SIK3,0.458354,0.94373,1.13315,1.13315,0.396942,0.852108,0.880274,-1.13601
SIKE1,0.825899,0.982154,1.05334,1.05334,0.891094,0.978564,0.966763,-1.03438
SIL1,0.0411693,0.935545,2.15738,2.15738,0.027963,0.39445,2.39443,2.39443
SIMC1,0.482673,0.94373,1.19425,1.19425,0.406671,0.858625,0.805924,-1.24081
SIN3A,0.641177,0.959345,1.10979,1.10979,0.882861,0.977811,0.965409,-1.03583
SIN3B,0.641488,0.959345,1.08655,1.08655,0.132876,0.617108,0.777638,-1.28595
SINHCAF,0.629827,0.958976,1.13635,1.13635,0.894612,0.978604,0.96567,-1.03555
SIPA1,0.695606,0.967761,0.934889,-1.06965,0.767476,0.959108,0.94484,-1.05838
SIPA1L1,0.33785,0.938911,1.18407,1.18407,0.191415,0.689869,0.816946,-1.22407
SIPA1L2,0.241554,0.935545,1.32294,1.32294,0.236366,0.73767,1.37928,1.37928
SIPA1L3,0.534898,0.948516,1.31603,1.31603,0.373358,0.839343,0.731129,-1.36775
SIRPA,0.989708,0.999452,1.00184,1.00184,0.372953,0.838809,1.15263,1.15263
SIRPB1,0.936951,0.994245,0.977,-1.02354,0.658637,0.931372,1.15518,1.15518
SIRPB2,0.970426,0.996865,0.9913,-1.00878,0.692106,0.939327,0.911205,-1.09745
SIRPD,0.280524,0.935545,1.45777,1.45777,0.478582,0.88107,1.26401,1.26401
SIRPG,0.40609,0.941435,0.794182,-1.25916,0.236783,0.73791,0.691014,-1.44715
SIRT1,0.826685,0.982154,0.945162,-1.05802,0.46635,0.877201,0.823038,-1.21501
SIRT2,0.463087,0.94373,1.13007,1.13007,0.470209,0.87929,1.13432,1.13432
SIRT3,0.705065,0.968377,0.91657,-1.09102,0.544239,0.90254,1.19608,1.19608
SIRT5,0.887598,0.992315,0.968719,-1.03229,0.556618,0.91064,0.857143,-1.16667
SIRT6,0.939769,0.995045,1.01572,1.01572,0.178812,0.680091,0.776274,-1.2882
SIRT7,0.623356,0.957212,0.92429,-1.08191,0.509246,0.892696,0.896347,-1.11564
SIT1,0.850357,0.984502,0.955621,-1.04644,0.080788,0.532315,0.654299,-1.52835
SIVA1,0.192707,0.935545,0.567305,-1.76272,0.337322,0.814804,0.641151,-1.5597
SKA2,0.219765,0.935545,1.33809,1.33809,0.45882,0.875158,1.20546,1.20546
SKAP1,0.592197,0.952807,0.845106,-1.18328,0.167615,0.665136,0.648293,-1.54251
SKAP2,0.287423,0.935545,1.16438,1.16438,0.0980816,0.566037,1.31798,1.31798
SKIL,0.267174,0.935545,0.649657,-1.53927,0.698017,0.941819,1.23496,1.23496
SKIV2L,0.725756,0.972199,0.918537,-1.08869,0.230122,0.730106,0.742023,-1.34767
SKP1,0.261137,0.935545,0.676694,-1.47777,0.236871,0.737954,0.655666,-1.52517
SKP2,0.746967,0.973069,1.08124,1.08124,0.624052,0.926684,1.15274,1.15274
SLA,0.610585,0.956827,0.893531,-1.11915,0.348558,0.82101,1.28663,1.28663
SLA2,0.285728,0.935545,1.22932,1.22932,0.169056,0.668016,1.36316,1.36316
SLAIN2,0.36611,0.93951,1.18258,1.18258,0.505569,0.889833,1.15278,1.15278
SLAMF1,0.79341,0.980456,0.923305,-1.08307,0.579699,0.914111,0.832424,-1.20131
SLAMF6,0.915918,0.992315,1.03761,1.03761,0.493864,0.886021,0.799028,-1.25152
SLAMF7,0.469256,0.94373,1.25707,1.25707,0.524919,0.89785,1.24185,1.24185
SLBP,0.558281,0.950692,1.13935,1.13935,0.186732,0.687255,1.485,1.485
SLC10A3,0.896974,0.992315,1.02787,1.02787,0.421063,0.863701,0.838159,-1.19309
SLC10A7,0.38592,0.93951,0.752528,-1.32885,0.764552,0.958349,1.13874,1.13874
SLC11A1,0.156274,0.935545,1.35609,1.35609,0.304576,0.793883,1.24297,1.24297
SLC11A2,0.680874,0.966741,1.09364,1.09364,0.817583,0.969353,0.948187,-1.05464
SLC12A1,0.784045,0.979908,1.21162,1.21162,0.560252,0.911745,1.69389,1.69389
SLC12A2,0.716456,0.970207,1.12158,1.12158,0.893325,0.978564,0.956268,-1.04573
SLC12A6,0.916325,0.992315,0.984495,-1.01575,0.454616,0.873537,0.896406,-1.11557
SLC12A7,0.438604,0.94373,1.2533,1.2533,0.597665,0.920507,0.869505,-1.15008
SLC12A9,0.894192,0.992315,0.973079,-1.02767,0.599934,0.920514,1.12925,1.12925
SLC13A4,0.105275,0.935545,0.577425,-1.73183,0.00996186,0.291661,0.428571,-2.33333
SLC14A1,0.188351,0.935545,0.528623,-1.89171,0.514842,0.894728,0.684473,-1.46098
SLC15A3,0.778937,0.979908,1.06388,1.06388,0.502947,0.888972,1.1704,1.1704
SLC15A4,0.849797,0.984502,0.967405,-1.03369,0.262357,0.75939,1.25804,1.25804
SLC16A1,0.0704339,0.935545,1.8512,1.8512,0.644882,0.929455,1.14642,1.14642
SLC16A1-AS1,0.461497,0.94373,0.697558,-1.43357,0.559616,0.911631,0.733638,-1.36307
SLC16A3,0.833056,0.984212,0.939037,-1.06492,0.100169,0.566992,2.10631,2.10631
SLC16A5,0.171467,0.935545,0.754737,-1.32496,0.651878,0.930488,0.897246,-1.11452
SLC16A6,0.962109,0.99603,1.02357,1.02357,0.425223,0.865617,1.65672,1.65672
SLC16A7,0.790649,0.980456,0.914465,-1.09354,0.824694,0.96996,1.08932,1.08932
SLC17A5,0.260085,0.935545,0.788924,-1.26755,0.747616,0.955464,1.09049,1.09049
SLC18B1,0.516037,0.946365,0.854653,-1.17007,0.163226,0.657946,0.680153,-1.47026
SLC19A1,0.770593,0.976826,0.938022,-1.06607,0.96147,0.991636,1.01161,1.01161
SLC1A5,0.776893,0.979357,1.07283,1.07283,0.646498,0.929455,0.891117,-1.12219
SLC20A1,0.845198,0.984502,0.951457,-1.05102,0.641214,0.929455,0.879934,-1.13645
SLC20A2,0.633697,0.959345,0.849381,-1.17733,0.532555,0.898638,0.798971,-1.25161
SLC22A1,0.0787914,0.935545,2.09166,2.09166,0.206722,0.705833,1.68599,1.68599
SLC22A15,0.751741,0.973642,0.905236,-1.10468,0.920338,0.984029,0.966056,-1.03514
SLC22A18,0.592869,0.952807,1.11572,1.11572,0.114454,0.592265,1.49408,1.49408
SLC22A23,0.119753,0.935545,0.694592,-1.43969,0.119114,0.59934,0.668203,-1.49655
SLC22A4,0.670818,0.966741,0.888739,-1.12519,0.829977,0.96996,0.937697,-1.06644
SLC22A5,0.837513,0.984474,1.05943,1.05943,0.482644,0.88211,1.26756,1.26756
SLC23A2,0.513007,0.945857,1.15513,1.15513,0.891807,0.978564,0.971777,-1.02904
SLC24A1,0.0471697,0.935545,0.578287,-1.72924,0.00502757,0.239719,0.441596,-2.26451
SLC24A4,0.812887,0.982105,0.926014,-1.0799,0.511935,0.894122,1.29585,1.29585
SLC25A1,0.153981,0.935545,1.5616,1.5616,0.24041,0.740557,1.47834,1.47834
SLC25A11,0.299524,0.935545,1.20797,1.20797,0.70527,0.944101,1.07554,1.07554
SLC25A13,0.258049,0.935545,0.7115,-1.40548,0.190568,0.689782,0.675336,-1.48074
SLC25A14,0.48305,0.94373,0.868085,-1.15196,0.321711,0.805192,0.783485,-1.27635
SLC25A16,0.484538,0.94373,0.856416,-1.16766,0.0150028,0.323406,0.553738,-1.80591
SLC25A17,0.362314,0.93951,1.35504,1.35504,0.669286,0.932719,0.883267,-1.13216
SLC25A20,0.186153,0.935545,1.32392,1.32392,0.976312,0.996079,0.99397,-1.00607
SLC25A24,0.289302,0.935545,0.678478,-1.47389,0.939459,0.98728,0.966146,-1.03504
SLC25A25-AS1,0.21264,0.935545,0.654325,-1.52829,0.00631353,0.259087,0.3835,-2.60756
SLC25A26,0.305007,0.935545,0.698357,-1.43193,0.109162,0.580476,0.579242,-1.72639
SLC25A28,0.735339,0.972199,0.924981,-1.0811,0.0404971,0.432305,0.601603,-1.66223
SLC25A3,0.261335,0.935545,1.22767,1.22767,0.402802,0.857478,1.18147,1.18147
SLC25A36,0.80788,0.982105,0.939355,-1.06456,0.0689663,0.503691,0.619798,-1.61343
SLC25A37,0.308799,0.935545,0.730887,-1.3682,0.129129,0.615512,0.621023,-1.61025
SLC25A38,0.135324,0.935545,0.711882,-1.40473,0.0188837,0.342177,0.519828,-1.92371
SLC25A39,0.255837,0.935545,0.600306,-1.66582,0.087306,0.549398,0.469731,-2.12888
SLC25A4,0.12706,0.935545,2.21848,2.21848,0.290085,0.782118,1.64148,1.64148
SLC25A40,0.8109,0.982105,0.939695,-1.06417,0.984716,0.996969,0.994218,-1.00582
SLC25A42,0.747057,0.973069,1.08956,1.08956,0.454187,0.873537,0.809601,-1.23518
SLC25A43,0.0671172,0.935545,1.96299,1.96299,0.104409,0.573553,1.84119,1.84119
SLC25A44,0.968322,0.996863,1.00667,1.00667,0.838503,0.96996,0.966359,-1.03481
SLC25A45,0.587701,0.952659,0.897664,-1.114,0.00474989,0.236036,0.587662,-1.70166
SLC25A46,0.503071,0.944434,0.753187,-1.32769,0.370571,0.837199,0.681032,-1.46836
SLC25A5,0.0196677,0.935545,1.57547,1.57547,0.472531,0.87992,1.14487,1.14487
SLC25A51,0.326752,0.935545,1.23674,1.23674,0.493597,0.886021,1.2273,1.2273
SLC25A53,0.140034,0.935545,0.659358,-1.51663,0.118239,0.598823,0.623898,-1.60283
SLC26A11,0.454631,0.94373,0.808811,-1.23638,0.01328,0.307614,0.519304,-1.92565
SLC26A2,0.584466,0.951784,1.19732,1.19732,0.818842,0.969353,1.08499,1.08499
SLC26A6,0.144838,0.935545,1.4675,1.4675,0.407278,0.858625,1.23122,1.23122
SLC26A8,0.62602,0.957931,1.25414,1.25414,0.151914,0.640669,2.54469,2.54469
SLC27A1,0.930087,0.993599,0.961033,-1.04055,0.915256,0.983924,1.0528,1.0528
SLC27A3,0.814605,0.982105,1.07833,1.07833,0.582156,0.914465,1.22542,1.22542
SLC27A4,0.20886,0.935545,1.38687,1.38687,0.20859,0.70675,1.48117,1.48117
SLC29A1,0.0824778,0.935545,0.593822,-1.68401,0.0101933,0.293145,0.381827,-2.61899
SLC29A3,0.997227,0.999452,0.998916,-1.00109,0.830639,0.96996,1.08022,1.08022
SLC2A1,0.756885,0.9745,1.07089,1.07089,0.0695889,0.505802,0.645666,-1.54879
SLC2A11,0.114256,0.935545,0.678017,-1.47489,0.477119,0.88107,0.816376,-1.22493
SLC2A14,0.0520865,0.935545,1.69548,1.69548,0.00760545,0.270047,2.4,2.4
SLC2A3,0.23121,0.935545,1.32738,1.32738,0.0186222,0.342177,2.01994,2.01994
SLC2A6,0.273535,0.935545,1.27685,1.27685,0.893388,0.978564,1.02981,1.02981
SLC30A1,0.652895,0.963217,0.808505,-1.23685,0.598708,0.920507,1.39504,1.39504
SLC30A5,0.850273,0.984502,0.952499,-1.04987,0.951327,0.990157,0.983132,-1.01716
SLC30A6,0.0326981,0.935545,0.614483,-1.62738,0.292543,0.785164,0.745061,-1.34217
SLC30A7,0.992121,0.999452,0.997391,-1.00262,0.892457,0.978564,0.962417,-1.03905
SLC30A9,0.288006,0.935545,0.759326,-1.31696,0.148388,0.637633,0.673067,-1.48574
SLC31A1,0.0941964,0.935545,1.42355,1.42355,0.0920328,0.556813,1.44491,1.44491
SLC31A2,0.678848,0.966741,0.902423,-1.10813,0.00529188,0.242938,0.510857,-1.95749
SLC33A1,0.908108,0.992315,1.03092,1.03092,0.9522,0.990296,1.01774,1.01774
SLC35A1,0.430127,0.94373,0.549839,-1.81871,0.219885,0.716588,0.430459,-2.3231
SLC35A2,0.570223,0.951046,1.11804,1.11804,0.970189,0.994236,0.992863,-1.00719
SLC35A3,0.672463,0.966741,0.895748,-1.11638,0.553302,0.908333,0.828662,-1.20676
SLC35A4,0.507382,0.945789,1.17179,1.17179,0.552845,0.908238,1.16667,1.16667
SLC35A5,0.304101,0.935545,0.779924,-1.28218,0.155302,0.646384,0.702734,-1.42301
