Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy
BAK1,0.898414,0.992315,0.969899,-1.03104,0.343414,0.817563,1.30997,1.30997
BANF1,0.0457092,0.935545,1.6543,1.6543,0.568817,0.913014,1.14137,1.14137
BANF1P1,0.595966,0.952904,0.852396,-1.17316,0.2956,0.785426,0.732945,-1.36436
BANK1,0.707889,0.968377,0.915035,-1.09285,0.0600346,0.489095,0.580689,-1.72209
BANP,0.62476,0.957671,0.915429,-1.09238,0.0359879,0.41881,0.696743,-1.43525
BAP1,0.519326,0.946365,1.14268,1.14268,0.913195,0.983736,1.02203,1.02203
BARD1,0.920943,0.992315,0.967372,-1.03373,0.982012,0.996969,1.00826,1.00826
BASP1,0.765779,0.97614,1.11174,1.11174,0.709833,0.945571,1.14996,1.14996
BATF,0.11703,0.935545,1.48085,1.48085,0.0516552,0.466387,1.73876,1.73876
BATF2,0.491558,0.94373,0.664372,-1.50518,0.681444,0.936956,1.4469,1.4469
BAX,0.613071,0.956863,1.17601,1.17601,0.421186,0.863701,1.34631,1.34631
BAZ1A,0.36345,0.93951,1.18531,1.18531,0.737701,0.952746,1.06357,1.06357
BAZ1B,0.0753221,0.935545,1.63463,1.63463,0.313015,0.799139,1.29697,1.29697
BAZ2A,0.528787,0.947353,1.11382,1.11382,0.631106,0.927231,1.08749,1.08749
BAZ2B,0.55991,0.951031,0.888135,-1.12596,0.67651,0.935233,0.91288,-1.09543
BBIP1,0.146215,0.935545,0.609469,-1.64077,0.218986,0.716189,0.637057,-1.56972
BBOF1,0.266044,0.935545,0.663132,-1.508,0.048392,0.454976,0.414059,-2.41511
BBS2,0.203993,0.935545,0.743381,-1.3452,0.105378,0.573764,0.648858,-1.54117
BBS4,0.0389233,0.935545,0.583628,-1.71342,0.00294636,0.215342,0.462207,-2.16353
BBS7,0.288084,0.935545,0.712625,-1.40326,0.913499,0.983746,0.958659,-1.04312
BBX,0.794118,0.980456,1.04719,1.04719,0.972433,0.994596,1.00654,1.00654
BCAP29,0.551495,0.94965,0.83869,-1.19233,0.0600666,0.489095,0.572241,-1.74752
BCAP31,0.116933,0.935545,1.30432,1.30432,0.138458,0.624493,1.29924,1.29924
BCAS2,0.683184,0.966741,1.0934,1.0934,0.681454,0.936956,0.910355,-1.09847
BCAS3,0.375885,0.93951,1.17125,1.17125,0.595179,0.919458,0.909647,-1.09933
BCAS4,0.0703212,0.935545,0.585159,-1.70894,0.526019,0.89835,0.777465,-1.28623
BCAT1,0.0470856,0.935545,1.82837,1.82837,0.028225,0.39445,2.13551,2.13551
BCAT2,0.486837,0.94373,1.22883,1.22883,0.475738,0.880502,1.26108,1.26108
BCCIP,0.346248,0.93951,0.759508,-1.31664,0.235901,0.737156,0.702381,-1.42373
BCKDHA,0.561977,0.951031,1.26984,1.26984,0.893442,0.978564,0.952381,-1.05
BCKDHB,0.935062,0.993928,1.02966,1.02966,0.961792,0.991636,1.01868,1.01868
BCKDK,0.891482,0.992315,1.02531,1.02531,0.409754,0.85933,1.18077,1.18077
BCL10,0.922184,0.992315,0.980188,-1.02021,0.917746,0.983973,1.02342,1.02342
BCL11A,0.879103,0.992315,0.971101,-1.02976,0.00355547,0.223905,0.543615,-1.83954
BCL11B,0.500589,0.944434,1.25042,1.25042,0.465386,0.877201,0.798176,-1.25286
BCL2,0.724483,0.972199,1.10412,1.10412,0.899449,0.979678,1.03876,1.03876
BCL2A1,0.23852,0.935545,0.242892,-4.11706,0.749252,0.955464,0.545039,-1.83473
BCL2L1,0.344148,0.93951,0.69222,-1.44463,0.134827,0.619768,0.550145,-1.8177
BCL2L11,0.573133,0.951046,1.0912,1.0912,0.179989,0.681324,1.28766,1.28766
BCL2L12,0.465954,0.94373,1.28478,1.28478,0.401531,0.857211,1.36647,1.36647
BCL2L13,0.943257,0.995045,0.987821,-1.01233,0.984146,0.996969,1.00373,1.00373
BCL3,0.528733,0.947353,1.14325,1.14325,0.0801389,0.532315,1.57348,1.57348
BCL6,0.176161,0.935545,1.31936,1.31936,0.114791,0.593369,1.41083,1.41083
BCL7B,0.796404,0.980479,0.946327,-1.05672,0.489004,0.883987,1.20209,1.20209
BCLAF1,0.623403,0.957212,0.890945,-1.1224,0.136111,0.620055,0.700751,-1.42704
BCLAF3,0.635556,0.959345,0.911172,-1.09749,0.70741,0.944748,0.918734,-1.08845
BCOR,0.54514,0.94965,1.14922,1.14922,0.916504,0.983973,1.02529,1.02529
BCORL1,0.0118952,0.935545,1.8109,1.8109,0.101566,0.566992,1.4626,1.4626
BCR,0.541139,0.94965,1.12499,1.12499,0.621804,0.926675,1.10902,1.10902
BCS1L,0.115018,0.935545,1.54269,1.54269,0.771924,0.960517,0.938417,-1.06562
BDH2,0.19212,0.935545,0.304429,-3.28484,0.46759,0.877927,0.438915,-2.27835
BDP1,0.381831,0.93951,0.790067,-1.26572,0.0908126,0.554388,0.63574,-1.57297
BECN1,0.902506,0.992315,0.981056,-1.01931,0.266168,0.761327,0.842792,-1.18653
BEND2,0.903016,0.992315,1.03852,1.03852,0.289728,0.781742,1.50831,1.50831
BEST1,0.296485,0.935545,0.787187,-1.27035,0.673211,0.933041,0.896114,-1.11593
BET1,0.827658,0.982711,1.07816,1.07816,0.783539,0.963711,0.910875,-1.09785
BET1L,0.152087,0.935545,0.684898,-1.46007,0.28463,0.77805,0.718338,-1.3921
BEX2,0.148435,0.935545,0.416319,-2.402,0.512401,0.89462,0.609238,-1.64139
BEX3,0.328196,0.935545,1.40152,1.40152,0.114053,0.590493,1.91718,1.91718
BEX4,0.120251,0.935545,1.30571,1.30571,0.468323,0.878194,1.1583,1.1583
BFAR,0.803986,0.982077,1.05582,1.05582,0.356521,0.823838,0.819048,-1.22093
BHLHE40,0.97057,0.996865,0.991077,-1.009,0.608586,0.921481,0.879369,-1.13718
BICD2,0.700654,0.968377,1.0539,1.0539,0.579049,0.913848,1.09925,1.09925
BICDL1,0.450856,0.94373,0.800493,-1.24923,0.0670826,0.49972,0.600369,-1.66564
BICRA,0.934655,0.993928,0.969982,-1.03095,0.988808,0.998218,1.00562,1.00562
BICRAL,0.748466,0.973642,1.06354,1.06354,0.957373,0.990776,0.988896,-1.01123
BID,0.20511,0.935545,0.807874,-1.23782,0.436105,0.869865,0.873808,-1.14442
BIK,0.0541356,0.935545,2.10878,2.10878,0.190881,0.689782,1.61448,1.61448
BIN1,0.844501,0.984502,0.938085,-1.066,0.567109,0.912367,0.825345,-1.21162
BIN2,0.573682,0.951046,1.07122,1.07122,0.807535,0.968397,1.0316,1.0316
BIN2P1,0.735074,0.972199,1.07834,1.07834,0.311078,0.797112,0.795918,-1.25641
BIN3,0.362705,0.93951,0.855058,-1.16951,0.348165,0.820698,0.848786,-1.17815
BIRC2,0.255041,0.935545,0.737533,-1.35587,0.0317581,0.411126,0.578899,-1.72742
BIRC3,0.687026,0.967472,1.09907,1.09907,0.14628,0.633245,0.716378,-1.39591
BIRC6,0.519468,0.946365,1.14201,1.14201,0.443451,0.871749,0.856803,-1.16713
BISPR,0.768387,0.976315,0.898657,-1.11277,0.680621,0.936895,1.19441,1.19441
BIVM,0.296569,0.935545,1.55235,1.55235,0.540734,0.902314,1.28951,1.28951
BLCAP,0.594795,0.952807,0.905245,-1.10467,0.729635,0.950578,0.929237,-1.07615
BLK,0.764961,0.97614,1.10941,1.10941,0.377077,0.840053,0.745017,-1.34225
BLM,0.297981,0.935545,1.41225,1.41225,0.528173,0.898455,0.820389,-1.21893
BLMH,0.102235,0.935545,1.65118,1.65118,0.581502,0.914465,1.16442,1.16442
BLNK,0.303454,0.935545,1.38818,1.38818,0.572709,0.913362,0.848686,-1.17829
BLOC1S1,0.831147,0.983837,0.950791,-1.05176,0.00542175,0.245306,0.510596,-1.95849
BLOC1S2,0.141498,0.935545,0.62437,-1.60161,0.0468358,0.452591,0.5329,-1.87652
BLOC1S3,0.828808,0.983272,0.954573,-1.04759,0.864805,0.974094,0.961797,-1.03972
BLOC1S4,0.60767,0.956827,1.17744,1.17744,0.470064,0.87929,1.30827,1.30827
BLOC1S5,0.943823,0.995045,1.0193,1.0193,0.597327,0.920306,0.857836,-1.16572
BLOC1S6,0.873073,0.992034,1.02492,1.02492,0.456436,0.874028,1.1483,1.1483
BLVRA,0.316883,0.935545,1.35857,1.35857,0.159217,0.65315,1.60425,1.60425
BLVRB,0.29102,0.935545,0.700011,-1.42855,0.273479,0.766848,0.662316,-1.50985
BLZF1,0.629066,0.958638,0.845745,-1.18239,0.571402,0.91316,0.818138,-1.22229
BMERB1,0.0822719,0.935545,0.650552,-1.53716,0.131394,0.616168,0.63115,-1.58441
BMF,0.0136359,0.935545,1.76647,1.76647,0.828506,0.96996,0.958338,-1.04347
BMI1,0.45306,0.94373,0.595292,-1.67985,0.764797,0.958349,0.783081,-1.27701
BMP2K,0.35445,0.93951,0.865438,-1.15548,0.0396515,0.429687,0.618466,-1.6169
BMP6,0.968591,0.996863,1.00971,1.00971,0.160668,0.655977,1.54917,1.54917
BMPR2,0.837981,0.984474,1.06647,1.06647,0.509936,0.893125,1.26987,1.26987
BMS1,0.546984,0.94965,1.1911,1.1911,0.614182,0.923949,1.18007,1.18007
BMT2,0.270969,0.935545,0.727447,-1.37467,0.697022,0.94131,0.878344,-1.13851
BMX,0.989815,0.999452,0.994547,-1.00548,0.420946,0.863701,1.55244,1.55244
BNIP1,0.0510695,0.935545,1.64716,1.64716,0.858282,0.97334,1.03867,1.03867
BNIP2,0.454032,0.94373,0.889367,-1.12439,0.466726,0.877201,1.15743,1.15743
BNIP3,0.91004,0.992315,1.02308,1.02308,0.0385983,0.425211,0.663021,-1.50825
BNIP3L,0.0832877,0.935545,0.424283,-2.35692,0.0240872,0.375437,0.350051,-2.85673
BOD1L1,0.804975,0.982077,1.04194,1.04194,0.753856,0.956055,0.947112,-1.05584
BOLA1,0.405433,0.941435,1.30761,1.30761,0.174951,0.6748,0.688439,-1.45256
BOLA3-AS1,0.671201,0.966741,1.14909,1.14909,0.883775,0.977811,0.954105,-1.0481
BOP1,0.146882,0.935545,1.67556,1.67556,0.0347708,0.416434,2.63986,2.63986
BORCS5,0.940219,0.995045,0.981178,-1.01918,0.514382,0.894728,1.20736,1.20736
BORCS6,0.684312,0.966752,1.11027,1.11027,0.310661,0.796761,1.40585,1.40585
BORCS7,0.12872,0.935545,0.565359,-1.76879,0.202714,0.702821,0.60036,-1.66567
BORCS8,0.829996,0.983723,0.954217,-1.04798,0.0776631,0.527039,0.692187,-1.4447
BPGM,0.810029,0.982105,1.08143,1.08143,0.0651437,0.495958,0.564813,-1.7705
BPNT1,0.959139,0.995522,0.984521,-1.01572,0.97842,0.996969,1.00958,1.00958
BPNT2,0.370278,0.93951,1.38651,1.38651,0.398632,0.853797,1.39615,1.39615
BPTF,0.817751,0.982105,1.03512,1.03512,0.679636,0.936452,0.936526,-1.06778
BRAF,0.968519,0.996863,1.00696,1.00696,0.140473,0.626398,0.754158,-1.32598
BRAP,0.154516,0.935545,0.750028,-1.33328,0.284658,0.77805,0.785703,-1.27275
BRAT1,0.915408,0.992315,0.97693,-1.02361,0.311107,0.797112,0.802563,-1.24601
BRCA1,0.304481,0.935545,1.38127,1.38127,0.221507,0.719412,1.50026,1.50026
BRCA2,0.923072,0.992315,1.05055,1.05055,0.686735,0.938893,1.25534,1.25534
BRCC3,0.36689,0.93951,1.25218,1.25218,0.673677,0.933041,1.11396,1.11396
BRD1,0.574127,0.951046,1.17188,1.17188,0.519753,0.896906,0.846615,-1.18117
BRD2,0.369153,0.93951,1.20706,1.20706,0.372821,0.838809,1.22186,1.22186
BRD3,0.792831,0.980456,1.04245,1.04245,0.636537,0.928554,1.09149,1.09149
BRD3OS,0.920086,0.992315,0.968816,-1.03219,0.518523,0.896172,0.809692,-1.23504
BRD4,0.63694,0.959345,1.08773,1.08773,0.931637,0.985888,1.01502,1.01502
BRD7,0.322941,0.935545,1.22813,1.22813,0.531737,0.898638,1.14563,1.14563
BRD8,0.947538,0.99512,1.01219,1.01219,0.020944,0.352509,0.648398,-1.54226
BRD9,0.921385,0.992315,1.02976,1.02976,0.73747,0.952746,0.904612,-1.10545
BRF2,0.21407,0.935545,0.690911,-1.44737,0.323821,0.806521,0.731375,-1.36729
BRI3,0.76259,0.97614,1.1174,1.1174,0.282338,0.776654,1.62652,1.62652
BRI3BP,0.350271,0.93951,1.23028,1.23028,0.4777,0.88107,1.18434,1.18434
BRIX1,0.393279,0.940011,0.76604,-1.30541,0.277682,0.770201,0.687815,-1.45388
BRK1,0.313577,0.935545,1.20909,1.20909,0.809654,0.968397,0.953598,-1.04866
BRMS1,0.57755,0.951046,0.902534,-1.10799,0.556448,0.91064,0.894906,-1.11744
BROX,0.52356,0.946813,0.874384,-1.14366,0.61928,0.926675,1.14682,1.14682
BRPF1,0.491394,0.94373,1.17181,1.17181,0.569697,0.913014,0.886285,-1.1283
BRPF3,0.221232,0.935545,1.30258,1.30258,0.494557,0.886344,1.15415,1.15415
BRWD1,0.492459,0.94373,0.863394,-1.15822,0.620356,0.926675,0.880905,-1.1352
BRWD3,0.692698,0.967761,1.0828,1.0828,0.778237,0.961744,0.941754,-1.06185
BSCL2,0.716652,0.970207,1.09428,1.09428,0.24132,0.740754,1.4123,1.4123
BSDC1,0.944409,0.995045,1.01264,1.01264,0.0609206,0.489727,0.717344,-1.39403
BSG,0.886676,0.992315,0.968104,-1.03295,0.424044,0.864829,0.82067,-1.21852
BST1,0.657479,0.96435,0.909577,-1.09941,0.365039,0.831984,1.26968,1.26968
BST2,0.400541,0.941435,1.38526,1.38526,0.15283,0.640669,1.95272,1.95272
BTAF1,0.0574533,0.935545,0.654529,-1.52782,0.0136276,0.310827,0.54649,-1.82986
BTBD1,0.529134,0.947353,1.18717,1.18717,0.68678,0.938893,0.902874,-1.10757
BTBD10,0.219891,0.935545,0.723671,-1.38184,0.19939,0.699465,0.703817,-1.42082
BTBD11,0.17354,0.935545,1.60959,1.60959,0.827592,0.96996,0.927945,-1.07765
BTBD2,0.494211,0.944196,1.19619,1.19619,0.983892,0.996969,1.00518,1.00518
BTBD7,0.646899,0.962297,0.898314,-1.1132,0.963937,0.992265,0.988163,-1.01198
BTBD9,0.545936,0.94965,1.17454,1.17454,0.260469,0.757809,0.773325,-1.29312
BTD,0.54304,0.94965,1.11955,1.11955,0.117607,0.598823,0.657775,-1.52028
BTF3,0.224532,0.935545,0.707867,-1.41269,0.0430702,0.441407,0.569546,-1.75578
BTF3L4,0.283422,0.935545,0.746761,-1.33912,0.0148681,0.323406,0.519514,-1.92487
BTG1,0.487536,0.94373,0.874968,-1.1429,0.950027,0.990073,1.01681,1.01681
BTG2,0.489233,0.94373,0.884161,-1.13102,0.528603,0.898455,0.887793,-1.12639
BTG3,0.205174,0.935545,1.57171,1.57171,0.316589,0.801113,1.43583,1.43583
BTK,0.447429,0.94373,0.832707,-1.2009,0.830718,0.96996,0.944249,-1.05904
BTLA,0.311556,0.935545,0.726445,-1.37657,0.00812767,0.276811,0.379811,-2.63289
BTN2A1,0.420722,0.94373,0.867695,-1.15248,0.250487,0.747675,0.813112,-1.22984
BTN2A2,0.816862,0.982105,1.05506,1.05506,0.959212,0.990776,1.01199,1.01199
BTN2A3P,0.44955,0.94373,0.686661,-1.45632,0.821771,0.96996,0.875252,-1.14253
BTN3A1,0.365221,0.93951,0.819397,-1.22041,0.89873,0.979637,0.968078,-1.03297
BTN3A2,0.872476,0.991725,0.96943,-1.03153,0.508084,0.89145,0.875622,-1.14204
BTN3A3,0.690594,0.967761,0.907423,-1.10202,0.734219,0.952544,0.915874,-1.09185
BTNL8,0.512059,0.945857,0.806902,-1.23931,0.351463,0.822217,0.738047,-1.35493
BUB3,0.787048,0.979908,0.94359,-1.05978,0.214969,0.713925,0.750396,-1.33263
BUD13,0.640002,0.959345,1.11765,1.11765,0.858533,0.97334,0.958003,-1.04384
BUD23,0.0935193,0.935545,1.69055,1.69055,0.421051,0.863701,1.25403,1.25403
BUD31,0.880975,0.992315,0.966083,-1.03511,0.654361,0.930566,1.12157,1.12157
BZW1,0.161894,0.935545,0.69142,-1.4463,0.0584755,0.487758,0.588957,-1.69792
BZW2,0.513358,0.945857,1.18721,1.18721,0.603119,0.921322,1.15861,1.15861
C10orf88,0.153012,0.935545,0.688923,-1.45154,0.52833,0.898455,0.817233,-1.22364
C10orf95-AS1,0.384811,0.93951,0.802957,-1.2454,0.0806622,0.532315,0.644522,-1.55154
C11orf21,0.511142,0.945857,0.878296,-1.13857,0.579111,0.913848,0.874465,-1.14356
C11orf24,0.187691,0.935545,1.37357,1.37357,0.945137,0.989446,0.983708,-1.01656
C11orf49,0.102668,0.935545,1.41112,1.41112,0.502976,0.888972,1.1484,1.1484
C11orf54,0.979971,0.99882,1.00503,1.00503,0.806825,0.968397,0.946695,-1.05631
C11orf58,0.16666,0.935545,0.57998,-1.7242,0.0758497,0.523823,0.508634,-1.96605
C11orf65,0.610658,0.956827,0.847287,-1.18024,0.00872828,0.279221,0.435117,-2.29824
C11orf68,0.711741,0.968864,1.06185,1.06185,0.801889,0.968379,0.956215,-1.04579
C11orf71,0.856264,0.985906,1.04606,1.04606,0.442078,0.871749,0.829535,-1.2055
C11orf80,0.719978,0.970579,1.13885,1.13885,0.890787,0.978564,0.953412,-1.04886
C12orf4,0.564751,0.951031,0.84513,-1.18325,0.579014,0.913848,0.827547,-1.20839
C12orf43,0.759299,0.975957,1.09277,1.09277,0.998727,0.999803,0.999526,-1.00047
C12orf45,0.496223,0.944434,0.822632,-1.21561,0.0590085,0.48848,0.519557,-1.92472
C12orf57,0.105847,0.935545,0.342166,-2.92256,0.360162,0.827132,0.471429,-2.12121
C12orf65,0.718998,0.970522,0.907427,-1.10202,0.357626,0.824406,0.761454,-1.31328
C12orf66,0.85037,0.984502,1.06157,1.06157,0.81349,0.969029,0.931029,-1.07408
C12orf75,0.838112,0.984474,1.06426,1.06426,0.899547,0.979678,1.04177,1.04177
C12orf76,0.811611,0.982105,1.0737,1.0737,0.131903,0.616168,1.80145,1.80145
C14orf119,0.542981,0.94965,0.856335,-1.16777,0.358019,0.824406,0.783094,-1.27699
C14orf28,0.793241,0.980456,1.07958,1.07958,0.799216,0.968346,0.92386,-1.08242
C14orf93,0.277861,0.935545,0.728484,-1.37271,0.645277,0.929455,0.858377,-1.16499
C15orf39,0.198649,0.935545,0.782927,-1.27726,0.965906,0.99267,0.990675,-1.00941
C15orf40,0.487722,0.94373,0.878735,-1.138,0.502254,0.888972,0.874582,-1.1434
C16orf54,0.787021,0.979908,0.954985,-1.04714,0.868926,0.974246,1.03025,1.03025
C16orf70,0.611116,0.956827,0.902433,-1.10812,0.893,0.978564,0.969685,-1.03126
C16orf72,0.925876,0.992591,0.985376,-1.01484,0.62495,0.92708,1.09389,1.09389
C16orf74,0.396792,0.940151,0.820387,-1.21894,0.315703,0.800656,0.694678,-1.43952
C16orf87,0.775106,0.978829,0.938224,-1.06584,0.580654,0.914434,1.15589,1.15589
C16orf91,0.532158,0.947353,1.11884,1.11884,0.996377,0.999071,0.999167,-1.00083
C17orf75,0.657796,0.96435,1.17182,1.17182,0.67283,0.933041,0.864059,-1.15733
C17orf80,0.897642,0.992315,0.9542,-1.048,0.351154,0.822217,0.725172,-1.37898
C18orf21,0.594772,0.952807,0.816638,-1.22453,0.857569,0.97334,1.08304,1.08304
C18orf25,0.43096,0.94373,0.822374,-1.21599,0.618592,0.926675,0.872316,-1.14637
C18orf32,0.215541,0.935545,0.801355,-1.24789,0.446316,0.872283,0.857902,-1.16563
C19orf25,0.65551,0.96435,0.929355,-1.07601,0.0324157,0.411126,0.712881,-1.40276
C19orf38,0.618127,0.957212,1.10926,1.10926,0.354561,0.823179,1.22751,1.22751
C19orf48,0.080015,0.935545,2.06373,2.06373,0.257847,0.756467,1.5012,1.5012
C19orf53,0.625194,0.957671,0.839968,-1.19052,0.493069,0.886021,0.782366,-1.27817
C19orf54,0.0970318,0.935545,1.66221,1.66221,0.218615,0.716189,1.4574,1.4574
C1D,0.0142076,0.935545,0.563597,-1.77432,0.0275707,0.39445,0.543708,-1.83922
C1GALT1,0.260987,0.935545,0.692693,-1.44364,0.77693,0.961333,0.897159,-1.11463
C1GALT1C1,0.242413,0.935545,0.592201,-1.68862,0.725698,0.950578,0.826391,-1.21008
C1orf112,0.475104,0.94373,0.741879,-1.34793,0.745437,0.954972,1.18992,1.18992
C1orf131,0.903086,0.992315,1.024,1.024,0.499578,0.887235,0.868645,-1.15122
C1orf162,0.512354,0.945857,1.17572,1.17572,0.727446,0.950578,1.0931,1.0931
C1orf174,0.919051,0.992315,0.979134,-1.02131,0.704598,0.943832,0.923335,-1.08303
C1orf198,0.432085,0.94373,1.26684,1.26684,0.0592475,0.48867,2.09559,2.09559
C1orf21,0.331244,0.935794,0.681163,-1.46808,0.301342,0.791329,0.650921,-1.53628
C1orf35,0.919049,0.992315,1.0243,1.0243,0.806928,0.968397,0.940837,-1.06288
C1orf43,0.466259,0.94373,0.883707,-1.1316,0.591809,0.917445,0.905332,-1.10457
C1orf52,0.119729,0.935545,0.664765,-1.50429,0.366695,0.833558,0.772373,-1.29471
C1orf56,0.123309,0.935545,1.3292,1.3292,0.872015,0.975378,0.97085,-1.03003
C1orf74,0.641617,0.959345,0.808774,-1.23644,0.413667,0.860596,0.692456,-1.44414
C1QBP,0.66266,0.966553,1.14002,1.14002,0.900896,0.979975,0.963769,-1.03759
C1RL,0.192069,0.935545,1.31792,1.31792,0.126217,0.612312,1.40427,1.40427
C1RL-AS1,0.983014,0.999452,1.00681,1.00681,0.590061,0.916522,0.845622,-1.18256
C20orf197,0.3318,0.935794,1.64308,1.64308,0.608013,0.921481,1.27143,1.27143
C20orf27,0.27002,0.935545,1.33358,1.33358,0.250936,0.748028,1.36922,1.36922
C21orf91,0.787376,0.979908,0.935668,-1.06875,0.481415,0.881889,0.830084,-1.2047
C22orf34,0.0897052,0.935545,0.622866,-1.60548,0.729125,0.950578,1.14803,1.14803
C22orf39,0.411205,0.941435,1.18535,1.18535,0.564661,0.911813,1.12457,1.12457
C22orf46,0.32339,0.935545,1.40423,1.40423,0.922604,0.98437,1.03122,1.03122
C2CD2,0.348433,0.93951,1.41021,1.41021,0.932601,0.985982,1.02717,1.02717
C2CD2L,0.682442,0.966741,1.0666,1.0666,0.78697,0.965087,0.952381,-1.05
C2CD3,0.354396,0.93951,1.29358,1.29358,0.563193,0.911813,0.871482,-1.14747
C2CD5,0.0433616,0.935545,0.627907,-1.59259,0.0559609,0.484295,0.595843,-1.67829
C2orf42,0.920872,0.992315,1.03154,1.03154,0.791259,0.966209,0.920976,-1.08581
C2orf49,0.323526,0.935545,0.8139,-1.22865,0.487399,0.883618,0.834191,-1.19877
C2orf68,0.367276,0.93951,0.862212,-1.15981,0.104579,0.573684,0.758737,-1.31798
C2orf69,0.298328,0.935545,0.724403,-1.38045,0.823949,0.96996,0.92124,-1.08549
C2orf88,0.726914,0.972199,1.09024,1.09024,0.170136,0.668855,1.5153,1.5153
C3AR1,0.157477,0.935545,1.9683,1.9683,0.060057,0.489095,2.96301,2.96301
C3orf38,0.0405933,0.935545,0.602437,-1.65993,0.121994,0.603558,0.653931,-1.52921
C3orf62,0.256481,0.935545,1.19609,1.19609,0.97399,0.99516,1.00494,1.00494
C3orf86,0.76623,0.97614,1.12472,1.12472,0.659894,0.931372,1.19873,1.19873
C4A,0.764871,0.97614,1.25275,1.25275,0.523016,0.897572,1.77662,1.77662
C4B,0.38299,0.93951,0.679592,-1.47147,0.968269,0.993782,1.02304,1.02304
C4orf3,0.89943,0.992315,0.978299,-1.02218,0.704372,0.943655,1.07719,1.07719
C4orf33,0.403664,0.941435,0.812792,-1.23033,0.0783684,0.527122,0.648702,-1.54154
C4orf46,0.877387,0.992315,0.957369,-1.04453,0.604511,0.921453,1.18897,1.18897
C5AR1,0.246331,0.935545,0.737118,-1.35664,0.594338,0.919179,1.19537,1.19537
C5AR2,0.966497,0.996707,1.00744,1.00744,0.904043,0.980629,0.975637,-1.02497
C5orf15,0.923676,0.992315,0.979363,-1.02107,0.909967,0.983059,0.973783,-1.02692
C5orf22,0.905505,0.992315,1.02857,1.02857,0.113343,0.58864,0.707708,-1.41301
C5orf24,0.514698,0.94631,0.821854,-1.21676,0.384994,0.844479,0.754561,-1.32527
C5orf51,0.289112,0.935545,1.25679,1.25679,0.312763,0.799139,1.26894,1.26894
C5orf58,0.959614,0.995528,0.983269,-1.01702,0.106271,0.573764,0.622488,-1.60646
C5orf63,0.0220229,0.935545,0.502262,-1.99099,0.010974,0.300368,0.351823,-2.84234
C6orf120,0.315661,0.935545,0.767264,-1.30333,0.793932,0.966791,1.09925,1.09925
C6orf136,0.73741,0.972199,0.908373,-1.10087,0.971829,0.994588,0.988147,-1.01199
C6orf226,0.822488,0.982105,0.925714,-1.08025,0.805643,0.968379,1.10204,1.10204
C6orf47,0.635268,0.959345,0.903313,-1.10704,0.995509,0.99889,1.00129,1.00129
C6orf62,0.747119,0.973069,1.05932,1.05932,0.739479,0.953562,0.939002,-1.06496
C6orf89,0.606081,0.956827,1.10464,1.10464,0.367114,0.833729,1.20567,1.20567
C7orf26,0.712445,0.969338,0.925184,-1.08087,0.843411,0.96996,1.04815,1.04815
C7orf31,0.752317,0.973642,1.12355,1.12355,0.286419,0.779182,1.62706,1.62706
C7orf50,0.287046,0.935545,0.764705,-1.30769,0.970059,0.994236,1.01152,1.01152
C8orf33,0.192979,0.935545,1.43628,1.43628,0.704914,0.944101,1.11151,1.11151
C8orf76,0.460795,0.94373,0.833052,-1.20041,0.724248,0.950578,0.903921,-1.10629
C9orf16,0.625058,0.957671,0.761162,-1.31378,0.965495,0.99267,1.02874,1.02874
C9orf64,0.823042,0.982105,1.0737,1.0737,0.440664,0.871749,1.33039,1.33039
C9orf72,0.965445,0.996707,0.988139,-1.012,0.225619,0.724208,0.734037,-1.36233
C9orf78,0.984354,0.999452,0.99359,-1.00645,0.179343,0.680475,0.678327,-1.47421
C9orf85,0.813107,0.982105,0.935647,-1.06878,0.384429,0.844051,0.768332,-1.30152
CA1,0.262272,0.935545,1.7116,1.7116,0.0143084,0.317755,0.341854,-2.92522
CA2,0.613301,0.956987,1.1277,1.1277,0.0811993,0.533146,0.668228,-1.49649
CA4,0.0350247,0.935545,1.99428,1.99428,0.0103222,0.293145,2.63363,2.63363
CA5B,0.453316,0.94373,0.770866,-1.29724,0.204096,0.702821,0.625244,-1.59938
CA5BP1,0.208324,0.935545,1.36114,1.36114,0.272722,0.766848,1.34726,1.34726
CAAP1,0.535057,0.948516,0.77421,-1.29164,0.632684,0.928032,0.807197,-1.23886
CAB39,0.106297,0.935545,1.30433,1.30433,0.211064,0.709427,1.25344,1.25344
CABIN1,0.501412,0.944434,0.841399,-1.1885,0.185913,0.687255,0.721996,-1.38505
CABLES2,0.683194,0.966741,1.13353,1.13353,0.454004,0.873537,0.798069,-1.25302
CACNA1E,0.566713,0.951031,1.2548,1.2548,0.80098,0.968379,1.0991,1.0991
CACNA2D4,0.460068,0.94373,0.826956,-1.20925,0.100288,0.566992,0.615794,-1.62392
CACNB4,0.217521,0.935545,0.600529,-1.6652,0.0130903,0.307614,0.309581,-3.23018
CACTIN,0.994494,0.999452,1.00221,1.00221,0.700206,0.94279,0.874526,-1.14348
CACUL1,0.941706,0.995045,0.987887,-1.01226,0.880065,0.976228,0.97157,-1.02926
CACYBP,0.34887,0.93951,1.19553,1.19553,0.946959,0.98952,1.01381,1.01381
CACYBPP2,0.837124,0.984474,1.05249,1.05249,0.413582,0.860596,1.28938,1.28938
