Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
AC122719.2,0.530168,0.67296,0.814358,-1.22796
AC123023.1,0.570203,0.706434,0.859875,-1.16296
AC123567.2,0.000831031,0.0134818,2.27242,2.27242
AC123595.1,1.65E-06,0.000408909,5.3976,5.3976
AC123768.1,0.903498,0.941955,1.02788,1.02788
AC123768.3,0.0261625,0.0971027,0.446204,-2.24113
AC123768.5,0.155485,0.303747,0.895916,-1.11618
AC123777.1,0.345004,0.507981,0.904118,-1.10605
AC123784.1,0.94572,0.967345,1.01504,1.01504
AC123786.1,0.00408978,0.0338354,0.381695,-2.61989
AC123788.1,0.83522,0.898934,1.06137,1.06137
AC123905.1,0.0913938,0.215371,1.47332,1.47332
AC123912.1,0.153307,0.301168,0.661806,-1.51102
AC123912.2,0.883301,0.930026,1.02658,1.02658
AC123912.4,0.177871,0.331692,0.581354,-1.72012
AC124014.1,0.676982,0.79001,0.912914,-1.09539
AC124016.1,0.712605,0.815507,0.974888,-1.02576
AC124016.2,0.923626,0.953887,1.03518,1.03518
AC124017.1,0.0907364,0.214479,0.750076,-1.3332
AC124045.1,0.691883,0.800479,0.86012,-1.16263
AC124057.1,0.383135,0.543666,1.21403,1.21403
AC124066.1,0.128779,0.269096,0.601677,-1.66202
AC124067.1,0.00142519,0.0184992,0.373051,-2.6806
AC124067.2,0.0453143,0.136687,0.567222,-1.76298
AC124067.3,0.00846781,0.0485013,0.362506,-2.75858
AC124067.4,0.0286925,0.102739,1.51015,1.51015
AC124068.2,0.521788,0.665993,0.815397,-1.2264
AC124069.1,0.483487,0.63355,1.31321,1.31321
AC124242.1,0.00153141,0.0192765,0.633505,-1.57852
AC124248.1,0.0250204,0.094229,0.585884,-1.70682
AC124254.1,0.0447352,0.135634,1.18218,1.18218
AC124276.1,0.105138,0.235353,0.560331,-1.78466
AC124276.2,0.000221052,0.00641527,4.79771,4.79771
AC124283.1,0.010284,0.0544623,3.03849,3.03849
AC124283.2,0.594643,0.726493,0.85373,-1.17133
AC124283.3,0.0381139,0.122987,2.41748,2.41748
AC124290.1,0.204147,0.362173,0.728958,-1.37182
AC124301.1,0.219631,0.380332,0.8267,-1.20963
AC124301.2,0.0839989,0.203962,0.597537,-1.67354
AC124303.1,0.0051856,0.0368263,0.51243,-1.95149
AC124312.2,0.0572561,0.158906,0.716491,-1.39569
AC124312.5,0.0217454,0.0865029,0.386887,-2.58473
AC124319.1,5.44E-05,0.00289298,2.09164,2.09164
AC124319.2,0.115344,0.250347,1.2429,1.2429
AC124319.3,0.00782778,0.0462502,1.22192,1.22192
AC124657.1,0.902989,0.941708,1.03289,1.03289
AC124784.1,0.118685,0.255202,1.93926,1.93926
AC124798.1,0.979154,0.98757,1.00415,1.00415
AC124798.2,0.0977063,0.224467,2.06507,2.06507
AC124804.1,0.5042,0.651204,0.884112,-1.13108
AC124854.1,0.247649,0.410893,1.21371,1.21371
AC124861.1,0.728372,0.826608,1.22802,1.22802
AC124944.1,0.336693,0.499867,1.60745,1.60745
AC124947.1,0.694776,0.802355,1.04498,1.04498
AC125232.2,0.308991,0.473869,0.721928,-1.38518
AC125257.1,0.915562,0.948871,1.01756,1.01756
AC125257.2,0.19442,0.351373,1.57748,1.57748
AC125421.1,0.0092218,0.0510318,1.39472,1.39472
AC125421.2,0.0215445,0.0860013,0.696123,-1.43653
AC125437.1,0.155088,0.303341,1.51553,1.51553
AC125494.3,0.00324025,0.0296349,0.232291,-4.30494
AC125603.1,0.0631255,0.16982,1.19702,1.19702
AC125603.2,0.00915783,0.0508096,0.398037,-2.51233
AC125603.3,0.00234821,0.0245639,1.90001,1.90001
AC125603.4,0.00224856,0.0239974,0.445178,-2.24629
AC125611.4,0.00237592,0.0247023,0.377303,-2.65039
AC125613.1,0.944532,0.966813,1.01026,1.01026
AC125616.1,0.0118603,0.0594595,1.45178,1.45178
AC125618.1,0.0144017,0.066972,1.21394,1.21394
AC125793.1,0.00463952,0.0363165,0.341249,-2.93041
AC126118.1,0.791105,0.870409,0.879123,-1.1375
AC126121.2,0.0642079,0.171656,1.29316,1.29316
AC126175.1,0.942938,0.965976,1.02358,1.02358
AC126177.2,0.163151,0.313073,0.602389,-1.66006
AC126177.4,0.370963,0.532166,0.832933,-1.20058
AC126177.8,0.645442,0.765034,1.05561,1.05561
AC126178.1,3.49E-07,0.000214541,0.287511,-3.47813
AC126283.1,0.0341607,0.114629,0.451773,-2.2135
AC126323.3,0.0375253,0.121754,0.48855,-2.04687
AC126323.5,0.665485,0.781025,0.917144,-1.09034
AC126323.6,0.275228,0.440097,1.23296,1.23296
AC126335.1,0.550361,0.689522,1.17945,1.17945
AC126407.1,0.61427,0.741178,0.822967,-1.21512
AC126696.1,0.000958294,0.0146512,0.380454,-2.62844
AC126696.2,0.454722,0.609351,1.83013,1.83013
AC126696.3,0.000955576,0.0146476,0.610704,-1.63745
AC126763.1,0.0825249,0.201688,1.35168,1.35168
AC126768.1,0.134356,0.276468,1.62253,1.62253
AC126768.2,0.0785002,0.194952,0.711766,-1.40496
AC126773.1,0.750294,0.84191,0.916846,-1.0907
AC126773.2,0.0176198,0.0759048,1.83974,1.83974
AC126773.4,0.553414,0.691739,0.884871,-1.13011
AC127002.1,0.000643616,0.0116582,2.23511,2.23511
AC127024.2,0.301737,0.466767,0.789648,-1.26639
AC127024.3,0.229678,0.391285,2.89259,2.89259
AC127024.4,0.418821,0.577294,1.16113,1.16113
AC127024.6,0.0557098,0.156159,1.68065,1.68065
AC127029.2,0.0512683,0.148084,1.46408,1.46408
AC127035.1,0.0358489,0.11828,0.569491,-1.75595
AC127070.1,0.00824089,0.0477125,2.08064,2.08064
AC127070.2,0.0451087,0.136338,0.431669,-2.31659
AC127164.1,0.174075,0.326913,1.16682,1.16682
AC127496.1,0.6699,0.784399,0.925952,-1.07997
AC127496.2,0.00199948,0.0224005,0.308466,-3.24184
AC127496.3,0.0100682,0.053662,0.523359,-1.91073
AC127496.4,0.635303,0.757382,0.938377,-1.06567
AC127496.5,0.0875144,0.209372,0.666026,-1.50144
AC127496.6,0.951312,0.970927,1.00923,1.00923
AC127520.1,0.107506,0.238841,2.7497,2.7497
AC127521.1,0.754058,0.844721,0.975167,-1.02547
AC127522.1,0.146064,0.291672,0.854349,-1.17048
AC127526.1,0.00488509,0.0368263,3.15196,3.15196
AC127526.2,0.0031534,0.0291451,1.78501,1.78501
AC127537.1,0.598745,0.729734,1.10905,1.10905
AC127540.1,0.265764,0.430117,1.60503,1.60503
AC127894.1,0.498111,0.646026,0.852644,-1.17282
AC128685.1,0.179841,0.333922,0.862634,-1.15924
AC128687.2,0.286792,0.451565,1.55116,1.55116
AC128707.1,0.303677,0.468853,1.23325,1.23325
AC128709.1,0.014114,0.0662802,0.563315,-1.77521
AC128709.2,0.380033,0.540524,1.12663,1.12663
AC128709.3,0.0130837,0.0633224,0.464783,-2.15154
AC129102.1,0.208605,0.367494,1.15956,1.15956
AC129492.1,0.0085856,0.0488863,0.59641,-1.6767
AC129492.2,0.274358,0.439271,1.25709,1.25709
AC129492.4,0.0024077,0.0249186,0.181921,-5.49688
AC129507.1,0.00323768,0.0296349,0.617317,-1.61991
AC129507.2,0.066699,0.175959,1.53342,1.53342
AC129507.3,7.56E-05,0.00352096,0.440388,-2.27073
AC129507.4,0.0413097,0.129198,0.544535,-1.83643
AC129510.1,0.724196,0.823858,1.18202,1.18202
AC129510.2,0.12289,0.261051,0.897369,-1.11437
AC129807.1,0.729296,0.82715,1.07538,1.07538
AC129915.3,0.00612663,0.0402126,4.6655,4.6655
AC129926.1,0.00523108,0.0368263,0.29861,-3.34884
AC129926.2,0.867849,0.920002,0.976938,-1.02361
AC130324.2,0.336234,0.499604,1.18167,1.18167
AC130324.3,0.391816,0.552409,0.700412,-1.42773
AC130343.1,0.16912,0.320818,1.35572,1.35572
AC130343.2,0.496916,0.645075,1.16699,1.16699
AC130352.1,0.00222754,0.0238299,2.12863,2.12863
AC130371.1,0.0345878,0.115636,1.23447,1.23447
AC130371.2,6.76E-08,8.41E-05,3.01929,3.01929
AC130404.1,0.00513671,0.0368263,1.24205,1.24205
AC130415.1,0.0942682,0.219551,1.16235,1.16235
AC130456.1,0.199676,0.357154,1.56078,1.56078
AC130456.2,0.566266,0.703072,0.897976,-1.11362
AC130456.3,0.878693,0.927069,0.951784,-1.05066
AC130456.4,0.391696,0.552338,0.703107,-1.42226
AC130456.5,0.938097,0.96335,0.982402,-1.01791
AC130456.8,0.00511557,0.0368263,1.21129,1.21129
AC130466.1,0.644143,0.763939,0.911232,-1.09742
AC130469.1,0.0658972,0.174501,1.5027,1.5027
AC130650.1,0.0984147,0.225563,1.83271,1.83271
AC130650.2,0.122455,0.260403,1.27145,1.27145
AC130651.1,0.00365542,0.0318356,0.658442,-1.51874
AC130710.1,0.545705,0.685449,1.18203,1.18203
AC130895.1,0.00118603,0.0165408,1.98736,1.98736
AC131009.1,0.182397,0.336811,0.587283,-1.70276
AC131009.2,0.591802,0.724333,0.953816,-1.04842
AC131009.3,0.00248373,0.025367,0.582299,-1.71733
AC131025.1,0.306737,0.471672,0.665793,-1.50197
AC131025.2,0.0821219,0.20108,2.74949,2.74949
AC131025.3,0.498188,0.646057,1.11292,1.11292
AC131056.5,0.206064,0.364545,0.745693,-1.34104
AC131094.1,0.191694,0.348156,1.42606,1.42606
AC131097.1,0.953332,0.972223,1.0186,1.0186
AC131097.2,0.171922,0.324404,0.640073,-1.56232
AC131097.3,0.00159385,0.0197355,0.641252,-1.55945
AC131097.4,0.965497,0.979726,1.0126,1.0126
AC131157.1,0.581586,0.71573,1.42926,1.42926
AC131159.1,0.00331034,0.0300528,2.30311,2.30311
AC131159.2,0.916343,0.949264,1.03992,1.03992
AC131160.1,0.0769384,0.192472,0.693232,-1.44252
AC131182.1,0.00407278,0.0337446,1.56052,1.56052
AC131210.1,0.581716,0.715825,0.942699,-1.06078
AC131211.1,0.362765,0.524496,0.821166,-1.21778
AC131212.1,0.899753,0.940018,0.953836,-1.0484
AC131235.3,0.136713,0.279437,1.27234,1.27234
AC131235.4,0.00973869,0.0526761,0.424749,-2.35433
AC131238.1,0.220945,0.38182,0.685994,-1.45774
AC131254.1,0.837667,0.900616,1.02962,1.02962
AC131254.2,0.31269,0.477385,1.20899,1.20899
AC131254.3,0.725483,0.824812,1.10722,1.10722
AC131274.1,0.647808,0.766946,1.2043,1.2043
AC131391.1,0.436176,0.593099,1.48381,1.48381
AC131532.1,0.234631,0.396617,1.39804,1.39804
AC131571.1,0.0447795,0.135713,1.31777,1.31777
AC131902.1,0.307851,0.472731,0.655265,-1.5261
AC131902.2,0.232933,0.394928,1.15774,1.15774
AC131934.1,0.128833,0.269185,1.15213,1.15213
AC131953.1,0.136058,0.278555,1.24759,1.24759
AC131956.1,0.0329719,0.112228,1.45967,1.45967
AC131956.2,0.000607493,0.0113083,3.15409,3.15409
AC131971.1,0.241804,0.404683,1.38082,1.38082
AC132186.1,0.775598,0.859488,0.911086,-1.09759
AC132192.1,0.0153045,0.0695257,0.399899,-2.50063
AC132192.2,5.47E-05,0.00289551,4.18143,4.18143
AC132216.1,7.87E-05,0.00356766,0.147546,-6.77752
AC132219.1,0.234971,0.397011,1.28244,1.28244
AC132803.1,0.0464612,0.138876,1.36696,1.36696
AC132807.1,0.18353,0.338234,0.609693,-1.64017
AC132807.2,0.333074,0.496598,0.80851,-1.23684
AC132825.2,0.406901,0.56662,1.18675,1.18675
AC132825.3,0.0815641,0.200122,0.481515,-2.07678
AC132872.1,9.87E-06,0.00111432,4.89052,4.89052
AC132872.2,0.119054,0.255725,0.665045,-1.50366
AC132872.3,0.000315551,0.00785791,5.17278,5.17278
AC132938.1,0.452641,0.607479,1.30886,1.30886
AC132938.2,0.12435,0.263167,0.627317,-1.59409
AC132938.3,0.793312,0.871816,0.90576,-1.10405
AC133065.1,0.00256722,0.025849,0.559345,-1.78781
AC133106.1,0.594266,0.72621,0.863727,-1.15777
AC133480.1,0.206324,0.364814,1.78736,1.78736
AC133485.2,0.612571,0.740045,1.20011,1.20011
AC133528.1,0.1239,0.262474,1.49081,1.49081
AC133540.1,0.0257844,0.096217,1.20494,1.20494
AC133550.1,0.000831712,0.0134879,0.463084,-2.15944
AC133550.2,0.951889,0.971239,0.981905,-1.01843
AC133552.5,0.00331544,0.030065,1.84731,1.84731
AC133565.1,0.226125,0.38741,0.697939,-1.43279
AC133634.1,0.00679569,0.0425934,0.415634,-2.40596
AC133644.2,0.00989659,0.0531454,0.248616,-4.02226
AC133785.1,0.573557,0.709119,1.06981,1.06981
AC133865.1,0.758044,0.847451,0.913041,-1.09524
AC133919.2,0.0336669,0.113636,0.822367,-1.216
AC133961.1,0.145145,0.290526,0.689075,-1.45122
AC134043.1,0.206311,0.364814,1.55288,1.55288
AC134312.1,0.636042,0.75788,1.0821,1.0821
AC134312.3,0.158598,0.307522,0.813828,-1.22876
AC134312.4,0.320944,0.485074,0.82944,-1.20563
AC134312.5,0.74527,0.838417,0.952247,-1.05015
AC134349.1,0.286991,0.451726,0.810155,-1.23433
AC134407.1,0.822687,0.890964,1.14421,1.14421
AC134508.1,0.146743,0.292508,1.24138,1.24138
AC134669.1,0.00111513,0.0159471,2.18117,2.18117
AC134772.1,0.000234494,0.00662243,2.60972,2.60972
AC134978.1,0.341141,0.504304,0.702668,-1.42315
AC134980.2,0.813626,0.884978,1.0359,1.0359
AC135012.1,4.21E-05,0.00251679,1.98651,1.98651
AC135012.2,0.020505,0.083374,1.70765,1.70765
AC135012.3,0.0213081,0.085362,0.380783,-2.62617
AC135048.1,0.608801,0.736986,0.910372,-1.09845
AC135048.2,0.992666,0.995336,1.00155,1.00155
AC135048.3,0.140338,0.284265,0.73643,-1.3579
AC135050.1,0.730534,0.827971,1.01602,1.01602
AC135050.2,0.248351,0.411491,0.709782,-1.40888
AC135050.4,0.0181487,0.0773433,0.555239,-1.80103
AC135050.5,0.12755,0.267568,0.707123,-1.41418
AC135050.6,0.0207776,0.0840482,1.77991,1.77991
AC135068.1,0.332181,0.49586,1.62468,1.62468
AC135068.3,0.0770194,0.19261,1.2897,1.2897
AC135178.1,0.0826823,0.201853,0.570536,-1.75274
AC135178.3,0.00544041,0.0375534,0.611503,-1.63531
AC135178.4,0.428361,0.586071,1.24322,1.24322
AC135178.5,0.304147,0.469298,0.679946,-1.4707
AC135279.3,0.429278,0.586827,1.18566,1.18566
AC135388.1,0.123515,0.26198,1.24706,1.24706
AC135457.1,0.410967,0.570351,1.15249,1.15249
AC135507.1,2.94E-05,0.00204894,2.7599,2.7599
AC135776.1,0.0167957,0.073715,2.53305,2.53305
AC135776.2,0.0184125,0.0780668,0.56196,-1.77949
AC135782.1,0.581422,0.715606,1.20327,1.20327
AC135782.2,0.236263,0.398594,0.792337,-1.26209
AC135782.3,0.204729,0.362818,0.564302,-1.7721
AC135803.1,0.837787,0.900637,1.09643,1.09643
AC135895.1,0.0288971,0.103133,0.548671,-1.82259
AC135983.1,0.338422,0.501581,1.28198,1.28198
AC135983.2,0.655283,0.772973,0.963411,-1.03798
AC136188.1,0.0203334,0.0830001,2.71104,2.71104
AC136285.1,0.642234,0.762502,1.11961,1.11961
AC136285.2,0.57391,0.7094,1.14642,1.14642
AC136285.3,0.543143,0.683315,0.873902,-1.14429
AC136289.1,0.848049,0.907361,1.04104,1.04104
AC136297.1,0.00300089,0.0283541,0.293607,-3.40592
AC136424.1,0.00959687,0.0521798,1.27438,1.27438
AC136469.1,0.368732,0.530187,1.21444,1.21444
AC136475.1,0.0100236,0.0535264,2.32637,2.32637
AC136475.3,0.00752343,0.0450963,1.86251,1.86251
AC136475.5,0.00319791,0.0294097,1.56132,1.56132
AC136475.8,0.0526474,0.150561,2.00307,2.00307
AC136475.9,0.00101818,0.0151523,3.92351,3.92351
AC136489.1,0.00671293,0.0422672,0.363304,-2.75252
AC136601.1,0.605331,0.734594,1.14684,1.14684
AC136604.2,0.502128,0.649489,1.07684,1.07684
AC136604.3,0.731399,0.828743,1.03956,1.03956
AC136618.1,0.246136,0.409183,0.815656,-1.22601
AC136624.2,0.123535,0.262005,1.31548,1.31548
AC136628.4,0.579463,0.71394,1.07795,1.07795
AC136944.2,0.617403,0.743475,0.842414,-1.18706
AC137056.1,0.00041308,0.00922259,1.28677,1.28677
AC137579.1,0.638346,0.759374,0.784642,-1.27447
AC137590.1,0.00111453,0.0159464,0.466031,-2.14578
AC137590.2,0.0699637,0.181285,1.17194,1.17194
AC137630.1,2.76E-05,0.00200774,0.510417,-1.95918
AC137630.2,0.45271,0.607498,0.908447,-1.10078
AC137630.3,0.127834,0.267933,0.575503,-1.73761
AC137630.4,0.164839,0.315237,0.598895,-1.66974
AC137723.1,0.141521,0.285668,0.742977,-1.34594
AC137735.1,0.00261672,0.0261812,0.334644,-2.98825
AC137735.2,0.00018007,0.00564474,0.258969,-3.86146
AC137767.1,0.736607,0.832154,1.07981,1.07981
AC137770.1,0.011051,0.0568714,0.536289,-1.86467
AC137810.1,0.970805,0.982603,0.991869,-1.0082
AC137834.2,0.634147,0.756567,0.849328,-1.1774
AC137894.1,0.106891,0.237843,0.678965,-1.47283
AC137932.1,0.134574,0.27673,1.3811,1.3811
AC137932.2,0.897451,0.938553,1.01318,1.01318
AC137932.3,0.957604,0.974971,1.00859,1.00859
AC137936.1,0.839293,0.901715,1.04704,1.04704
AC138024.1,0.0281184,0.101472,1.66239,1.66239
AC138028.1,0.345747,0.508733,0.72181,-1.38541
AC138028.2,0.544927,0.684833,0.906255,-1.10344
AC138028.3,0.43974,0.59627,0.763773,-1.30929
AC138028.4,0.736422,0.831994,1.08946,1.08946
AC138028.5,0.0121477,0.0604231,2.03706,2.03706
AC138028.6,0.000454319,0.00974839,0.53017,-1.88619
AC138057.1,0.00996157,0.0533386,0.524201,-1.90767
AC138123.1,0.120647,0.257862,1.1911,1.1911
AC138123.2,0.12751,0.267519,1.2779,1.2779
AC138150.1,0.0153689,0.0697545,1.54382,1.54382
AC138150.2,0.915593,0.948871,0.980633,-1.01975
AC138207.1,0.614971,0.741645,0.930132,-1.07512
AC138207.2,0.187209,0.342733,1.51025,1.51025
AC138207.4,0.675414,0.788795,0.889399,-1.12436
AC138207.5,0.638388,0.759404,1.19703,1.19703
AC138207.7,0.656355,0.773835,1.17168,1.17168
AC138304.1,0.00514851,0.0368263,1.24195,1.24195
AC138305.1,0.151043,0.298306,0.718546,-1.3917
AC138305.2,0.0079016,0.0465232,1.81151,1.81151
AC138331.1,0.0655873,0.173978,1.52844,1.52844
AC138356.1,0.0240444,0.0920284,0.844505,-1.18413
AC138356.3,0.833737,0.897925,1.03475,1.03475
AC138360.1,0.00321348,0.0295045,0.583532,-1.7137
AC138466.1,0.775218,0.859257,1.07231,1.07231
AC138466.3,0.213081,0.372625,1.10993,1.10993
AC138474.1,0.00944188,0.0517008,0.241306,-4.14411
AC138512.1,0.263532,0.42784,1.43878,1.43878
AC138625.1,0.497984,0.646011,1.18351,1.18351
AC138625.2,0.0593758,0.16308,1.57435,1.57435
AC138627.1,0.492577,0.641355,0.954403,-1.04778
AC138646.1,0.0120829,0.0602386,1.21202,1.21202
AC138647.1,0.0611559,0.166268,0.62297,-1.60521
AC138655.1,0.145995,0.291574,1.07407,1.07407
AC138696.2,0.332909,0.496458,0.771542,-1.29611
AC138761.3,0.662127,0.778369,1.10349,1.10349
AC138781.1,0.206701,0.365201,1.54608,1.54608
AC138811.1,0.00525112,0.0368613,1.86501,1.86501
AC138811.2,0.00550446,0.0378307,0.606766,-1.64808
AC138894.2,0.0397887,0.126202,0.690448,-1.44833
AC138904.1,0.914985,0.948588,0.968987,-1.03201
AC138904.3,0.00984641,0.0529775,2.59641,2.59641
AC138907.7,0.280854,0.445565,1.47406,1.47406
AC138915.3,0.374488,0.535457,1.24548,1.24548
AC138932.5,0.0180194,0.0770192,2.94591,2.94591
AC138956.1,0.0240192,0.0919966,0.508923,-1.96494
AC138956.2,0.107732,0.239093,1.68731,1.68731
AC139099.1,0.186483,0.341906,1.33494,1.33494
AC139099.2,0.00968892,0.0525273,0.607488,-1.64612
AC139099.3,0.458924,0.612792,0.767801,-1.30242
AC139100.1,0.792485,0.871308,1.0538,1.0538
AC139100.2,0.0758338,0.190654,0.677103,-1.47688
AC139149.1,0.902313,0.941445,1.01824,1.01824
AC139491.1,0.0324643,0.111065,0.553882,-1.80544
AC139491.2,0.499489,0.647121,1.09164,1.09164
AC139493.2,0.00717114,0.0438167,0.643784,-1.55332
AC139530.1,0.299317,0.464241,1.25937,1.25937
AC139530.3,0.119233,0.255999,1.35662,1.35662
AC139712.3,0.180768,0.335031,1.22016,1.22016
AC139713.2,0.350576,0.513235,1.11119,1.11119
AC139718.1,0.159772,0.308851,0.622717,-1.60586
AC139718.2,0.00345919,0.0308137,0.456158,-2.19222
AC139720.1,0.0112193,0.0573933,0.529937,-1.88702
AC139720.2,0.0278432,0.100819,1.96698,1.96698
AC139722.1,0.00256337,0.0258378,0.767096,-1.30362
AC139749.1,0.0450489,0.136209,0.76374,-1.30935
AC139769.2,0.0641356,0.171547,1.60961,1.60961
AC139792.1,0.596189,0.727806,1.10892,1.10892
AC139795.2,0.219626,0.380332,0.644179,-1.55236
AC139795.3,0.0668959,0.176296,1.86006,1.86006
AC139887.1,0.0898054,0.212941,0.313041,-3.19447
AC139887.2,0.66475,0.780469,0.941622,-1.062
AC139887.3,0.117622,0.25378,1.4404,1.4404
AC139887.4,0.00165409,0.0201644,2.1123,2.1123
AC140061.12,0.0778131,0.193855,2.12265,2.12265
AC140118.1,0.372722,0.533706,0.743269,-1.34541
AC140479.5,0.811214,0.883224,0.93752,-1.06664
AC140481.1,7.80E-05,0.00356432,0.467335,-2.13979
AC140504.1,0.869141,0.92092,1.03045,1.03045
AC140847.1,0.000161512,0.00531062,0.375057,-2.66626
AC140847.2,0.762226,0.850218,0.925651,-1.08032
AC140912.1,0.16994,0.321862,1.24897,1.24897
AC141002.1,0.722853,0.822973,0.970962,-1.02991
AC141273.1,0.0677801,0.177681,0.679447,-1.47179
AC141424.1,0.0360821,0.118722,0.661351,-1.51206
AC141586.3,0.232343,0.394386,0.689266,-1.45082
AC141930.1,0.75258,0.84359,1.06335,1.06335
AC142086.1,0.0133023,0.063949,0.317011,-3.15447
AC142086.4,0.00817364,0.0474756,0.474109,-2.10922
AC142293.3,0.00520124,0.0368263,1.2415,1.2415
AC142472.1,0.0823894,0.20143,1.93834,1.93834
AC144450.1,0.233447,0.395437,0.76634,-1.3049
AC144521.1,0.0735248,0.186957,0.631327,-1.58397
AC144652.1,0.0960916,0.222193,0.639205,-1.56444
AC144831.1,0.000324008,0.00801508,3.0384,3.0384
AC144833.1,0.3197,0.483884,1.23471,1.23471
AC144836.1,0.00153493,0.0192974,0.572813,-1.74577
AC145098.1,0.366631,0.527979,1.24229,1.24229
AC145124.1,0.0543403,0.153617,1.50685,1.50685
AC145141.1,0.29324,0.458034,0.848774,-1.17817
AC145146.1,0.480009,0.630582,1.13354,1.13354
AC145207.1,0.00264275,0.0263335,1.99542,1.99542
AC145207.2,0.63701,0.758634,0.948917,-1.05383
AC145207.3,3.64E-05,0.00235691,3.66844,3.66844
AC145207.4,0.165967,0.316526,0.563054,-1.77603
AC145207.5,5.90E-05,0.00302016,2.6464,2.6464
AC145207.6,0.151597,0.298967,1.56882,1.56882
AC145207.7,0.585249,0.719053,0.80222,-1.24654
AC145207.8,0.678954,0.791445,0.935971,-1.06841
AC145285.3,0.0215616,0.0860356,5.29509,5.29509
AC145285.6,0.364187,0.525879,1.17288,1.17288
AC145343.1,0.756954,0.846771,0.958372,-1.04344
AC145350.2,0.781946,0.864002,1.09792,1.09792
AC145422.1,0.43501,0.592203,1.14959,1.14959
AC145423.2,0.140021,0.283842,0.65115,-1.53574
AC145423.3,0.909778,0.945572,0.961037,-1.04054
AC145625.1,0.155274,0.303573,1.4606,1.4606
AC147067.1,0.313342,0.477989,1.17239,1.17239
AC147067.2,0.146409,0.292072,0.618304,-1.61733
AC147651.1,0.00930897,0.0513305,1.72859,1.72859
AC147651.2,0.0234496,0.0906124,0.737427,-1.35607
AC147651.3,0.119533,0.256385,0.825269,-1.21173
AC148476.1,0.0199958,0.0821457,0.272302,-3.67239
AC148477.1,0.0317858,0.109564,0.401771,-2.48898
AC148477.3,0.403804,0.563919,0.872029,-1.14675
AC148477.4,0.185379,0.340453,1.20295,1.20295
AC156455.1,0.702723,0.807911,0.940168,-1.06364
AC159540.1,0.0838361,0.203744,0.598537,-1.67074
AC159540.2,0.000675337,0.0119999,0.322095,-3.10467
AC159540.3,0.228172,0.389637,0.743135,-1.34565
AC187652.1,0.154245,0.302305,1.428,1.428
AC187653.1,0.000497055,0.0101183,0.226851,-4.40818
AC207130.1,0.257373,0.421301,1.24155,1.24155
AC209005.1,0.35762,0.519593,1.24221,1.24221
AC211433.1,0.0114847,0.0581812,0.593189,-1.6858
AC211433.2,0.0490165,0.1438,0.715029,-1.39855
AC211476.2,0.836752,0.899935,1.05107,1.05107
AC211476.5,0.796096,0.873564,0.920532,-1.08633
AC211486.2,0.409391,0.568802,0.851216,-1.17479
AC211486.5,0.00121882,0.0168203,1.86929,1.86929
AC215522.2,0.000493,0.0100721,2.57645,2.57645
AC217774.1,0.37175,0.532879,1.13458,1.13458
AC217774.2,0.164443,0.314758,1.45455,1.45455
AC226118.1,0.0190148,0.0797307,0.400701,-2.49563
AC231533.1,0.297229,0.461838,1.34968,1.34968
AC231981.1,0.00362139,0.0316432,0.462417,-2.16255
AC232271.1,0.293505,0.458304,0.845899,-1.18217
AC233309.1,0.556952,0.694644,1.08125,1.08125
AC233702.5,0.000657561,0.0117866,0.596962,-1.67515
AC233702.7,0.713414,0.816184,0.922151,-1.08442
AC233723.1,0.220302,0.381075,0.591614,-1.69029
AC233976.1,0.0636624,0.170825,0.647613,-1.54413
AC233992.3,0.0617468,0.167346,1.34207,1.34207
AC234582.1,0.00159143,0.0197196,0.676088,-1.4791
AC234582.2,0.0289542,0.103258,0.611041,-1.63655
AC234771.1,0.00883723,0.0497883,0.587544,-1.702
AC234772.2,0.000405182,0.009133,4.41245,4.41245
AC234775.3,4.49E-05,0.00261519,2.18377,2.18377
AC234778.2,0.103193,0.232447,1.89261,1.89261
AC234781.1,0.000692861,0.0121458,0.335889,-2.97718
AC234917.1,0.416448,0.575445,0.881085,-1.13496
AC234917.2,0.00380809,0.0325801,0.387377,-2.58146
AC235097.1,0.899,0.939526,0.893703,-1.11894
AC236972.3,0.472232,0.623827,1.46262,1.46262
AC239585.2,0.0171043,0.074515,0.715213,-1.39818
AC239727.1,0.0589969,0.162347,0.692365,-1.44432
AC239798.4,0.138749,0.282207,0.667831,-1.49739
AC239799.1,0.596424,0.727934,1.11502,1.11502
AC239802.1,0.31895,0.483125,0.721466,-1.38607
AC239802.2,0.327912,0.49183,1.32649,1.32649
AC239803.1,0.115159,0.250054,0.787257,-1.27023
AC239803.2,0.620129,0.745859,0.784205,-1.27518
AC239803.3,0.398409,0.558708,1.21762,1.21762
AC240565.1,0.00054522,0.0106349,2.31697,2.31697
AC241644.1,0.454832,0.609397,1.23472,1.23472
AC241644.2,0.13283,0.274498,1.1965,1.1965
AC241644.3,0.264456,0.428855,1.47595,1.47595
AC242022.1,0.083748,0.203603,0.65285,-1.53175
AC242426.2,1.25E-05,0.00129145,0.389016,-2.57059
AC242842.1,0.0250791,0.094363,1.54378,1.54378
AC242988.1,0.0051782,0.0368263,1.24169,1.24169
AC242988.2,0.0175806,0.075807,0.412297,-2.42544
AC243547.1,0.909542,0.945529,1.02714,1.02714
AC243547.2,0.533171,0.675319,0.76449,-1.30806
