Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
HAAO,0.227409,0.388823,1.21955,1.21955
HABP2,0.345753,0.508733,0.883008,-1.13249
HABP4,0.498805,0.646609,1.11767,1.11767
HACD1,0.0822434,0.201238,1.56272,1.56272
HACD2,0.0617459,0.167346,0.594143,-1.6831
HACD3,0.111143,0.244187,0.419253,-2.38519
HACD4,0.775591,0.859488,1.09175,1.09175
HACE1,0.469068,0.621184,0.957615,-1.04426
HACL1,0.27962,0.444378,0.741638,-1.34837
HADH,0.526801,0.670167,0.921595,-1.08507
HADHA,0.00480491,0.0368263,0.598897,-1.66974
HADHB,0.000783705,0.0130505,0.514971,-1.94186
HAGH,0.289685,0.454619,1.17933,1.17933
HAGHL,0.684689,0.795666,1.05404,1.05404
HAGLR,0.00558906,0.0381237,0.615187,-1.62552
HAGLROS,0.128797,0.269121,1.16103,1.16103
HAL,6.52E-05,0.00320623,4.83271,4.83271
HAMP,0.902811,0.941611,1.03681,1.03681
HAND1,0.125117,0.264104,1.40569,1.40569
HAND2,0.0343773,0.115149,1.24124,1.24124
HAND2-AS1,0.677493,0.790397,0.964834,-1.03645
HAO1,0.0028828,0.0277412,2.24482,2.24482
HAO2,0.671778,0.78588,0.897538,-1.11416
HAO2-IT1,0.0160664,0.0716504,0.636733,-1.57052
HAP1,0.0681765,0.178397,2.67558,2.67558
HAPLN1,0.133817,0.275767,1.67056,1.67056
HAPLN2,0.000196451,0.00595576,0.500159,-1.99936
HAPLN3,0.063009,0.16961,0.6092,-1.6415
HAR1A,0.000920972,0.0143466,0.278167,-3.59496
HAR1B,0.219673,0.380384,0.836115,-1.19601
HARBI1,0.191173,0.347547,1.32434,1.32434
HARS,0.000136191,0.00483343,0.47902,-2.0876
HARS2,0.0745397,0.188478,0.850029,-1.17643
HAS1,0.264906,0.42934,0.687576,-1.45438
HAS2,0.000514428,0.0102965,1.27238,1.27238
HAS2-AS1,0.205851,0.364303,1.23273,1.23273
HAS3,0.055331,0.15544,0.673336,-1.48514
HASPIN,0.95988,0.976414,0.994286,-1.00575
HAT1,0.204907,0.363105,0.839964,-1.19053
HAUS1,0.468099,0.620405,1.57229,1.57229
HAUS2,0.611161,0.738959,1.20563,1.20563
HAUS3,0.000834242,0.0135045,1.75319,1.75319
HAUS4,0.00516738,0.0368263,0.679662,-1.47132
HAUS5,0.00657765,0.0417615,0.668161,-1.49665
HAUS6,0.355098,0.517485,1.22385,1.22385
HAUS7,0.0362935,0.11912,0.751953,-1.32987
HAUS8,0.189613,0.345806,0.882214,-1.13351
HAVCR1,0.00496894,0.0368263,0.530036,-1.88667
HAVCR2,0.0276036,0.100308,0.396973,-2.51906
HAX1,0.61733,0.743409,0.869663,-1.14987
HBA1,0.0040328,0.0335249,0.654401,-1.52811
HBA2,0.0127677,0.0624644,0.171578,-5.82824
HBB,0.692127,0.800617,1.22883,1.22883
HBD,0.591628,0.724282,0.696766,-1.4352
HBE1,0.177908,0.33171,1.36347,1.36347
HBEGF,0.11177,0.245035,1.572,1.572
HBG1,0.173355,0.325969,1.5,1.5
HBG2,0.925933,0.955739,0.967647,-1.03343
HBM,0.305706,0.470732,1.22993,1.22993
HBP1,0.133688,0.275616,1.46587,1.46587
HBQ1,0.0265389,0.0979694,0.428865,-2.33174
HBS1L,0.114094,0.24832,0.620621,-1.61129
HBZ,0.0125832,0.0618387,0.597909,-1.6725
HCAR1,0.374947,0.535846,1.55657,1.55657
HCCAT5,0.000746787,0.0127229,1.71171,1.71171
HCCS,0.213616,0.373357,1.56104,1.56104
HCFC1,0.24615,0.409191,0.83117,-1.20312
HCFC1-AS1,0.985993,0.991323,0.997349,-1.00266
HCFC1R1,0.0803112,0.197864,0.633764,-1.57787
HCFC2,0.688818,0.79819,0.930396,-1.07481
HCG11,0.381112,0.541508,0.709699,-1.40905
HCG14,0.128034,0.268253,1.28584,1.28584
HCG15,0.00520608,0.0368263,1.24146,1.24146
HCG17,0.416288,0.575365,0.871228,-1.14781
HCG18,0.436915,0.59375,0.867236,-1.15309
HCG20,0.676009,0.789326,1.06215,1.06215
HCG2040054,0.00015424,0.00516331,1.58959,1.58959
HCG21,0.103488,0.232806,1.30102,1.30102
HCG22,0.743772,0.837256,0.964017,-1.03733
HCG23,0.0131085,0.0633985,1.4227,1.4227
HCG24,0.458381,0.612461,1.1966,1.1966
HCG25,0.000278511,0.0073392,0.524285,-1.90736
HCG27,0.000167039,0.00542169,2.90902,2.90902
HCG9,0.111001,0.243956,1.25959,1.25959
HCK,0.173757,0.326493,1.63722,1.63722
HCLS1,0.0039081,0.0330148,1.46283,1.46283
HCN1,0.206348,0.364822,1.24179,1.24179
HCN2,0.00633133,0.0408988,0.636625,-1.57078
HCN3,0.0288494,0.103047,1.46591,1.46591
HCN4,0.00508788,0.0368263,1.24248,1.24248
HCP5,1.22E-05,0.00127847,1.74112,1.74112
HCP5B,0.001597,0.0197418,0.532571,-1.87768
HCRT,0.0010018,0.0149932,0.412896,-2.42192
HCRTR1,0.240023,0.402718,0.818309,-1.22203
HCRTR2,0.0548728,0.154625,1.42175,1.42175
HCST,1.62E-05,0.00146345,5.52395,5.52395
HDAC1,0.269137,0.433855,1.44904,1.44904
HDAC10,0.401093,0.561322,0.855692,-1.16864
HDAC11,0.852065,0.910093,0.961604,-1.03993
HDAC11-AS1,0.672741,0.786719,1.14466,1.14466
HDAC2,0.0547096,0.154369,1.38344,1.38344
HDAC2-AS2,0.755642,0.845948,1.01704,1.01704
HDAC3,0.169108,0.320809,0.637424,-1.56881
HDAC4,0.664433,0.780245,1.13815,1.13815
HDAC5,0.00367982,0.0319597,1.80604,1.80604
HDAC6,0.062019,0.167825,1.38571,1.38571
HDAC7,0.000984781,0.0148376,0.432124,-2.31415
HDAC8,0.0670411,0.176507,1.27553,1.27553
HDAC9,0.064478,0.172218,0.637158,-1.56947
HDC,0.105966,0.236453,1.52856,1.52856
HDDC2,0.0157643,0.0708587,0.607234,-1.64681
HDDC3,0.079947,0.197321,1.31023,1.31023
HDGF,0.793381,0.871838,0.897771,-1.11387
HDGFL1,0.023858,0.0916377,0.336689,-2.9701
HDGFL2,0.395054,0.555608,1.165,1.165
HDGFL3,0.12178,0.259392,0.601412,-1.66275
HDHD2,0.0307291,0.107286,0.559434,-1.78752
HDHD3,0.421218,0.579626,0.818385,-1.22192
HDHD5,0.00560051,0.0381573,0.240558,-4.157
HDHD5-AS1,0.0639347,0.171226,1.53369,1.53369
HDLBP,0.549423,0.688627,0.898179,-1.11336
HDX,0.00968644,0.0525202,1.47725,1.47725
HEATR1,0.113785,0.247839,0.612952,-1.63145
HEATR3,0.220135,0.380875,0.686583,-1.45649
HEATR4,0.866884,0.919414,1.03013,1.03013
HEATR5A,0.00628914,0.0408025,2.05922,2.05922
HEATR5B,0.00708941,0.0435249,0.536561,-1.86372
HEATR6,0.714024,0.816694,0.948791,-1.05397
HEATR9,0.000549544,0.010682,0.231487,-4.3199
HEBP1,0.954265,0.972817,0.985916,-1.01428
HEBP2,0.190706,0.347051,1.31454,1.31454
HECA,0.0669923,0.176431,1.50347,1.50347
HECTD1,0.510548,0.656308,1.15182,1.15182
HECTD2,0.00669114,0.0422143,1.38379,1.38379
HECTD2-AS1,0.247826,0.411047,1.30143,1.30143
HECTD3,0.00165907,0.0202043,0.560639,-1.78368
HECTD4,0.00177774,0.0209423,2.45456,2.45456
HECW1,0.322233,0.486322,1.16828,1.16828
HECW1-IT1,0.798763,0.875331,0.939499,-1.0644
HECW2,0.118628,0.255129,1.21926,1.21926
HEG1,0.364181,0.525879,0.824213,-1.21328
HEIH,0.180911,0.335185,0.630512,-1.58601
HELB,0.00013164,0.00474688,0.138031,-7.24476
HELLPAR,0.102421,0.231443,1.75096,1.75096
HELLS,0.444924,0.600774,0.89678,-1.1151
HELQ,0.288883,0.453711,1.25863,1.25863
HELT,0.00574229,0.0386301,1.24237,1.24237
HELZ,0.344655,0.507625,0.800885,-1.24862
HELZ2,0.037503,0.121708,1.49731,1.49731
HEMGN,0.101316,0.229757,0.76912,-1.30019
HEMK1,0.143268,0.288026,0.694297,-1.44031
HENMT1,0.429611,0.587172,1.35602,1.35602
HEPACAM,0.847495,0.907027,0.951549,-1.05092
HEPACAM2,0.268149,0.432823,0.752183,-1.32946
HEPH,0.609561,0.737721,1.0781,1.0781
HEPHL1,0.906011,0.94339,0.9661,-1.03509
HEPN1,0.118213,0.254577,1.38276,1.38276
HERC1,0.0495846,0.144841,0.499694,-2.00123
HERC2,0.0264896,0.0978549,0.690606,-1.448
HERC3,0.827199,0.893751,0.95628,-1.04572
HERC4,0.569687,0.706009,0.835865,-1.19637
HERC5,0.0397279,0.12611,0.418952,-2.38691
HERC6,0.00400465,0.0333986,0.14225,-7.02987
HERPUD1,0.030203,0.106132,1.63095,1.63095
HERPUD2,0.100722,0.229001,0.698265,-1.43212
HES1,0.00694248,0.043119,2.51626,2.51626
HES2,0.120018,0.257028,0.840679,-1.18952
HES3,0.212785,0.372297,0.68669,-1.45626
HES4,0.184055,0.338771,1.13321,1.13321
HES5,3.18E-07,0.000200996,0.164284,-6.087
HES6,0.046933,0.139773,2.14681,2.14681
HES7,0.100846,0.229144,1.81597,1.81597
HESX1,0.0802283,0.197741,0.325728,-3.07004
HEXA,0.00130356,0.0174907,0.368326,-2.71498
HEXA-AS1,0.0342045,0.114733,0.491288,-2.03547
HEXB,0.389793,0.550457,0.77658,-1.2877
HEXDC,0.00994873,0.0532979,0.73402,-1.36236
HEXIM1,0.00184625,0.0214228,1.86777,1.86777
HEXIM2,0.473731,0.625131,1.1489,1.1489
HEY1,0.869339,0.921059,1.0305,1.0305
HEY2,0.110142,0.242725,1.7627,1.7627
HEYL,0.00553643,0.0379457,0.396776,-2.52031
HFE,0.167606,0.318784,1.63645,1.63645
HFM1,0.576827,0.711886,1.09228,1.09228
HGC6.3,0.308461,0.473356,0.736094,-1.35852
HGD,0.600919,0.731285,1.07444,1.07444
HGF,0.679421,0.791824,0.898839,-1.11255
HGFAC,0.000902915,0.0141759,4.49393,4.49393
HGH1,0.0543188,0.153595,0.52093,-1.91964
HGS,0.000757973,0.0128354,2.27874,2.27874
HGSNAT,0.295759,0.460492,0.879936,-1.13645
HHAT,0.624639,0.749394,0.926641,-1.07917
HHATL,0.0246568,0.0934168,0.543857,-1.83872
HHATL-AS1,0.12556,0.26474,0.81354,-1.2292
HHEX,0.116584,0.25227,0.817511,-1.22322
HHIP,0.251706,0.415147,0.748586,-1.33585
HHIP-AS1,0.367617,0.529041,0.908882,-1.10025
HHIPL1,0.40913,0.568505,1.37112,1.37112
HHIPL2,0.0133903,0.0641454,0.696962,-1.4348
HHLA1,0.329483,0.493344,1.20405,1.20405
HHLA2,0.0157239,0.0707622,0.277219,-3.60726
HHLA3,0.0633557,0.170235,1.18738,1.18738
HIBADH,0.908932,0.945176,1.02182,1.02182
HIBCH,0.419239,0.577663,0.696675,-1.43539
HIC1,0.00868798,0.0492652,1.28119,1.28119
HIC2,0.540909,0.681481,0.8596,-1.16333
HID1,0.465277,0.618016,0.927436,-1.07824
HID1-AS1,0.000585376,0.0110573,0.266072,-3.75838
HIF1A,0.00629029,0.0408034,3.35394,3.35394
HIF1A-AS1,0.0943143,0.219624,1.12857,1.12857
HIF1A-AS2,2.67E-05,0.00198844,1.73978,1.73978
HIF1AN,0.074917,0.189019,0.751785,-1.33017
HIF3A,0.118234,0.254599,0.509179,-1.96395
HIGD1A,0.816056,0.886503,0.948223,-1.0546
HIGD1B,0.828118,0.894278,0.945149,-1.05803
HIGD1C,0.359471,0.521474,1.39462,1.39462
HIGD2A,0.0771506,0.192808,0.755838,-1.32303
HIKESHI,0.129871,0.270558,1.24127,1.24127
HILPDA,0.473165,0.624588,0.878186,-1.13871
HINFP,0.417555,0.576283,0.831334,-1.20289
HINT1,0.00503773,0.0368263,0.387855,-2.57828
HINT2,0.728812,0.826814,1.03949,1.03949
HINT3,0.0191029,0.0799671,1.35243,1.35243
HIP1,0.0577419,0.159954,1.48405,1.48405
HIP1R,0.00241346,0.0249438,0.345531,-2.8941
HIPK1,0.270204,0.434825,1.40417,1.40417
HIPK1-AS1,8.38E-06,0.00101858,1.75382,1.75382
HIPK2,0.224613,0.385719,0.689207,-1.45094
HIPK3,0.000362948,0.00854476,3.06202,3.06202
HIPK4,0.183142,0.337744,0.68983,-1.44963
HIRA,0.63305,0.755818,1.12303,1.12303
HIRIP3,0.835659,0.899233,1.02463,1.02463
HIST1H1A,0.00329686,0.029959,2.00158,2.00158
HIST1H1B,0.436532,0.593428,1.14849,1.14849
HIST1H1C,0.469624,0.621598,1.3169,1.3169
HIST1H1D,0.296946,0.461581,0.787439,-1.26994
HIST1H1E,0.00703929,0.0433848,0.433354,-2.30758
HIST1H1T,0.168014,0.319384,1.48171,1.48171
HIST1H2AA,0.0816541,0.20028,0.33576,-2.97831
HIST1H2AB,0.0532356,0.151667,0.582796,-1.71587
HIST1H2AC,0.148588,0.294978,0.496079,-2.01581
HIST1H2AE,0.0515628,0.14857,0.516053,-1.93779
HIST1H2AG,0.0664213,0.175402,0.518036,-1.93037
HIST1H2AI,0.162824,0.312713,0.642818,-1.55565
HIST1H2AK,0.402426,0.562555,0.76545,-1.30642
HIST1H2BA,0.235488,0.397721,1.21833,1.21833
HIST1H2BB,0.902924,0.941663,0.96806,-1.03299
HIST1H2BC,0.298779,0.463713,0.692778,-1.44346
HIST1H2BD,0.104987,0.235167,0.564353,-1.77194
HIST1H2BE,0.0155216,0.0702341,0.291186,-3.43423
HIST1H2BF,0.0447878,0.135727,1.77059,1.77059
HIST1H2BG,0.287214,0.451914,1.55912,1.55912
HIST1H2BH,0.13885,0.282285,2.1297,2.1297
HIST1H2BI,0.105059,0.235247,0.656092,-1.52418
HIST1H2BJ,0.343659,0.506931,0.696515,-1.43572
HIST1H2BK,0.996818,0.998221,0.99901,-1.00099
HIST1H2BL,0.160426,0.309648,0.738887,-1.35339
HIST1H2BN,0.00947522,0.051806,0.476838,-2.09715
HIST1H3A,0.799835,0.875798,1.1453,1.1453
HIST1H3B,0.475149,0.626377,0.731213,-1.36759
HIST1H3C,0.000682324,0.0120601,1.45131,1.45131
HIST1H3E,0.0526117,0.150496,1.39475,1.39475
HIST1H3G,0.17076,0.322891,1.41764,1.41764
HIST1H3H,0.0350032,0.116436,0.334989,-2.98518
HIST1H3I,0.100459,0.22859,1.22272,1.22272
HIST1H3J,0.0430379,0.132422,2.04207,2.04207
HIST1H4A,0.357491,0.519439,0.67208,-1.48792
HIST1H4B,0.00506675,0.0368263,0.286984,-3.48451
HIST1H4C,0.689324,0.79859,1.03038,1.03038
HIST1H4E,0.44061,0.597107,1.47294,1.47294
HIST1H4F,0.313783,0.478207,0.650804,-1.53656
HIST1H4G,0.0466399,0.139196,0.586857,-1.70399
HIST1H4H,0.888656,0.933428,0.939408,-1.0645
HIST1H4I,0.369182,0.530629,0.698211,-1.43223
HIST1H4J,0.834036,0.898113,1.05127,1.05127
HIST2H2AA3,5.24E-06,0.000795881,13.6303,13.6303
HIST2H2AB,0.0353367,0.117148,1.55544,1.55544
HIST2H2BE,0.307602,0.472465,1.30538,1.30538
HIST2H2BF,0.425611,0.583752,0.801912,-1.24702
HIST2H4B,0.00671252,0.0422672,1.6189,1.6189
HIST3H2A,0.0321231,0.110313,0.497127,-2.01156
HIST3H2BB,0.367943,0.5294,0.73441,-1.36164
HIST3H3,0.749891,0.841639,1.11727,1.11727
HIST4H4,0.151949,0.299426,1.18288,1.18288
HIVEP1,0.0305574,0.106915,2.10749,2.10749
HIVEP2,0.00127519,0.017243,0.740314,-1.35078
HIVEP3,0.121603,0.259138,1.27969,1.27969
HJURP,0.406,0.566016,0.836199,-1.19589
HJV,0.144941,0.290283,1.27712,1.27712
HK1,0.0903052,0.213749,1.23567,1.23567
HK2,0.354281,0.516701,1.22333,1.22333
HK3,0.114805,0.249516,1.37904,1.37904
HKDC1,0.0493054,0.144261,0.40239,-2.48515
HKR1,0.252045,0.4156,1.21987,1.21987
HLA-A,0.169363,0.32109,1.34305,1.34305
HLA-B,0.589007,0.722126,0.953974,-1.04825
HLA-C,0.778191,0.861424,0.969986,-1.03094
HLA-DMA,0.127293,0.2672,0.557073,-1.7951
HLA-DMB,0.00428952,0.0347692,0.411306,-2.43128
HLA-DOA,0.0325207,0.111216,0.438429,-2.28087
HLA-DOB,0.0846657,0.204895,1.18497,1.18497
HLA-DPA1,0.0051898,0.0368263,0.607713,-1.64551
HLA-DPB1,0.00224365,0.0239565,0.303927,-3.29026
HLA-DQA1,0.504094,0.651149,0.812956,-1.23008
HLA-DQA2,0.325194,0.489209,0.570137,-1.75397
HLA-DQB1,0.00476665,0.0368263,0.185777,-5.38281
HLA-DQB1-AS1,0.155033,0.303286,0.739783,-1.35175
HLA-DQB2,5.98E-05,0.0030449,0.17492,-5.71691
HLA-DRA,0.0143165,0.0667976,0.289809,-3.45054
HLA-DRB1,0.000869438,0.0138181,0.277369,-3.60531
HLA-DRB5,0.0266785,0.0982807,0.0637974,-15.6746
HLA-E,0.158338,0.307152,1.46021,1.46021
HLA-F,0.0223815,0.0881051,0.35434,-2.82215
HLA-F-AS1,0.0505761,0.146708,1.34083,1.34083
HLA-G,0.0205379,0.0834559,2.09006,2.09006
HLCS,0.40138,0.561601,1.28051,1.28051
HLCS-IT1,0.000104783,0.00417419,3.17695,3.17695
HLF,0.0200715,0.0823529,0.73698,-1.35689
HLTF,0.647986,0.767035,0.861855,-1.16029
HLTF-AS1,0.39254,0.553037,1.12751,1.12751
HLX,0.00742685,0.0447809,1.89484,1.89484
HLX-AS1,0.131717,0.272913,0.604124,-1.65529
HM13,0.845716,0.905599,1.04046,1.04046
HM13-AS1,0.0276228,0.100321,0.637922,-1.56759
HM13-IT1,0.942366,0.965759,1.01698,1.01698
HMBOX1,0.0292979,0.104071,1.80165,1.80165
HMBS,0.0361715,0.118869,0.419798,-2.3821
HMCES,0.356586,0.518679,0.763258,-1.31017
HMCN1,0.0425985,0.131549,1.25604,1.25604
HMCN2,0.0684259,0.178831,0.466378,-2.14418
HMG20A,0.135364,0.277614,1.33834,1.33834
HMG20B,0.202316,0.360012,0.877609,-1.13946
HMGA1,0.451553,0.606725,1.14176,1.14176
HMGA1P4,0.210892,0.370228,0.848183,-1.17899
HMGA2,0.00886885,0.0498917,0.602605,-1.65946
HMGB1,0.264699,0.42914,0.766392,-1.30482
HMGB2,0.091753,0.215786,1.44168,1.44168
HMGB3,0.91696,0.949717,0.978238,-1.02225
HMGB4,0.538774,0.679956,1.21555,1.21555
HMGCL,0.247628,0.410893,1.3216,1.3216
HMGCLL1,0.688688,0.798122,1.16654,1.16654
HMGCR,0.00895406,0.0501527,1.39739,1.39739
HMGCS1,0.535656,0.677433,1.1394,1.1394
HMGCS2,0.182007,0.336487,1.14112,1.14112
HMGN1,0.00415231,0.0341698,3.01746,3.01746
HMGN2,0.137249,0.280117,0.683383,-1.46331
HMGN3,0.0219242,0.0869982,0.543036,-1.8415
HMGN3-AS1,0.293137,0.457953,0.67632,-1.47859
HMGN4,0.155787,0.304084,1.35518,1.35518
HMGN5,0.0365256,0.119601,1.6988,1.6988
HMGXB3,0.717599,0.819149,1.11447,1.11447
HMGXB4,0.279932,0.4447,1.26791,1.26791
HMHB1,0.530259,0.673056,1.23367,1.23367
HMMR,0.611283,0.739024,1.08722,1.08722
HMMR-AS1,0.202025,0.359719,0.696683,-1.43537
HMOX1,0.00226216,0.0240967,0.347714,-2.87593
HMOX2,0.000130573,0.00472764,0.496141,-2.01556
HMSD,0.918918,0.950867,0.969741,-1.0312
HMX1,0.246885,0.410108,1.12906,1.12906
HMX2,0.0241022,0.0921333,1.69241,1.69241
HNF1A,0.108387,0.239951,1.16386,1.16386
HNF1A-AS1,0.836651,0.899867,0.984162,-1.01609
HNF1B,0.360549,0.522415,0.831351,-1.20286
HNF4A,0.365466,0.527097,1.30727,1.30727
HNF4A-AS1,0.00171466,0.0205324,0.606716,-1.64822
HNF4G,0.0834556,0.203084,0.720475,-1.38797
HNMT,0.140525,0.284482,0.59124,-1.69136
HNRNPA0,0.00390786,0.0330148,0.351874,-2.84193
HNRNPA1,0.00159563,0.0197386,0.369179,-2.70871
HNRNPA1P48,0.107515,0.238849,1.1633,1.1633
HNRNPA2B1,0.59119,0.723971,0.859035,-1.1641
HNRNPA3,0.157347,0.305878,0.843524,-1.1855
HNRNPAB,0.641866,0.762246,0.941879,-1.06171
HNRNPC,0.601616,0.731854,0.871218,-1.14782
HNRNPCL1,0.66192,0.778247,1.10553,1.10553
HNRNPD,0.757385,0.847039,0.923691,-1.08261
HNRNPDL,0.000124889,0.00462433,0.364565,-2.74299
HNRNPF,0.991827,0.995023,0.997183,-1.00282
HNRNPH1,0.818167,0.88785,0.898849,-1.11253
HNRNPH3,0.166211,0.316855,1.22484,1.22484
HNRNPK,4.63E-05,0.00265615,1.94903,1.94903
HNRNPL,0.00234622,0.0245603,2.1606,2.1606
HNRNPLL,0.00209066,0.0230046,1.93045,1.93045
HNRNPM,0.318661,0.482943,0.878464,-1.13835
HNRNPR,0.00231464,0.0243663,0.452315,-2.21085
HNRNPU,0.0250363,0.0942733,0.618478,-1.61687
HNRNPUL1,0.078896,0.195583,1.32221,1.32221
HNRNPUL2,0.234157,0.396151,1.61849,1.61849
HNRNPUL2-BSCL2,0.334216,0.497733,0.796149,-1.25605
HNRPF,0.0340648,0.114443,0.725499,-1.37836
HOGA1,0.884106,0.930524,0.951283,-1.05121
HOMER1,0.960747,0.97686,0.982926,-1.01737
HOMER2,0.943172,0.966083,1.01312,1.01312
HOMER3,0.986615,0.991681,0.995408,-1.00461
HOMER3-AS1,0.809945,0.882538,0.96313,-1.03828
HOMEZ,0.176886,0.330502,0.727451,-1.37466
HOOK1,0.290963,0.455828,0.73527,-1.36004
HOOK2,0.0210999,0.0848369,1.38569,1.38569
HOOK3,0.0946096,0.220059,1.45678,1.45678
HOPX,0.00462202,0.0362388,0.552803,-1.80896
HORMAD1,2.99E-06,0.00055921,5.62981,5.62981
HORMAD2,0.000907329,0.0142112,2.62632,2.62632
HORMAD2-AS1,0.322635,0.486683,1.16634,1.16634
HOTAIR,0.0717498,0.18421,1.14731,1.14731
HOTAIRM1,0.791257,0.870492,1.08489,1.08489
HOTTIP,0.360294,0.522243,1.08177,1.08177
HOXA-AS2,0.190302,0.346695,0.694965,-1.43892
HOXA-AS3,0.0708576,0.182825,0.804668,-1.24275
HOXA1,0.3519,0.514528,1.40419,1.40419
HOXA10,0.627866,0.751816,0.883621,-1.13171
HOXA10-AS,0.0343607,0.115119,1.4545,1.4545
HOXA11,0.45692,0.611281,0.818185,-1.22222
HOXA11-AS,0.00151404,0.0191386,0.623318,-1.60432
HOXA13,0.626055,0.750449,0.970037,-1.03089
HOXA2,0.445091,0.600927,1.27025,1.27025
HOXA3,0.0197047,0.0814391,1.20217,1.20217
HOXA4,0.109654,0.241947,1.50989,1.50989
HOXA5,0.0966557,0.22297,1.36557,1.36557
HOXA6,0.0237126,0.0912667,0.477366,-2.09483
HOXA7,0.482134,0.632405,0.864889,-1.15622
HOXA9,0.0166428,0.0733367,1.26046,1.26046
HOXB-AS1,0.697678,0.804422,0.943429,-1.05996
HOXB-AS2,0.301581,0.466639,1.21313,1.21313
HOXB-AS3,0.302264,0.467293,1.073,1.073
HOXB-AS4,0.0214303,0.0856522,0.743905,-1.34426
HOXB1,0.819683,0.888954,0.933026,-1.07178
HOXB13,0.868449,0.920399,0.974246,-1.02643
HOXB2,0.45417,0.608843,1.33971,1.33971
HOXB3,0.112619,0.246276,0.68724,-1.45509
HOXB4,0.989132,0.993276,1.00404,1.00404
HOXB5,0.613559,0.74056,0.848841,-1.17808
HOXB6,0.0167835,0.0736903,1.80483,1.80483
HOXB7,0.486853,0.636341,2.01955,2.01955
HOXB8,0.159198,0.308285,0.781507,-1.27958
HOXB9,0.0985675,0.225798,1.50142,1.50142
HOXC-AS1,0.346407,0.5092,1.2516,1.2516
HOXC-AS2,0.459872,0.6134,0.868676,-1.15118
HOXC-AS3,0.626991,0.75119,1.05806,1.05806
HOXC10,0.580505,0.714811,0.936223,-1.06812
HOXC11,0.000987186,0.0148539,0.233757,-4.27794
HOXC12,0.647408,0.766675,1.31137,1.31137
HOXC13,0.371986,0.533053,1.22916,1.22916
HOXC13-AS,0.000271542,0.0072364,0.310327,-3.2224
HOXC4,0.264044,0.428466,1.35405,1.35405
HOXC5,0.16075,0.310111,0.379342,-2.63614
HOXC6,0.00214546,0.0232684,11.6961,11.6961
HOXC8,0.00200362,0.0224358,0.312156,-3.20352
HOXC9,0.663899,0.779838,1.15919,1.15919
HOXD-AS2,0.209901,0.369036,1.38306,1.38306
HOXD1,0.484506,0.634458,1.09123,1.09123
HOXD10,0.00597127,0.0395883,2.52153,2.52153
HOXD11,0.0207399,0.0839713,1.17293,1.17293
HOXD12,0.0125803,0.0618377,0.474675,-2.10671
HOXD13,0.002328,0.0244495,1.9018,1.9018
HOXD3,0.128628,0.268931,1.33463,1.33463
HOXD4,0.035138,0.116721,1.84505,1.84505
HOXD8,0.00415033,0.0341698,1.61282,1.61282
HOXD9,0.00708472,0.0435203,0.437587,-2.28526
HP,0.306164,0.471111,0.665981,-1.50154
HP08474,0.0156621,0.070585,0.552915,-1.8086
HP09053,0.302217,0.467253,1.3382,1.3382
HP1BP3,0.191263,0.347684,0.683285,-1.46352
HPAT5,0.132365,0.273809,0.649921,-1.53865
HPCA,0.816847,0.886832,0.973244,-1.02749
HPCAL1,0.501937,0.649316,0.741426,-1.34875
HPCAL4,0.409681,0.569024,0.92735,-1.07834
HPD,0.550644,0.68966,1.23101,1.23101
HPDL,0.181627,0.3361,0.679802,-1.47102
HPF1,0.0122268,0.060706,0.565007,-1.76989
HPGD,0.118505,0.254962,2.04701,2.04701
HPGDS,0.839835,0.90206,0.938314,-1.06574
HPN,0.193558,0.350392,1.23069,1.23069
HPN-AS1,0.382244,0.542755,0.804064,-1.24368
HPR,0.2689,0.433599,1.7808,1.7808
HPRT1,0.119603,0.256474,0.655227,-1.52619
HPS1,0.0120955,0.0602809,0.803166,-1.24507
HPS3,0.199401,0.35681,0.742822,-1.34622
HPS4,0.746833,0.839588,1.0491,1.0491
HPS5,0.00872753,0.0494355,2.39809,2.39809
HPS6,0.224023,0.385148,0.694197,-1.44051
HPSE,0.960059,0.976485,1.01348,1.01348
HPSE2,0.138794,0.282248,0.614605,-1.62706
HPX,0.250468,0.413883,0.763539,-1.30969
HPYR1,0.0277604,0.100672,0.545542,-1.83304
HR,5.83E-05,0.00299437,0.351119,-2.84804
HRAS,0.135322,0.277563,1.37449,1.37449
HRASLS,0.0111909,0.0572965,1.67151,1.67151
HRASLS2,0.972587,0.983625,0.980552,-1.01983
HRASLS5,0.204603,0.362709,1.15548,1.15548
HRAT17,0.0072985,0.0442692,1.45874,1.45874
HRAT5,0.294804,0.459692,0.802103,-1.24672
HRAT92,0.871492,0.922577,1.07283,1.07283
HRC,0.000153526,0.00514454,0.376677,-2.6548
HRCT1,0.141206,0.285302,1.54248,1.54248
HRG,0.477506,0.628311,1.12894,1.12894
HRH1,0.00475622,0.0368145,2.2788,2.2788
HRH2,0.0334452,0.113237,1.63184,1.63184
HRH3,0.111995,0.245373,1.38895,1.38895
HRH4,0.936087,0.962251,0.977453,-1.02307
HRK,6.39E-05,0.00317071,1.82719,1.82719
HRNR,0.0600596,0.164314,1.17468,1.17468
HS1BP3,0.187988,0.343639,1.39597,1.39597
HS1BP3-IT1,0.0797382,0.197042,1.50841,1.50841
HS2ST1,0.299803,0.464722,1.35003,1.35003
HS3ST1,0.716406,0.818319,0.917146,-1.09034
