Probeset ID,pval_critical_vs_noncritical,adj_pval_critical_vs_noncritical,ratio_critical_vs_noncritical,FC_critical_vs_noncritical
DOCK9-DT,1.69E-06,1.68E-05,0.515585,-1.93954
DOHH,0.0069972,0.016217,0.784927,-1.274
DOK1,0.00111399,0.00343836,1.21949,1.21949
DOK2,0.000401543,0.00146417,0.716956,-1.39479
DOK3,5.81E-07,7.32E-06,1.94467,1.94467
DOK4,0.00256134,0.00693607,1.49451,1.49451
DOK6,0.0200428,0.0398472,1.76333,1.76333
DOK7,0.0288891,0.0541892,0.692137,-1.4448
DOLK,1.48E-06,1.52E-05,0.704777,-1.41889
DOLPP1,0.000559858,0.00193493,0.817631,-1.22305
DONSON,0.663422,0.729947,1.03259,1.03259
DOP1A,0.00133419,0.00399284,0.815011,-1.22698
DOP1B,0.0198009,0.0394481,1.1847,1.1847
DOT1L,0.792278,0.838601,0.975694,-1.02491
DPAGT1,0.0169623,0.0346231,0.848789,-1.17815
DPCD,0.984828,0.98861,1.00426,1.00426
DPEP2,0.101713,0.155121,0.839567,-1.19109
DPEP3,0.0158093,0.0326498,0.652851,-1.53174
DPF2,0.652815,0.720371,0.974518,-1.02615
DPF3,0.286062,0.368149,0.889084,-1.12475
DPH1,1.31E-06,1.38E-05,0.639474,-1.56379
DPH2,0.000416545,0.00150969,0.765341,-1.30661
DPH3,2.54E-07,3.90E-06,1.56929,1.56929
DPH5,0.347387,0.431913,0.919799,-1.08719
DPH6,3.08E-06,2.71E-05,0.600447,-1.66543
DPH7,7.90E-08,1.62E-06,0.717853,-1.39304
DPM1,0.00397869,0.0100379,1.42321,1.42321
DPM2,0.174517,0.244876,0.766483,-1.30466
DPM3,0.367761,0.452778,1.08022,1.08022
DPP3,0.115281,0.172412,0.906098,-1.10363
DPP4,0.000119161,0.000535255,0.613748,-1.62933
DPP7,2.81E-09,1.55E-07,0.599696,-1.66751
DPP8,0.000219366,0.000882364,1.14357,1.14357
DPP9,0.158956,0.226558,0.889044,-1.1248
DPPA4,0.0589853,0.098401,1.37399,1.37399
DPRXP4,0.0261421,0.0497506,1.36343,1.36343
DPY19L1,0.00990528,0.0218775,1.22003,1.22003
DPY19L1P1,0.0848078,0.133111,1.34628,1.34628
DPY19L2,0.742747,0.797609,0.949643,-1.05303
DPY19L2P2,8.48E-05,0.000402604,0.686622,-1.45641
DPY19L3,1.79E-05,0.000112537,1.60593,1.60593
DPY19L3-DT,0.309997,0.393422,1.13079,1.13079
DPY19L4,0.00750432,0.0172587,0.781846,-1.27902
DPY30,0.0636527,0.104985,1.23209,1.23209
DPYD,0.000240438,0.000953396,1.37353,1.37353
DPYSL2,0.055887,0.0941427,0.846911,-1.18076
DR1,1.65E-06,1.65E-05,1.30354,1.30354
DRAM1,1.74E-11,6.12E-09,2.56268,2.56268
DRAM2,0.00977095,0.0216273,1.19912,1.19912
DRAP1,3.76E-05,0.000205548,1.38816,1.38816
DRAXIN,0.0651551,0.106984,1.22507,1.22507
DRG1,0.439048,0.522553,0.967728,-1.03335
DRG2,1.52E-05,9.87E-05,0.756147,-1.32249
DROSHA,0.00961603,0.0213271,0.82897,-1.20632
DSC1,2.69E-06,2.44E-05,0.337708,-2.96114
DSC2,6.23E-05,0.000311257,2.42634,2.42634
DSCC1,0.446378,0.529851,0.8816,-1.1343
DSE,2.36E-08,6.66E-07,1.81991,1.81991
DSEL,0.0404053,0.0717108,0.741714,-1.34823
DSN1,0.00550745,0.0132293,0.824001,-1.21359
DSP,0.568299,0.645137,1.21837,1.21837
DST,4.37E-05,0.000231717,0.633203,-1.57927
DSTN,0.0422508,0.0743891,0.845025,-1.1834
DSTNP2,0.320342,0.404231,1.0851,1.0851
DSTYK,0.69032,0.752514,0.98451,-1.01573
DTD1,4.02E-05,0.00021677,0.772641,-1.29426
DTD2,0.00119091,0.00363378,0.779376,-1.28308
DTHD1,6.20E-05,0.000310405,0.463741,-2.15638
DTL,0.458746,0.542316,0.899893,-1.11124
DTNB,0.936644,0.951875,0.993586,-1.00645
DTNBP1,0.00224507,0.00618923,1.3022,1.3022
DTWD1,0.0157099,0.0324773,0.855092,-1.16946
DTWD2,0.0512453,0.0874096,0.859912,-1.16291
DTX1,0.00394644,0.00996945,0.696301,-1.43616
DTX2,0.0427941,0.0752444,1.25908,1.25908
DTX2P1-UPK3BP1-PMS2P11,0.264131,0.344677,1.11794,1.11794
DTX3,0.000199661,0.000814857,0.587842,-1.70114
DTX3L,1.98E-05,0.000121496,1.83092,1.83092
DTX4,0.213495,0.289562,0.884847,-1.13014
DTYMK,0.0575759,0.0965126,0.848201,-1.17897
DUBR,0.272787,0.353661,0.872087,-1.14667
DUS1L,3.89E-06,3.26E-05,0.782259,-1.27835
DUS2,0.326986,0.410919,0.926895,-1.07887
DUS3L,2.83E-08,7.65E-07,0.668672,-1.4955
DUS4L,0.0106042,0.0232425,0.846796,-1.18092
DUSP1,0.000863338,0.00276939,1.6078,1.6078
DUSP10,2.55E-06,2.34E-05,0.716708,-1.39527
DUSP11,0.272121,0.353084,1.0352,1.0352
DUSP12,0.433652,0.517374,0.958686,-1.04309
DUSP13,1.11E-08,3.87E-07,3.65246,3.65246
DUSP14,0.000978519,0.0030737,0.714702,-1.39919
DUSP16,0.0641731,0.105661,1.15491,1.15491
DUSP18,0.00943963,0.0209942,1.25185,1.25185
DUSP19,0.450925,0.534344,1.06391,1.06391
DUSP2,9.52E-06,6.73E-05,0.579434,-1.72582
DUSP22,0.22769,0.305044,1.0628,1.0628
DUSP23,0.583438,0.658631,1.0362,1.0362
DUSP28,0.00432285,0.0107559,1.18384,1.18384
DUSP3,2.70E-06,2.44E-05,1.6532,1.6532
DUSP4,0.000451238,0.00160905,0.619088,-1.61528
DUSP5,0.216214,0.292367,0.833265,-1.2001
DUSP6,0.922002,0.940691,0.990731,-1.00936
DUSP7,1.02E-05,7.13E-05,0.719001,-1.39082
DUSP8P5,0.0398313,0.0708408,0.73946,-1.35234
DUT,0.0990445,0.151647,0.875339,-1.14242
DUX4L50,0.567857,0.644737,1.07297,1.07297
DVL1,0.000962207,0.00303107,0.834572,-1.19822
DVL2,0.357844,0.442427,0.921686,-1.08497
DVL3,0.117944,0.175772,1.13022,1.13022
DXO,0.198691,0.27257,0.921797,-1.08484
DYM,0.484647,0.567012,1.02756,1.02756
DYNC1H1,0.000129976,0.000573795,0.743269,-1.34541
DYNC1I1,0.252875,0.332251,1.26307,1.26307
DYNC1I2,0.268934,0.349486,1.07129,1.07129
DYNC1LI1,0.000182641,0.000758973,1.27602,1.27602
DYNC1LI2,0.000201052,0.000819372,1.22319,1.22319
DYNC2H1,4.21E-08,1.03E-06,0.523689,-1.90953
DYNC2I1,1.86E-05,0.000115811,0.712519,-1.40347
DYNC2I2,0.0127074,0.0271163,0.766252,-1.30505
DYNC2LI1,0.585254,0.660161,1.06939,1.06939
DYNLL1,0.198714,0.272575,1.14386,1.14386
DYNLL2,0.443018,0.526668,0.960798,-1.0408
DYNLRB1,0.104535,0.158836,1.12786,1.12786
DYNLT1,2.13E-09,1.31E-07,1.93551,1.93551
DYNLT2,0.0276625,0.0522361,0.795764,-1.25665
DYNLT2B,0.676422,0.740849,1.0472,1.0472
DYNLT3,0.133449,0.194819,1.22602,1.22602
DYNLT5,2.75E-06,2.47E-05,3.0998,3.0998
DYRK1A,7.37E-07,8.84E-06,1.27176,1.27176
DYRK1B,0.127614,0.187636,0.874917,-1.14297
DYRK2,4.18E-05,0.000224135,0.653087,-1.53119
DYRK3,0.0151829,0.0315465,1.73348,1.73348
DYRK4,0.0726938,0.11701,0.87683,-1.14047
DYSF,3.69E-08,9.38E-07,2.64742,2.64742
DYTN,0.0485756,0.0837301,1.49609,1.49609
DZANK1,1.25E-05,8.39E-05,0.672846,-1.48622
DZIP1L,0.0880945,0.137623,1.49217,1.49217
DZIP3,0.00718813,0.016614,0.743034,-1.34583
E2F1,0.00996701,0.0219868,1.62563,1.62563
E2F2,0.427491,0.511424,1.12779,1.12779
E2F3,1.85E-06,1.81E-05,1.59366,1.59366
E2F3-IT1,0.0177516,0.0359281,1.45415,1.45415
E2F4,0.815923,0.858257,1.01384,1.01384
E2F5,0.0255939,0.0488886,0.748856,-1.33537
E2F6,0.859776,0.893659,1.00939,1.00939
E2F7,0.417544,0.501779,0.872323,-1.14636
E2F8,0.448246,0.531651,1.15639,1.15639
E4F1,0.000148689,0.000641627,0.847601,-1.1798
EAF1,4.48E-07,6.02E-06,1.30515,1.30515
EAF2,0.237424,0.315264,1.1456,1.1456
EAPP,0.0193452,0.0386668,1.19132,1.19132
EARS2,1.11E-06,1.22E-05,0.656422,-1.52341
EBAG9,0.0104595,0.0229673,0.820531,-1.21872
EBF1,0.010401,0.0228565,0.618725,-1.61623
EBLN2,3.72E-07,5.25E-06,1.67524,1.67524
EBLN3P,0.474739,0.557508,0.969509,-1.03145
EBNA1BP2,0.00870408,0.0195855,0.836801,-1.19503
EBP,0.00157365,0.00459004,0.789994,-1.26583
EBPL,0.000205349,0.000834391,1.35967,1.35967
ECD,0.149859,0.215408,0.963146,-1.03826
ECE1,1.65E-05,0.00010506,1.69109,1.69109
ECE1-AS1,0.443728,0.527337,1.08985,1.08985
ECE2,0.00644269,0.0151097,0.783816,-1.27581
ECH1,0.000707447,0.00235305,0.810712,-1.23348
ECHDC1,0.875911,0.905757,0.982732,-1.01757
ECHDC2,4.59E-05,0.000241674,0.642584,-1.55622
ECHDC3,0.767218,0.817797,1.06096,1.06096
ECHS1,3.41E-06,2.94E-05,0.736524,-1.35773
ECI1,0.000113747,0.000516259,0.815207,-1.22668
ECI2,1.00E-08,3.55E-07,0.681632,-1.46707
ECPAS,6.95E-05,0.000340485,1.1938,1.1938
ECSIT,0.648588,0.716422,0.947213,-1.05573
ECT2,0.0823051,0.129863,1.21604,1.21604
EDA,0.277488,0.35885,0.825007,-1.21211
EDAR,4.60E-05,0.000241955,0.460357,-2.17223
EDARADD,3.34E-05,0.000186855,0.546867,-1.8286
EDC3,0.0880686,0.137598,0.889687,-1.12399
EDC4,0.0934511,0.144205,0.870918,-1.14821
EDEM1,0.518637,0.598945,0.956637,-1.04533
EDEM2,2.85E-06,2.54E-05,1.46576,1.46576
EDEM3,1.41E-07,2.52E-06,1.42912,1.42912
EDF1,0.0202539,0.0401669,0.870393,-1.14891
EDNRB,8.52E-08,1.71E-06,3.2725,3.2725
EDRF1,0.506107,0.587269,0.975635,-1.02497
EEA1,0.346968,0.431467,1.06647,1.06647
EED,0.566552,0.643459,0.967203,-1.03391
EEF1A1,0.0691142,0.112305,0.800032,-1.24995
EEF1A1P10,0.546256,0.624901,0.933835,-1.07085
EEF1A1P11,0.0611256,0.101434,0.803851,-1.24401
EEF1A1P3,0.13976,0.202655,1.13287,1.13287
EEF1A1P30,0.00167053,0.00483825,0.676791,-1.47756
EEF1A1P5,2.70E-05,0.000156743,1.7834,1.7834
EEF1A1P6,0.00208442,0.00580986,1.48752,1.48752
EEF1AKMT1,0.00451232,0.0111635,0.802713,-1.24577
EEF1AKMT2,0.024034,0.0463028,0.839314,-1.19145
EEF1AKMT3,0.000385945,0.00141375,0.666127,-1.50121
EEF1AKNMT,2.55E-08,7.10E-07,0.746344,-1.33986
EEF1B2,0.322284,0.406217,0.864811,-1.15632
EEF1D,0.32656,0.410492,0.931726,-1.07328
EEF1DP2,0.194573,0.268149,0.87381,-1.14441
EEF1DP3,0.417623,0.501789,1.11054,1.11054
EEF1DP7,0.436814,0.520239,1.08056,1.08056
EEF1E1,0.268891,0.349464,1.18297,1.18297
EEF1G,0.00259541,0.0070138,0.723457,-1.38225
EEF2,7.32E-09,2.87E-07,0.588046,-1.70055
EEF2K,6.64E-05,0.00032741,0.643621,-1.55371
EEF2KMT,2.96E-05,0.000169463,0.717129,-1.39445
EEFSEC,6.80E-06,5.13E-05,0.697351,-1.434
EEPD1,0.666083,0.732091,0.952294,-1.0501
EFCAB11,0.416285,0.500391,0.94368,-1.05968
EFCAB12,6.80E-05,0.000334683,1.74886,1.74886
EFCAB13,0.98184,0.9863,0.996796,-1.00321
EFCAB14,0.269712,0.350377,0.959148,-1.04259
EFCAB2,6.65E-06,5.04E-05,1.92333,1.92333
EFCAB5,0.893138,0.919164,0.984941,-1.01529
EFCAB6-DT,0.00135277,0.00404257,0.73297,-1.36431
EFCAB7,0.988348,0.991522,1.00125,1.00125
EFCAB8,0.108929,0.1644,1.30988,1.30988
EFEMP2,0.0019406,0.00548234,1.39126,1.39126
EFHC1,4.32E-05,0.000229673,0.739059,-1.35307
EFHC2,0.672106,0.737188,0.936216,-1.06813
EFHD2,3.32E-05,0.000185907,1.47014,1.47014
EFL1,0.00139354,0.00414715,0.811311,-1.23257
EFNA1,0.188603,0.261273,1.28831,1.28831
EFNA4,0.0880133,0.137526,1.12257,1.12257
EFNB1,0.0823537,0.129883,0.829145,-1.20606
EFR3A,0.00259602,0.00701414,1.16533,1.16533
EFTUD2,0.00524871,0.0126948,0.851364,-1.17459
EGF,0.00349109,0.0089914,1.96277,1.96277
EGFL7,5.30E-06,4.21E-05,2.47318,2.47318
EGLN1,6.99E-07,8.51E-06,1.72312,1.72312
EGLN2,0.585036,0.66,1.03114,1.03114
EGLN3,0.466614,0.549898,1.11663,1.11663
EHBP1,0.0143607,0.03013,0.878073,-1.13886
EHBP1L1,0.000370358,0.00136534,1.34387,1.34387
EHD1,0.00270995,0.00727709,1.33513,1.33513
EHD3,0.841102,0.879017,1.03245,1.03245
EHD4,0.0607378,0.100883,0.874758,-1.14317
EHHADH,0.0592648,0.0987449,0.875602,-1.14207
EHMT1,1.10E-07,2.09E-06,0.765733,-1.30594
EHMT2,5.82E-07,7.32E-06,0.645067,-1.55023
EI24,8.76E-05,0.000413973,0.808808,-1.23639
EID1,0.436584,0.520095,0.926267,-1.0796
EID2,0.0630452,0.104114,0.897605,-1.11408
EID2B,0.0444994,0.0776632,0.855067,-1.1695
EID3,0.00734692,0.0169401,1.17639,1.17639
EIF1,9.71E-05,0.000451447,1.37589,1.37589
EIF1AD,0.0397641,0.0707475,0.917059,-1.09044
EIF1AX,0.153658,0.220141,0.869331,-1.15031
EIF1AY,0.164214,0.232967,2.6607,2.6607
EIF1B,1.93E-06,1.87E-05,1.51093,1.51093
EIF1B-AS1,3.51E-05,0.00019451,1.73445,1.73445
EIF2A,0.387276,0.472074,0.920312,-1.08659
EIF2AK1,0.0827801,0.130396,1.32214,1.32214
EIF2AK2,2.41E-06,2.24E-05,2.51051,2.51051
EIF2AK3,8.85E-06,6.35E-05,0.68717,-1.45524
EIF2AK3-DT,0.000116576,0.000526606,0.664173,-1.50563
EIF2AK4,0.0092579,0.0206635,0.850723,-1.17547
EIF2B1,1.51E-06,1.54E-05,0.799442,-1.25087
EIF2B2,0.0479335,0.082822,0.929483,-1.07587
EIF2B3,0.0155781,0.0322141,0.841163,-1.18883
EIF2B4,0.000927364,0.00293805,0.880206,-1.1361
EIF2B5,7.25E-09,2.86E-07,0.77128,-1.29655
EIF2D,3.39E-05,0.000189031,0.780457,-1.2813
EIF2S1,0.593067,0.667247,0.965587,-1.03564
EIF2S2,0.078978,0.125467,1.12817,1.12817
EIF2S2P3,0.0087652,0.0197015,1.58928,1.58928
EIF2S3,0.00282982,0.00753813,0.829645,-1.20534
EIF2S3B,0.000579675,0.00199288,2.32501,2.32501
EIF3A,2.83E-06,2.53E-05,0.811017,-1.23302
EIF3B,1.77E-05,0.000111372,0.70217,-1.42416
EIF3C,4.39E-05,0.000232254,0.666328,-1.50076
EIF3CL,4.03E-06,3.36E-05,0.650651,-1.53692
EIF3D,0.0065333,0.0152889,0.873283,-1.1451
EIF3E,0.387461,0.472181,0.891405,-1.12183
EIF3F,2.75E-08,7.49E-07,0.675986,-1.47932
EIF3FP3,0.256991,0.336367,0.828133,-1.20754
EIF3G,9.18E-06,6.54E-05,0.784773,-1.27425
EIF3H,0.00136413,0.00407227,0.807578,-1.23827
EIF3I,0.00242098,0.006592,0.837747,-1.19368
EIF3J,0.905578,0.92851,0.989836,-1.01027
EIF3J-DT,0.687484,0.749992,0.980203,-1.0202
EIF3K,0.000369556,0.0013631,0.791006,-1.26421
EIF3L,4.29E-05,0.000228562,0.666268,-1.5009
EIF3M,0.0273305,0.0516769,0.858967,-1.16419
EIF4A1,0.043957,0.0769034,0.892883,-1.11997
EIF4A2,0.887387,0.914818,0.990313,-1.00978
EIF4A3,0.0992956,0.152,0.915872,-1.09186
EIF4B,2.67E-05,0.000155677,0.715639,-1.39735
EIF4BP6,0.682536,0.746066,1.04807,1.04807
EIF4E,0.000603948,0.0020635,1.21918,1.21918
EIF4E2,0.366765,0.451786,0.963654,-1.03772
EIF4E3,6.12E-11,1.24E-08,1.96475,1.96475
EIF4EBP1,0.0819983,0.129515,0.82937,-1.20574
EIF4EBP2,0.963555,0.972923,0.995955,-1.00406
EIF4EBP3,0.0690515,0.112215,0.794183,-1.25916
EIF4ENIF1,0.000915108,0.00290691,0.874824,-1.14309
EIF4G1,0.668681,0.73444,0.964395,-1.03692
EIF4G2,1.50E-09,1.01E-07,1.30295,1.30295
EIF4G3,2.59E-07,3.96E-06,1.55725,1.55725
EIF4H,0.30581,0.388966,0.955816,-1.04623
EIF5,0.00591636,0.0140704,1.15258,1.15258
EIF5A,0.0698218,0.113173,0.898092,-1.11347
EIF5A2,0.30663,0.389838,0.910752,-1.09799
EIF5B,0.00122688,0.00372363,0.791471,-1.26347
EIF6,0.666581,0.732414,0.97141,-1.02943
EIPR1,0.00150816,0.00443682,0.880922,-1.13517
EIPR1-IT1,0.0404816,0.0717842,0.747346,-1.33807
ELAC1,0.000450195,0.00160694,0.765122,-1.30698
ELAC2,7.69E-10,6.66E-08,0.709081,-1.41028
ELANE,0.0263291,0.0500601,2.08795,2.08795
ELAPOR1,0.110518,0.16657,0.703907,-1.42064
ELAPOR2,0.00408499,0.0102689,0.630584,-1.58583
ELAVL1,0.00967414,0.0214427,0.861598,-1.16063
ELF1,0.00178809,0.00512401,1.25582,1.25582
ELF2,2.07E-07,3.33E-06,1.42633,1.42633
ELF4,0.00117541,0.00359857,1.45152,1.45152
ELK1,0.374181,0.459463,0.941053,-1.06264
ELK3,0.623271,0.69465,1.03347,1.03347
ELK4,0.010206,0.0224794,0.840364,-1.18996
ELL,0.0412567,0.0728889,1.19055,1.19055
ELL2,0.00313504,0.00822769,1.37434,1.37434
ELL3,0.750522,0.803875,0.965805,-1.03541
ELMO1,0.366392,0.451364,0.949714,-1.05295
ELMO2,0.00226894,0.00624905,1.41966,1.41966
ELMO3,0.00674144,0.0157222,1.2348,1.2348
ELMOD2,0.0224674,0.0437419,1.24809,1.24809
ELMOD3,0.000277262,0.00107451,1.19611,1.19611
ELOA,0.128197,0.188339,0.929847,-1.07545
ELOA-AS1,0.822616,0.863906,0.981429,-1.01892
ELOB,0.329679,0.413653,1.15005,1.15005
ELOC,0.000210859,0.000853531,1.33268,1.33268
ELOCP19,0.150354,0.216011,1.12428,1.12428
ELOF1,0.488346,0.570736,0.910217,-1.09864
ELOVL1,0.0927873,0.143427,1.09847,1.09847
ELOVL3,0.0724123,0.116662,1.32849,1.32849
ELOVL4,0.00775137,0.0177361,0.642139,-1.5573
ELOVL5,0.0069493,0.0161242,1.22214,1.22214
ELOVL6,0.00631018,0.0148741,0.702201,-1.42409
ELOVL7,0.0203173,0.0402468,1.54675,1.54675
ELP1,1.22E-06,1.31E-05,0.781257,-1.27999
ELP2,2.04E-06,1.96E-05,0.721791,-1.38544
ELP3,3.75E-06,3.16E-05,0.722748,-1.38361
ELP4,0.000567481,0.00195893,0.797493,-1.25393
ELP5,4.26E-09,1.97E-07,0.762497,-1.31148
ELP6,8.15E-06,5.92E-05,0.780587,-1.28109
EMB,9.10E-09,3.34E-07,1.85885,1.85885
EMBP1,0.834108,0.873295,1.0228,1.0228
EMC1,0.00696388,0.0161554,0.787403,-1.27
EMC10,0.000123777,0.000550658,0.826799,-1.20948
EMC2,0.00142264,0.0042183,1.33746,1.33746
EMC3,0.140308,0.203285,1.25317,1.25317
EMC3-AS1,0.0234959,0.0453938,0.769515,-1.29952
EMC4,0.288023,0.370142,0.951533,-1.05094
EMC6,0.000474,0.00167608,1.18554,1.18554
EMC7,0.0160538,0.0330977,1.13838,1.13838
EMC8,0.214133,0.290173,1.06708,1.06708
EMC9,0.382853,0.46767,0.936145,-1.06821
EMD,0.0161845,0.0333098,0.821769,-1.21689
EME1,0.527945,0.607678,0.910821,-1.09791
EME2,0.727548,0.784176,0.972596,-1.02818
EMG1,2.60E-05,0.000151942,0.757938,-1.31937
EMID1,0.327558,0.411531,1.24673,1.24673
EMILIN1,0.00719933,0.0166372,1.4297,1.4297
EMILIN2,1.33E-06,1.39E-05,1.93718,1.93718
EML2,0.404929,0.489403,1.05062,1.05062
EML2-AS1,0.0519324,0.0884136,0.721671,-1.38567
EML3,0.0397073,0.070664,0.837293,-1.19433
EML4,0.755715,0.808233,0.983739,-1.01653
EML5,0.00467406,0.0115043,0.720042,-1.38881
EML6,0.000914905,0.00290691,0.682866,-1.46442
EMP1,0.000538678,0.00187118,1.81241,1.81241
EMP3,0.792985,0.839226,0.98208,-1.01825
EMSY,3.62E-05,0.000199186,1.16463,1.16463
ENC1,0.0476555,0.0824532,0.737612,-1.35573
ENDOD1,0.54933,0.627519,1.08479,1.08479
ENDOG,0.000112215,0.000510114,0.733755,-1.36285
ENDOV,0.000212937,0.000860006,0.771547,-1.2961
ENGASE,4.76E-07,6.28E-06,0.611053,-1.63652
ENKD1,0.881288,0.909789,0.989031,-1.01109
ENKUR,0.114469,0.171489,0.719868,-1.38914
ENO1,0.0428389,0.0753046,1.16911,1.16911
ENO2,0.579691,0.655224,1.08466,1.08466
ENO3,0.058161,0.0972779,0.842101,-1.18751
ENOPH1,0.00159365,0.00464257,0.79331,-1.26054
ENOSF1,2.67E-06,2.42E-05,0.637348,-1.569
ENOX2,3.10E-06,2.72E-05,0.786691,-1.27115
ENPP2,0.770988,0.82072,1.04588,1.04588
ENPP4,0.857424,0.89186,0.978506,-1.02197
ENPP5,0.000455411,0.00162152,0.531953,-1.87987
ENSA,0.0141949,0.0298256,1.1717,1.1717
ENTPD1,2.47E-06,2.29E-05,1.6328,1.6328
ENTPD1-AS1,0.00670161,0.0156404,0.860106,-1.16265
ENTPD4,0.0259291,0.0494238,1.08726,1.08726
ENTPD5,0.946311,0.959597,0.991672,-1.0084
ENTPD6,0.000512512,0.00179198,0.77994,-1.28215
ENTPD7,4.83E-05,0.000251022,1.7801,1.7801
ENTR1,0.000115309,0.000521702,0.79984,-1.25025
ENY2,0.165141,0.234005,1.12289,1.12289
EOGT,0.502597,0.583926,1.03259,1.03259
EOLA1,0.335338,0.419487,1.0401,1.0401
EOLA2,0.000112349,0.000510399,0.863717,-1.15779
EOMES,1.34E-06,1.40E-05,0.45651,-2.19053
EP300,0.000323658,0.0012224,1.34587,1.34587
EP400,0.0749423,0.119985,0.795117,-1.25768
EP400P1,0.0010507,0.0032697,0.720356,-1.3882
EPAS1,6.76E-05,0.000332928,1.93779,1.93779
EPB41,0.476965,0.559677,0.85459,-1.17015
EPB41L2,9.72E-07,1.11E-05,0.625427,-1.59891
EPB41L3,0.493953,0.576165,0.927021,-1.07872
EPB41L4A,0.101469,0.154848,0.82,-1.21951
EPB41L4A-AS1,0.000583669,0.00200565,0.748383,-1.33622
EPB41L4B,0.000666045,0.00224104,3.6828,3.6828
EPB41L5,0.00379641,0.00965664,1.20899,1.20899
EPB42,0.281401,0.362963,0.674348,-1.48291
EPC1,0.000877928,0.00280742,1.13017,1.13017
EPC2,3.47E-09,1.78E-07,1.29463,1.29463
EPDR1,0.141059,0.204236,1.17292,1.17292
EPG5,0.00471491,0.011591,1.25387,1.25387
EPHA1,1.64E-05,0.000104727,0.574418,-1.74089
EPHA1-AS1,0.0363044,0.0654407,0.789113,-1.26725
EPHA4,4.62E-06,3.72E-05,0.573346,-1.74415
EPHB1,0.497251,0.579119,1.08588,1.08588
EPHB2,0.530986,0.610737,0.890653,-1.12277
EPHB4,0.0620026,0.102629,1.35814,1.35814
EPHB6,0.350529,0.435255,0.91463,-1.09334
EPHX2,1.26E-06,1.35E-05,0.540721,-1.84938
EPM2A,0.00414152,0.0103841,0.805124,-1.24204
EPM2AIP1,0.588695,0.663367,1.03636,1.03636
EPN1,0.040369,0.071664,1.20051,1.20051
EPN2,0.000295522,0.00113065,0.668148,-1.49667
EPOR,0.140149,0.203074,1.22356,1.22356
EPPK1,0.304544,0.387562,0.842469,-1.18699
EPRS1,0.00060136,0.0020571,0.780222,-1.28169
EPS15,0.000144352,0.000626672,1.18147,1.18147
EPS15L1,0.475659,0.558361,1.0747,1.0747
EPS8,0.00191564,0.00542462,0.602922,-1.65859
EPS8L1,0.0139557,0.0294309,0.763739,-1.30935
EPS8L2,0.0120092,0.0257949,0.826836,-1.20943
EPSTI1,0.000721105,0.00239049,2.08286,2.08286
ERAL1,8.26E-05,0.000393482,0.7989,-1.25172
ERAP1,0.0334049,0.0612296,0.882331,-1.13336
ERAP2,0.345538,0.430023,0.83665,-1.19524
ERBB2,2.14E-08,6.20E-07,0.342541,-2.91936
ERBIN,1.81E-06,1.78E-05,1.31702,1.31702
ERBIN-DT,0.028969,0.0542824,1.29717,1.29717
ERC1,0.169826,0.239345,0.912291,-1.09614
ERCC1,1.39E-06,1.45E-05,0.732032,-1.36606
ERCC2,1.32E-08,4.38E-07,0.657501,-1.52091
ERCC3,2.69E-05,0.000156528,0.8636,-1.15794
ERCC4,0.0241846,0.0465429,0.909792,-1.09915
ERCC5,6.16E-05,0.000309076,0.84449,-1.18415
ERCC6,0.00122016,0.00370638,0.834384,-1.19849
ERCC6L,0.589462,0.663762,0.928601,-1.07689
ERCC6L2,0.64231,0.710689,1.02952,1.02952
ERCC8,0.38889,0.47352,0.923911,-1.08236
EREG,0.133661,0.195109,1.2653,1.2653
ERF,0.437833,0.521237,1.07498,1.07498
ERFE,2.04E-05,0.000124675,4.42052,4.42052
ERG,0.000945415,0.00298668,2.3247,2.3247
ERG28,7.78E-05,0.000375214,0.783651,-1.27608
ERGIC1,0.167115,0.236265,1.17006,1.17006
ERGIC2,0.00237482,0.0064909,1.41315,1.41315
ERGIC3,0.0698413,0.113185,0.887665,-1.12655
ERH,0.116296,0.17364,1.2137,1.2137
ERI1,9.44E-05,0.000440203,1.59292,1.59292
ERI2,0.378123,0.462999,1.0779,1.0779
ERI3,0.00325928,0.00849328,0.809772,-1.23492
ERICH1,0.969089,0.977316,0.996976,-1.00303
ERLEC1,0.3937,0.478566,0.922089,-1.08449
ERLIN1,3.07E-05,0.000174847,1.73809,1.73809
ERLIN2,0.0167894,0.0343482,1.16451,1.16451
ERMAP,0.0140255,0.0295345,1.33081,1.33081
ERMARD,0.00225786,0.00622329,0.830432,-1.20419
ERMN,0.0154626,0.0320305,0.723653,-1.38188
ERMP1,1.86E-07,3.09E-06,0.726581,-1.37631
ERN1,0.503996,0.58522,0.93654,-1.06776
ERO1A,7.41E-07,8.89E-06,1.52545,1.52545
ERO1B,0.000633524,0.00214858,1.22085,1.22085
ERP27,0.440843,0.524516,0.93337,-1.07139
ERP29,0.295948,0.378197,1.09859,1.09859
ERP44,2.48E-05,0.000145922,1.25208,1.25208
ERRFI1,0.581304,0.656632,0.942145,-1.06141
ERV3-1,0.00161634,0.00469929,1.4293,1.4293
ERVK13-1,1.79E-05,0.000112498,0.686208,-1.45728
ERVK3-1,0.00362069,0.00927202,0.88709,-1.12728
ESAM,0.00640283,0.0150394,1.87427,1.87427
ESCO1,0.380312,0.465045,1.09972,1.09972
ESCO2,0.958836,0.969356,1.00847,1.00847
ESD,0.446845,0.530253,1.04242,1.04242
