Probeset ID,pval_critical_vs_noncritical,adj_pval_critical_vs_noncritical,ratio_critical_vs_noncritical,FC_critical_vs_noncritical
SLC2A3P1,0.000905944,0.00288309,0.247784,-4.03578
SLC2A3P2,0.695139,0.756391,1.06524,1.06524
SLC2A4RG,4.42E-09,2.03E-07,0.616779,-1.62133
SLC2A5,0.79601,0.841622,0.952523,-1.04984
SLC2A6,0.494211,0.576419,0.91728,-1.09018
SLC2A8,0.00479985,0.0117615,0.790887,-1.2644
SLC2A9,0.234205,0.31194,0.886943,-1.12747
SLC30A1,1.61E-05,0.000103356,1.51191,1.51191
SLC30A4,0.000320473,0.00121319,0.673596,-1.48457
SLC30A5,0.0914578,0.141585,0.9222,-1.08436
SLC30A6,0.166515,0.235579,1.06942,1.06942
SLC30A7,0.00155067,0.00453767,1.13045,1.13045
SLC30A9,0.852861,0.887906,1.013,1.013
SLC31A1,0.487764,0.570149,1.07179,1.07179
SLC31A2,0.0108441,0.0236996,1.3777,1.3777
SLC33A1,0.0122405,0.0262331,0.900517,-1.11047
SLC35A1,0.000956142,0.00301527,1.52833,1.52833
SLC35A2,0.72536,0.782757,1.0205,1.0205
SLC35A3,0.0495841,0.085152,0.888642,-1.12531
SLC35A4,0.251263,0.330404,0.912016,-1.09647
SLC35A5,1.44E-07,2.55E-06,1.43134,1.43134
SLC35B1,0.840369,0.878315,0.98769,-1.01246
SLC35B2,0.000906552,0.00288419,0.854745,-1.16994
SLC35B3,0.00028494,0.00109864,1.27347,1.27347
SLC35B4,0.000923868,0.00292826,0.863613,-1.15793
SLC35C1,0.165483,0.234395,0.901074,-1.10979
SLC35C2,0.174377,0.244703,0.93924,-1.06469
SLC35D1,0.000249436,0.000982669,0.854989,-1.16961
SLC35D2,0.610632,0.683052,1.04176,1.04176
SLC35D3,0.101585,0.155009,1.46784,1.46784
SLC35E1,0.339885,0.424347,1.07013,1.07013
SLC35E2A,0.0913125,0.141439,0.861183,-1.16119
SLC35E2B,0.46785,0.550994,1.06128,1.06128
SLC35E3,0.53001,0.60986,1.05788,1.05788
SLC35E4,0.615813,0.687882,1.04448,1.04448
SLC35F2,0.000428283,0.00154212,0.663593,-1.50695
SLC35F3,0.0022129,0.00612051,0.524566,-1.90634
SLC35F5,4.87E-07,6.38E-06,1.2995,1.2995
SLC35F6,0.0871953,0.136393,1.14209,1.14209
SLC35G1,0.00217211,0.00602042,0.782058,-1.27868
SLC36A1,0.000399116,0.0014568,1.55655,1.55655
SLC36A4,0.0189785,0.0380311,1.27771,1.27771
SLC37A1,0.899131,0.923877,0.989388,-1.01073
SLC37A2,0.00825649,0.0187368,0.682701,-1.46477
SLC37A3,2.89E-10,3.49E-08,2.72037,2.72037
SLC37A4,5.91E-05,0.000297731,0.79658,-1.25537
SLC38A1,4.22E-07,5.76E-06,0.6476,-1.54416
SLC38A10,0.536848,0.615953,1.04994,1.04994
SLC38A11,0.264488,0.34508,0.764027,-1.30885
SLC38A2,2.48E-10,3.19E-08,1.76754,1.76754
SLC38A5,0.747366,0.80151,0.954866,-1.04727
SLC38A6,0.0636699,0.104996,0.849659,-1.17694
SLC38A7,0.0353802,0.0641548,0.836498,-1.19546
SLC38A9,0.462855,0.546247,0.972802,-1.02796
SLC39A1,0.000119488,0.000536053,1.27881,1.27881
SLC39A10,0.000914756,0.00290691,0.744121,-1.34387
SLC39A11,0.214753,0.290857,1.06733,1.06733
SLC39A13,0.46818,0.551292,1.05075,1.05075
SLC39A14,0.561389,0.63878,0.934299,-1.07032
SLC39A3,0.211394,0.287173,1.13179,1.13179
SLC39A4,0.263825,0.344403,0.869436,-1.15017
SLC39A6,0.216493,0.292661,0.937642,-1.06651
SLC39A7,0.115017,0.172143,0.925053,-1.08102
SLC39A8,4.42E-05,0.000233632,1.62784,1.62784
SLC39A9,0.52647,0.606034,1.02029,1.02029
SLC3A2,0.251496,0.330681,1.1054,1.1054
SLC40A1,4.02E-09,1.92E-07,2.13481,2.13481
SLC41A1,0.0119009,0.0256197,0.743179,-1.34557
SLC41A2,1.65E-06,1.65E-05,0.613627,-1.62965
SLC41A3,1.04E-09,8.13E-08,0.626398,-1.59643
SLC43A1,0.0218321,0.0427192,0.79047,-1.26507
SLC43A2,0.587135,0.661971,1.06027,1.06027
SLC43A3,0.377383,0.462252,1.06046,1.06046
SLC44A1,3.72E-05,0.000203855,1.36015,1.36015
SLC44A2,0.226822,0.304052,1.13579,1.13579
SLC44A5,0.197936,0.271845,0.605626,-1.65118
SLC45A3,0.385061,0.469813,1.16407,1.16407
SLC45A4,0.00326991,0.00851789,1.35148,1.35148
SLC46A1,0.000233796,0.000929365,0.635679,-1.57312
SLC46A2,0.50734,0.58839,0.901658,-1.10907
SLC46A3,0.00185404,0.00528183,1.24008,1.24008
SLC47A1,0.202067,0.276568,0.800575,-1.2491
SLC48A1,0.577003,0.65307,1.09505,1.09505
SLC49A3,0.00603263,0.0143114,1.46384,1.46384
SLC49A4,1.66E-05,0.000105837,1.678,1.678
SLC4A1,0.389173,0.473812,0.757721,-1.31975
SLC4A10,0.0131099,0.0278842,0.551193,-1.81425
SLC4A1AP,0.0899707,0.139931,1.10127,1.10127
SLC4A2,0.654255,0.721628,0.961609,-1.03992
SLC4A4,5.52E-06,4.35E-05,0.470208,-2.12672
SLC4A5,0.0894671,0.139284,0.827896,-1.20788
SLC4A7,3.90E-07,5.43E-06,0.623338,-1.60427
SLC4A8,1.18E-06,1.28E-05,0.562538,-1.77766
SLC50A1,0.0528215,0.0897679,1.14771,1.14771
SLC51A,2.87E-08,7.69E-07,5.69757,5.69757
SLC52A2,0.000303935,0.00115852,0.761739,-1.31278
SLC5A3,0.0360896,0.0651453,0.839339,-1.19141
SLC5A6,0.0105612,0.0231624,0.797084,-1.25457
SLC5A9,0.339554,0.424041,1.22948,1.22948
SLC66A1,0.0721229,0.116273,1.16617,1.16617
SLC66A2,0.0508826,0.086901,1.31991,1.31991
SLC66A3,0.00490253,0.0119866,0.768484,-1.30126
SLC6A12,0.0330402,0.0607314,1.44829,1.44829
SLC6A16,0.58834,0.663019,1.0613,1.0613
SLC6A19,0.0389557,0.0694985,1.88475,1.88475
SLC6A4,0.289693,0.371781,1.28449,1.28449
SLC6A6,0.000446912,0.0015979,1.5148,1.5148
SLC6A8,0.33266,0.416557,0.769678,-1.29925
SLC6A9,0.960749,0.970607,1.01169,1.01169
SLC7A1,0.635173,0.705399,0.956839,-1.04511
SLC7A11,1.12E-08,3.87E-07,2.14849,2.14849
SLC7A5,0.151229,0.217052,1.26007,1.26007
SLC7A5P1,0.0317742,0.0588028,0.777195,-1.28668
SLC7A6,1.37E-06,1.42E-05,0.682382,-1.46545
SLC7A6OS,0.157081,0.224286,0.958903,-1.04286
SLC7A7,0.752726,0.805876,0.965252,-1.036
SLC8A1,0.00656817,0.0153564,1.4728,1.4728
SLC8A3,0.122926,0.181878,1.35566,1.35566
SLC8B1,0.852411,0.887866,1.01288,1.01288
SLC9A1,0.0146138,0.0305717,1.42356,1.42356
SLC9A3-AS1,0.33208,0.416048,0.881852,-1.13398
SLC9A3R1,4.06E-05,0.000218405,0.729928,-1.37
SLC9A4,3.29E-07,4.81E-06,4.93639,4.93639
SLC9A6,0.133123,0.194423,1.07506,1.07506
SLC9A7,1.97E-05,0.000120927,0.639965,-1.56259
SLC9A7P1,0.00610655,0.0144653,1.40692,1.40692
SLC9A8,3.23E-07,4.72E-06,1.7146,1.7146
SLC9A9,0.138457,0.20111,1.0927,1.0927
SLC9B1,4.89E-05,0.000253431,0.569866,-1.7548
SLC9B2,0.0206727,0.0408509,0.838834,-1.19213
SLCO3A1,7.89E-05,0.000379402,1.43348,1.43348
SLCO4A1,0.145143,0.20932,1.33573,1.33573
SLCO4C1,7.22E-08,1.52E-06,1.73542,1.73542
SLCO5A1,0.00633132,0.0149072,0.707693,-1.41304
SLED1,3.95E-07,5.48E-06,2.42685,2.42685
SLF1,0.00699707,0.016217,1.27166,1.27166
SLF2,0.0184926,0.0372162,1.12125,1.12125
SLFN11,0.948847,0.961422,0.99633,-1.00368
SLFN12,0.00129181,0.00388626,1.41968,1.41968
SLFN13,0.00732519,0.0168954,0.779423,-1.283
SLFN14,0.161631,0.229937,1.33579,1.33579
SLFN5,0.584095,0.659165,0.923967,-1.08229
SLFNL1-AS1,0.0193686,0.0387049,0.732727,-1.36476
SLIRP,0.138188,0.200801,1.15753,1.15753
SLIT1,0.160522,0.228586,1.19542,1.19542
SLITRK4,0.000588839,0.00202101,1.54142,1.54142
SLITRK5,0.250945,0.330123,0.824671,-1.2126
SLK,1.13E-05,7.75E-05,1.55497,1.55497
SLMAP,2.51E-11,7.78E-09,1.43136,1.43136
SLPI,1.27E-07,2.33E-06,4.44993,4.44993
SLTM,0.474217,0.556941,1.03015,1.03015
SLU7,0.000484935,0.00171012,1.32643,1.32643
SLX1A,0.0770929,0.122907,0.829895,-1.20497
SLX1A-SULT1A3,0.231166,0.308752,1.12108,1.12108
SLX1B,0.64353,0.711655,1.04657,1.04657
SLX1B-SULT1A4,0.540158,0.619107,1.0615,1.0615
SLX4,0.628429,0.699601,1.05726,1.05726
SLX4IP,0.790341,0.836938,1.01846,1.01846
SMAD1,0.00118119,0.00361396,1.37006,1.37006
SMAD2,0.0340087,0.0621776,1.07223,1.07223
SMAD3,0.000569469,0.00196448,0.68804,-1.4534
SMAD4,0.154918,0.221748,1.04424,1.04424
SMAD5,0.137008,0.199307,0.897131,-1.11466
SMAD6,0.270526,0.351268,1.15319,1.15319
SMAD7,0.0286211,0.0537989,0.800249,-1.24961
SMAGP,0.0910286,0.141133,0.84612,-1.18186
SMAP1,0.847079,0.883401,1.00691,1.00691
SMAP2,0.361288,0.446071,1.12806,1.12806
SMARCA2,0.136376,0.198468,0.929693,-1.07562
SMARCA4,0.000919417,0.00291694,0.749082,-1.33497
SMARCA5,0.824659,0.865609,1.01624,1.01624
SMARCAD1,0.00480612,0.0117749,0.765698,-1.306
SMARCAL1,0.00263362,0.00709837,0.850402,-1.17591
SMARCB1,7.20E-05,0.000351432,0.712079,-1.40434
SMARCC1,0.0343114,0.0626116,0.890679,-1.12274
SMARCC2,0.00816722,0.0185547,0.837596,-1.19389
SMARCD1,0.0707525,0.114359,0.885647,-1.12912
SMARCD2,0.238117,0.31598,0.932921,-1.0719
SMARCD3,3.04E-06,2.68E-05,1.79529,1.79529
SMARCE1,0.166921,0.236061,0.94767,-1.05522
SMARCE1P1,0.00274885,0.00735714,0.749184,-1.33479
SMC1A,0.00399119,0.010056,0.814213,-1.22818
SMC2,0.0385603,0.068887,0.797661,-1.25367
SMC3,0.562509,0.639828,0.955787,-1.04626
SMC4,0.0934444,0.144205,0.860988,-1.16146
SMC5,0.120336,0.178707,0.895605,-1.11656
SMC5-DT,0.00236213,0.00645863,0.725498,-1.37836
SMC6,0.778456,0.826894,0.979214,-1.02123
SMCHD1,0.000118147,0.0005312,1.42691,1.42691
SMCO4,0.237592,0.315458,1.14099,1.14099
SMCR8,0.0171397,0.0349257,1.15211,1.15211
SMDT1,0.581776,0.657063,0.955168,-1.04694
SMG1,0.0344124,0.0627323,1.13058,1.13058
SMG1P1,0.226451,0.303638,0.909929,-1.09899
SMG1P2,0.071945,0.116091,1.13997,1.13997
SMG1P3,0.498367,0.580043,0.9499,-1.05274
SMG1P4,0.00583731,0.0139124,0.757082,-1.32086
SMG1P5,0.567132,0.644016,0.932864,-1.07197
SMG1P6,0.534999,0.614223,0.929483,-1.07587
SMG1P7,0.71016,0.768894,1.03747,1.03747
SMG5,0.150475,0.216139,1.1212,1.1212
SMG6,0.0150451,0.0313191,0.830295,-1.20439
SMG7,0.00049924,0.00175368,1.3148,1.3148
SMG8,0.437189,0.5206,1.03853,1.03853
SMG9,0.229513,0.307,0.91583,-1.09191
SMIM1,0.000288778,0.00110957,2.64073,2.64073
SMIM10L1,0.576196,0.652453,0.959669,-1.04203
SMIM10L2A,0.0260654,0.0496475,0.720747,-1.38745
SMIM11A,0.301436,0.38422,0.850492,-1.17579
SMIM11B,0.0938642,0.144795,0.844261,-1.18447
SMIM12,0.112497,0.168969,1.0495,1.0495
SMIM13,0.61664,0.688487,1.03055,1.03055
SMIM14,0.483154,0.56568,1.04305,1.04305
SMIM15,0.84965,0.885616,0.986114,-1.01408
SMIM19,0.454716,0.538083,0.948999,-1.05374
SMIM20,0.292175,0.374307,1.08245,1.08245
SMIM24,0.0357853,0.0647587,0.532169,-1.8791
SMIM26,0.00228488,0.00628331,1.29006,1.29006
SMIM27,0.000809338,0.00262413,1.40941,1.40941
SMIM29,0.155857,0.222759,1.08828,1.08828
SMIM3,0.000306805,0.00116791,1.6173,1.6173
SMIM30,0.357714,0.442304,1.13966,1.13966
SMIM4,0.0380061,0.0679562,0.856008,-1.16821
SMIM5,0.0537716,0.0911453,1.4642,1.4642
SMIM7,0.262892,0.34331,1.04962,1.04962
SMIM8,0.926014,0.943474,1.00685,1.00685
SMN1,0.0499637,0.0856708,0.864928,-1.15617
SMN2,0.18739,0.259969,0.758967,-1.31758
SMNDC1,1.56E-06,1.59E-05,1.35624,1.35624
SMOX,0.10456,0.158857,1.38833,1.38833
SMPD1,0.0486378,0.0838149,1.17623,1.17623
SMPD2,0.697408,0.758287,0.978299,-1.02218
SMPD3,0.000320595,0.00121333,0.403212,-2.48009
SMPD4,0.00542875,0.0130686,0.789339,-1.26688
SMPD4BP,0.000616483,0.00210084,0.768345,-1.3015
SMPD4P1,0.295631,0.377858,1.41624,1.41624
SMPDL3A,7.07E-07,8.56E-06,2.52104,2.52104
SMS,0.143167,0.206843,0.909682,-1.09928
SMTN,0.00115767,0.00355563,1.58156,1.58156
SMU1,0.0167603,0.034313,1.07468,1.07468
SMUG1,0.113423,0.1702,1.07268,1.07268
SMURF1,0.0234863,0.0453849,1.1254,1.1254
SMURF2,0.695396,0.756556,0.984896,-1.01534
SMYD2,2.70E-05,0.000156743,0.76526,-1.30675
SMYD3,4.29E-05,0.000228562,0.766033,-1.30543
SMYD4,1.11E-10,1.80E-08,0.634626,-1.57573
SMYD5,0.000117609,0.000529444,0.599227,-1.66882
SNAI3,0.652125,0.719666,0.96377,-1.03759
SNAI3-AS1,0.00680586,0.0158425,1.30515,1.30515
SNAP23,0.000976408,0.00306841,1.34994,1.34994
SNAP29,0.00206388,0.0057638,1.16675,1.16675
SNAP47,1.85E-09,1.17E-07,0.765133,-1.30696
SNAPC1,0.879053,0.90831,0.981518,-1.01883
SNAPC2,0.602708,0.675977,1.04522,1.04522
SNAPC3,0.139164,0.201973,0.924914,-1.08118
SNAPC4,0.0315854,0.0585214,0.838669,-1.19237
SNAPC5,0.932412,0.948513,0.99552,-1.0045
SNAPIN,0.237822,0.315676,1.07213,1.07213
SNCA,0.0491262,0.0845171,0.526617,-1.89891
SND1,0.000101921,0.000470157,0.761854,-1.31259
SND1-IT1,0.0942946,0.14535,0.771954,-1.29541
SNED1,6.32E-06,4.85E-05,0.538599,-1.85667
SNF8,0.919328,0.938658,1.00473,1.00473
SNHG1,0.000487254,0.00171661,0.754076,-1.32613
SNHG10,0.128313,0.18847,0.888481,-1.12552
SNHG11,0.0238192,0.0459382,0.848048,-1.17918
SNHG12,0.592522,0.666738,0.956623,-1.04534
SNHG14,0.000842344,0.0027099,0.656481,-1.52327
SNHG15,0.0284584,0.0535561,0.875378,-1.14236
SNHG16,0.0680508,0.11089,0.900585,-1.11039
SNHG17,0.00433935,0.0107913,0.78319,-1.27683
SNHG19,0.645817,0.713686,0.945773,-1.05734
SNHG20,0.0861222,0.134938,0.874534,-1.14347
SNHG21,0.70896,0.768058,1.02288,1.02288
SNHG22,9.34E-05,0.000436411,0.610501,-1.638
SNHG26,0.37105,0.456125,0.922715,-1.08376
SNHG28,0.0625747,0.103421,0.755646,-1.32337
SNHG29,0.973087,0.980111,1.00464,1.00464
SNHG3,0.306154,0.38937,0.929987,-1.07528
SNHG30,0.00660448,0.0154337,1.16968,1.16968
SNHG32,0.0703982,0.113902,0.864537,-1.15669
SNHG4,0.00414225,0.0103841,0.756387,-1.32208
SNHG5,0.00288598,0.00766643,0.759516,-1.31663
SNHG6,0.0153645,0.0318629,0.793693,-1.25993
SNHG7,0.80456,0.848353,0.97911,-1.02134
SNHG8,0.44332,0.52694,0.902936,-1.1075
SNHG9,0.0876476,0.137014,1.18252,1.18252
SNIP1,0.407627,0.491765,0.963814,-1.03755
SNN,0.00455998,0.0112621,1.40894,1.40894
SNORA10,0.123177,0.182155,1.81507,1.81507
SNORA12,0.126158,0.185818,1.49417,1.49417
SNORA14B,0.363859,0.448821,1.31629,1.31629
SNORA16A,0.685298,0.748516,1.14904,1.14904
SNORA17B,0.0580071,0.0970769,1.78903,1.78903
SNORA17B,0.264533,0.345108,1.69709,1.69709
SNORA20,0.253125,0.332474,1.42487,1.42487
SNORA21B,0.0594842,0.0990645,1.37424,1.37424
SNORA22,0.0997078,0.152517,1.74607,1.74607
SNORA22C,0.371713,0.456745,1.35746,1.35746
SNORA23,0.195226,0.268817,1.43688,1.43688
SNORA24,0.196749,0.270615,1.63142,1.63142
SNORA26,0.869114,0.90063,1.0593,1.0593
SNORA27,0.26671,0.347255,1.36273,1.36273
SNORA2C,0.0467373,0.0810669,1.9486,1.9486
SNORA31B,0.428724,0.512642,1.32677,1.32677
SNORA37,0.257878,0.337375,1.41381,1.41381
SNORA38,0.0272803,0.051616,2.09258,2.09258
SNORA3A,0.0872486,0.13645,1.76804,1.76804
SNORA44,0.162241,0.230713,1.66026,1.66026
SNORA47,0.149755,0.215287,1.32615,1.32615
SNORA48,0.0121977,0.0261569,1.89717,1.89717
SNORA49,0.15419,0.2208,1.54875,1.54875
SNORA50C,0.225537,0.302616,1.50563,1.50563
SNORA52,0.0527174,0.0896121,1.60212,1.60212
SNORA53,0.299829,0.38251,1.26402,1.26402
SNORA54,0.210023,0.285688,1.4795,1.4795
SNORA57,0.37113,0.456182,1.26576,1.26576
SNORA59B,0.0885308,0.13817,1.3206,1.3206
SNORA5A,0.50768,0.588689,1.09786,1.09786
SNORA5C,0.11401,0.170955,1.26591,1.26591
SNORA61,0.334096,0.418099,1.44997,1.44997
SNORA63,0.111127,0.16726,1.7327,1.7327
SNORA63D,0.313705,0.39718,1.34152,1.34152
SNORA64,0.256617,0.336123,1.45559,1.45559
SNORA67,0.0136496,0.0288827,2.39222,2.39222
SNORA68,0.0940303,0.145036,1.69497,1.69497
SNORA70,0.0190131,0.0380952,1.96579,1.96579
SNORA71A,0.0327456,0.0602978,1.86497,1.86497
SNORA71B,0.600296,0.673693,1.15759,1.15759
SNORA71C,0.0446586,0.0778938,1.72424,1.72424
SNORA71D,0.0578976,0.0969276,1.83006,1.83006
SNORA73A,0.00918245,0.0205142,1.67711,1.67711
SNORA73B,0.0529111,0.0898775,1.56143,1.56143
SNORA74A,0.967544,0.976101,0.990194,-1.0099
SNORA74B,0.118924,0.176939,1.45887,1.45887
SNORA78,0.330342,0.414304,1.24225,1.24225
SNORA79B,0.0908524,0.140936,1.72299,1.72299
SNORA7A,0.0509565,0.0869919,1.66137,1.66137
SNORA7B,0.130764,0.191483,1.51988,1.51988
SNORA8,0.262263,0.342551,1.5104,1.5104
SNORA80A,0.207393,0.282781,1.48797,1.48797
SNORA80B,0.223035,0.299813,1.44421,1.44421
SNORA80D,0.055543,0.0936687,1.6532,1.6532
SNORA81,0.319227,0.403107,1.52213,1.52213
SNORA84,0.155505,0.222473,1.52932,1.52932
SNORA9,0.402139,0.486766,1.32467,1.32467
SNORC,0.00865715,0.0195044,1.45882,1.45882
SNORD10,0.29905,0.381719,1.30024,1.30024
SNORD110,0.453599,0.537012,1.29836,1.29836
SNORD118,0.338512,0.422853,0.748383,-1.33622
SNORD13,0.583653,0.65877,1.18989,1.18989
SNORD14B,0.715136,0.773408,1.1088,1.1088
SNORD14C,0.649996,0.717702,1.18124,1.18124
SNORD15B,0.208178,0.283584,1.48692,1.48692
SNORD17,0.473024,0.555766,1.15563,1.15563
SNORD22,0.319256,0.403108,1.38375,1.38375
SNORD32A,0.665924,0.731971,1.18179,1.18179
SNORD33,0.664973,0.731205,1.151,1.151
SNORD3A,0.411899,0.496252,1.22268,1.22268
SNORD3B-1,0.0589968,0.098401,0.581613,-1.71936
SNORD3B-2,0.103292,0.15723,1.93613,1.93613
SNORD3C,0.01131,0.02455,2.5408,2.5408
SNORD46,0.427244,0.511213,1.30625,1.30625
SNORD67,0.449572,0.532872,1.29159,1.29159
SNORD8,0.575804,0.652225,1.17984,1.17984
SNORD89,0.704578,0.764348,1.14453,1.14453
SNORD9,0.52347,0.603203,1.21513,1.21513
SNORD94,0.377867,0.462725,1.30275,1.30275
SNORD97,0.282084,0.363713,1.37229,1.37229
SNPH,0.494264,0.576434,0.899541,-1.11168
SNRK,0.0231061,0.0447731,1.15123,1.15123
SNRNP200,0.000457164,0.00162615,0.793764,-1.25982
SNRNP25,0.0827878,0.130396,0.846044,-1.18197
SNRNP27,5.83E-05,0.000293969,1.41004,1.41004
SNRNP35,0.000669749,0.00224998,1.19235,1.19235
SNRNP40,1.94E-05,0.000119621,0.779352,-1.28312
SNRNP48,0.027079,0.0512892,1.15184,1.15184
SNRNP70,0.0167971,0.0343591,0.852429,-1.17312
SNRPA,6.24E-05,0.000311497,0.718632,-1.39153
SNRPA1,0.000819752,0.00265146,0.795848,-1.25652
SNRPB,0.0477971,0.0826459,0.892345,-1.12064
SNRPB2,0.348486,0.433091,1.06471,1.06471
SNRPC,0.711879,0.770524,0.954204,-1.04799
SNRPD1,0.0691882,0.112374,0.847396,-1.18009
SNRPD2,0.570663,0.647514,1.07451,1.07451
SNRPD3,0.126585,0.186331,0.917502,-1.08992
SNRPE,0.866716,0.898794,1.01822,1.01822
SNRPF,0.0330022,0.0606694,0.836423,-1.19557
SNRPG,0.0418272,0.0737789,1.37401,1.37401
SNRPN,0.0214783,0.0421703,0.830921,-1.20348
SNTA1,0.178713,0.249931,0.860845,-1.16165
SNTB1,4.48E-05,0.000236264,1.26747,1.26747
SNTB2,0.316406,0.400212,1.07757,1.07757
SNU13,1.88E-06,1.83E-05,0.796112,-1.2561
SNUPN,0.114399,0.171418,0.930492,-1.0747
SNURF,0.0362237,0.0653134,0.775066,-1.29021
SNW1,0.0758559,0.121271,1.09001,1.09001
SNX1,0.0411045,0.0726468,1.09424,1.09424
SNX10,1.43E-07,2.54E-06,1.88083,1.88083
SNX11,0.000102735,0.000472851,1.36769,1.36769
SNX12,0.00390173,0.00987734,1.14207,1.14207
SNX13,3.23E-05,0.000181833,1.35519,1.35519
SNX14,0.00107309,0.0033293,1.27562,1.27562
SNX15,0.132865,0.194159,1.1221,1.1221
SNX16,5.04E-05,0.000259496,1.71827,1.71827
SNX17,0.409191,0.493515,0.96058,-1.04104
SNX18,0.00107531,0.0033333,1.31718,1.31718
SNX18P3,0.671101,0.736367,0.925374,-1.08064
SNX19,0.376344,0.461567,1.05255,1.05255
SNX2,0.000801859,0.00260196,1.29793,1.29793
SNX20,8.92E-06,6.39E-05,1.47294,1.47294
SNX21,0.13705,0.199328,1.16844,1.16844
SNX22,0.00330922,0.00860468,0.685092,-1.45966
SNX24,0.428175,0.512084,0.927734,-1.0779
SNX25,1.91E-05,0.000118458,0.620003,-1.61289
SNX27,0.000151372,0.00065125,1.50212,1.50212
SNX29,2.99E-05,0.000171154,0.742083,-1.34756
SNX29P1,0.015023,0.0312822,0.628639,-1.59074
SNX29P2,0.000283763,0.00109581,0.626115,-1.59715
SNX3,0.000856283,0.00274737,1.71338,1.71338
SNX30,0.390226,0.474986,0.943026,-1.06042
SNX33,0.000424377,0.00153189,0.679847,-1.47092
SNX4,0.190608,0.263416,1.19782,1.19782
SNX5,6.00E-06,4.66E-05,0.788436,-1.26833
SNX6,1.40E-06,1.45E-05,1.45691,1.45691
SNX8,7.23E-07,8.71E-06,0.691991,-1.4451
SNX9,0.230838,0.308458,0.914727,-1.09322
SOAT1,0.0184825,0.0372162,1.11835,1.11835
SOBP,0.786784,0.834075,0.960378,-1.04126
SOCS1,0.0226879,0.0440816,1.5319,1.5319
SOCS2,0.852097,0.887604,0.980557,-1.01983
SOCS2-AS1,0.299875,0.382518,1.1426,1.1426
SOCS3,2.28E-10,3.04E-08,4.7866,4.7866
SOCS4,0.125926,0.185552,1.12343,1.12343
SOCS5,0.0225479,0.043869,1.17275,1.17275
SOCS5P4,0.0123941,0.0265226,1.34207,1.34207
SOCS6,0.193643,0.267124,0.866337,-1.15429
SOCS7,1.74E-05,0.000110099,0.757493,-1.32014
SOD1,0.160636,0.22868,1.14224,1.14224
SOD2,3.25E-06,2.82E-05,1.92728,1.92728
SOGA1,0.00350823,0.00902261,0.735548,-1.35953
SOGA3,0.0998527,0.152722,0.642613,-1.55615
SON,0.377328,0.462252,1.04022,1.04022
SORBS1,0.0664449,0.108791,1.26891,1.26891
SORBS3,3.87E-05,0.000210573,0.561894,-1.7797
SORCS3,0.0328713,0.0604789,0.62774,-1.59302
SORD,0.0933284,0.144098,0.856795,-1.16714
SORL1,0.00477742,0.0117145,1.39233,1.39233
SORT1,1.14E-05,7.79E-05,1.93925,1.93925
SOS1,0.00114964,0.00353476,1.19156,1.19156
SOS1-IT1,0.524378,0.60391,1.0453,1.0453
SOS2,1.98E-09,1.24E-07,1.82618,1.82618
SOWAHC,0.0292847,0.0548096,0.753304,-1.32749
SOWAHD,0.123627,0.182688,1.18878,1.18878
SOX12,0.0347094,0.0631616,0.758349,-1.31865
SOX13,2.95E-05,0.000169086,0.458986,-2.17872
SOX4,0.0359436,0.0649551,0.778613,-1.28434
SOX5,0.0248263,0.0476122,0.663063,-1.50815
SOX6,0.214188,0.290173,1.25887,1.25887
SOX8,0.200845,0.275068,0.799815,-1.25029
SP1,7.30E-06,5.43E-05,1.46977,1.46977
SP100,1.47E-07,2.57E-06,1.66139,1.66139
SP110,0.000157153,0.000672095,1.53498,1.53498
SP140,0.930688,0.94696,1.01111,1.01111
SP140L,0.00151423,0.00445195,0.824758,-1.21248
SP2,0.467571,0.550755,1.11049,1.11049
SP2-DT,0.434961,0.518677,1.07754,1.07754
SP3,3.48E-05,0.000193455,1.35732,1.35732
SP4,3.24E-06,2.82E-05,0.759196,-1.31718
SPACA6,1.48E-05,9.68E-05,1.63002,1.63002
SPAG1,0.0341913,0.06244,1.24115,1.24115
SPAG16,0.000176507,0.000737531,0.656541,-1.52313
SPAG5,0.677216,0.741605,0.949414,-1.05328
SPAG5-AS1,0.0720919,0.116263,1.23046,1.23046
SPAG7,0.875311,0.905355,1.01394,1.01394
SPAG8,8.75E-08,1.74E-06,0.504914,-1.98054
SPAG9,0.0132151,0.0280665,1.17338,1.17338
SPARC,0.0414682,0.0731995,1.65098,1.65098
SPART,3.09E-05,0.000175474,1.39739,1.39739
SPAST,6.99E-06,5.24E-05,1.38486,1.38486
SPATA1,3.40E-09,1.77E-07,2.21784,2.21784
SPATA13,0.00125954,0.0038051,1.3502,1.3502
SPATA2,0.00374668,0.00954196,1.29526,1.29526
SPATA20,0.000792735,0.002578,0.592457,-1.68789
SPATA20P1,9.95E-08,1.92E-06,2.99443,2.99443
SPATA24,0.795535,0.841359,0.97122,-1.02963
SPATA2L,0.000615625,0.00209841,1.45786,1.45786
SPATA33,0.826166,0.86693,1.01205,1.01205
SPATA41,0.0339633,0.0621104,1.33173,1.33173
SPATA5,3.99E-05,0.000215516,0.687926,-1.45364
SPATA5L1,0.097337,0.149383,1.12245,1.12245
SPATA6,0.638181,0.707646,0.927105,-1.07863
SPATA6L,9.66E-06,6.79E-05,0.483441,-2.0685
SPATA7,0.000537338,0.00186788,0.714153,-1.40026
SPATS2,0.0765062,0.122107,0.787201,-1.27032
SPATS2L,0.0178573,0.0361115,1.83628,1.83628
