Probeset ID,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
ILRUN,0.0391046,0.0761853,0.738376,-1.35432,0.249941,0.596262,0.844137,-1.18464
ILRUN-AS1,0.669882,0.738033,1.07114,1.07114,0.802049,0.916003,1.04377,1.04377
ILVBL,0.00321789,0.0109784,0.762439,-1.31158,0.399367,0.691155,0.885405,-1.12943
ILVBL-AS1,0.365141,0.455295,1.30769,1.30769,0.328828,0.647539,0.805755,-1.24107
IMMP1L,0.0320154,0.0649702,0.694345,-1.44021,0.095534,0.478358,0.655266,-1.5261
IMMP2L,0.00596274,0.0176522,0.600324,-1.66577,0.269332,0.609019,0.764912,-1.30734
IMMT,0.0425549,0.0815645,0.789619,-1.26643,0.439617,0.717226,0.873311,-1.14507
IMP3,0.0133928,0.0329446,0.617306,-1.61994,0.127822,0.507617,0.735622,-1.35939
IMP4,0.00218475,0.00820488,0.743259,-1.34543,0.0993627,0.481089,0.799372,-1.25098
IMPA1,0.00176853,0.00701201,0.55347,-1.80678,0.241056,0.590878,0.797671,-1.25365
IMPA2,0.000359822,0.00223743,1.85375,1.85375,0.00364586,0.265767,1.87147,1.87147
IMPACT,0.00410523,0.0132827,0.613012,-1.63129,0.386984,0.683562,0.85884,-1.16436
IMPDH1,0.238399,0.32297,1.14421,1.14421,0.0135838,0.356287,1.35316,1.35316
IMPDH2,0.00152148,0.00625203,0.719878,-1.38912,0.470945,0.735426,0.897104,-1.1147
INAFM1,0.0002632,0.00181181,1.58995,1.58995,0.0690305,0.457327,1.34739,1.34739
INAFM2,0.00560553,0.0168576,1.58651,1.58651,0.00076774,0.211556,2.05169,2.05169
INCA1,0.0141239,0.0343248,0.569681,-1.75537,0.893054,0.958218,0.965517,-1.03571
INCENP,0.752403,0.807303,0.950765,-1.05178,0.492872,0.749022,0.852459,-1.17308
INE1,0.00291935,0.0101748,0.429293,-2.32941,0.301636,0.629545,0.628931,-1.59
INF2,9.29E-05,0.00091832,1.93782,1.93782,0.00404003,0.267687,1.71501,1.71501
ING1,0.103395,0.165763,0.784776,-1.27425,0.956531,0.981971,0.992935,-1.00712
ING2,0.0304418,0.0624585,0.792322,-1.26211,0.259612,0.603229,0.785556,-1.27298
ING3,0.0232235,0.0504917,0.691106,-1.44696,0.325603,0.646256,0.809717,-1.235
ING4,0.0104981,0.0272501,0.647051,-1.54547,0.43926,0.717137,0.881039,-1.13502
ING5,5.25E-05,0.00063308,0.562325,-1.77833,0.225508,0.58229,0.800583,-1.24909
INIP,0.00401647,0.0130326,0.660841,-1.51322,0.775526,0.903478,0.948857,-1.0539
INKA1,0.000248519,0.00173905,2.8975,2.8975,0.0877603,0.47099,2.18622,2.18622
INKA2,0.222657,0.305905,1.2662,1.2662,0.0285966,0.413115,1.92352,1.92352
INO80,2.62E-05,0.000405909,0.648106,-1.54296,0.132256,0.51352,0.860528,-1.16208
INO80C,0.180399,0.258514,0.870092,-1.1493,0.153718,0.531027,0.819896,-1.21967
INO80D,1.09E-05,0.000237843,0.597605,-1.67335,0.00625594,0.292826,0.70314,-1.42219
INO80E,0.0150986,0.0361296,0.647077,-1.54541,0.14875,0.527265,0.788022,-1.269
INPP1,0.833511,0.872435,0.971495,-1.02934,0.646619,0.83662,1.06479,1.06479
INPP4A,3.89E-07,2.70E-05,0.465265,-2.14931,0.102973,0.484263,0.74238,-1.34702
INPP4B,0.00090021,0.00426274,0.407216,-2.4557,0.0789151,0.46431,0.56943,-1.75614
INPP5A,0.322376,0.411575,0.909241,-1.09982,0.0126538,0.353193,1.44201,1.44201
INPP5B,0.00149118,0.00615314,0.661445,-1.51184,0.872636,0.949779,0.975565,-1.02505
INPP5D,1.56E-06,6.82E-05,0.547953,-1.82497,0.476584,0.73854,0.924902,-1.0812
INPP5E,0.000154483,0.00126608,0.57125,-1.75055,0.322643,0.643273,0.82807,-1.20763
INPP5F,0.0107593,0.027782,0.644498,-1.5516,0.638441,0.832918,0.832451,-1.20127
INPP5K,0.00109283,0.00490779,0.756762,-1.32142,0.553636,0.782957,0.944006,-1.05932
INPPL1,0.718526,0.77924,1.03854,1.03854,0.00697379,0.301365,1.47847,1.47847
INSIG1,0.23631,0.320621,0.656457,-1.52333,0.689322,0.86146,0.883744,-1.13155
INSIG1-DT,0.476354,0.564007,1.13034,1.13034,0.771803,0.901412,1.04808,1.04808
INSIG2,0.000216992,0.00159067,0.612935,-1.6315,0.6934,0.863328,0.936085,-1.06828
INSL3,0.515007,0.599788,1.20214,1.20214,0.638058,0.832639,0.862745,-1.15909
INSL6,0.529878,0.614205,1.20886,1.20886,0.798863,0.914603,0.893258,-1.1195
INSR,0.925515,0.944673,1.01296,1.01296,0.0774582,0.46431,1.44851,1.44851
INSYN2B,0.744566,0.800695,1.05301,1.05301,0.169287,0.543273,1.37079,1.37079
INTS1,0.018017,0.0414129,0.747979,-1.33694,0.735934,0.88239,1.05637,1.05637
INTS10,0.00837857,0.022906,0.752757,-1.32845,0.355858,0.663333,0.869213,-1.15047
INTS11,0.0784336,0.132648,0.862628,-1.15925,0.384795,0.681912,0.926955,-1.0788
INTS12,0.197584,0.278102,0.858879,-1.16431,0.261642,0.604085,0.860449,-1.16218
INTS13,0.0628453,0.111165,0.737135,-1.3566,0.236584,0.588162,0.751697,-1.33032
INTS14,0.000765364,0.00380194,0.650815,-1.53653,0.205049,0.569485,0.813243,-1.22965
INTS2,0.00116408,0.00514807,0.541872,-1.84546,0.776727,0.904022,0.943316,-1.06009
INTS3,0.0107227,0.0277116,0.765892,-1.30567,0.422731,0.706395,1.07521,1.07521
INTS4,0.000476279,0.00272557,0.679866,-1.47088,0.349818,0.659133,0.892553,-1.12038
INTS5,0.0847803,0.141281,0.609626,-1.64035,0.569395,0.79401,0.898922,-1.11244
INTS6,0.000421102,0.00249774,0.461786,-2.16551,0.052102,0.442394,0.685374,-1.45906
INTS6-AS1,0.612626,0.690061,0.924072,-1.08217,0.96934,0.986886,1.00699,1.00699
INTS6L,0.000147012,0.00122728,0.601773,-1.66176,0.251733,0.597338,0.8005,-1.24922
INTS7,0.0311273,0.0636226,0.754364,-1.32562,0.330034,0.648325,0.838186,-1.19305
INTS8,0.00292319,0.0101796,0.696487,-1.43578,0.860864,0.945629,0.97248,-1.0283
INTS9,0.00330253,0.0112089,0.718338,-1.3921,0.435957,0.715823,1.069,1.069
INVS,2.65E-06,9.72E-05,0.63571,-1.57304,0.208649,0.572054,0.863194,-1.15849
IP6K1,7.22E-07,4.14E-05,0.528319,-1.8928,0.404649,0.696368,0.926987,-1.07876
IP6K2,7.30E-05,0.00078519,0.59913,-1.66909,0.112178,0.492197,0.806254,-1.2403
IPCEF1,1.99E-05,0.000345131,0.50475,-1.98118,0.153474,0.531027,0.737191,-1.3565
IPMK,0.00779748,0.0216901,0.497135,-2.01153,0.652881,0.840435,1.0574,1.0574
IPO11,0.345664,0.435081,0.870805,-1.14836,0.923701,0.969641,1.02008,1.02008
IPO13,0.0316888,0.064498,0.780342,-1.28149,0.923469,0.96957,0.990714,-1.00937
IPO4,0.0482158,0.0901828,0.590278,-1.69412,0.0150506,0.35973,0.490798,-2.0375
IPO5,0.011799,0.0297751,0.765994,-1.30549,0.669712,0.850393,0.923702,-1.0826
IPO5P1,0.00748549,0.0210559,0.35266,-2.8356,0.190686,0.560021,0.557143,-1.79487
IPO7,0.000795891,0.0039115,0.68619,-1.45732,0.150791,0.528389,0.792914,-1.26117
IPO8,3.80E-05,0.000517068,0.498509,-2.00598,0.145502,0.524085,0.777915,-1.28549
IPO9,0.000418722,0.00249003,0.70761,-1.41321,0.456256,0.726039,0.903053,-1.10735
IPP,0.00496029,0.0153157,0.608462,-1.64349,0.144197,0.52357,0.704694,-1.41906
IPPK,0.00188975,0.00736242,0.784869,-1.2741,0.331439,0.649393,0.874172,-1.14394
IQCB1,0.00140515,0.0059002,0.65046,-1.53737,0.063159,0.453642,0.735434,-1.35974
IQCC,0.0215526,0.0476146,0.599915,-1.6669,0.339105,0.654103,0.726477,-1.37651
IQCD,0.0189829,0.043149,0.568314,-1.75959,0.520651,0.765713,1.24324,1.24324
IQCE,0.106644,0.17007,1.22648,1.22648,0.00855668,0.325025,1.31918,1.31918
IQCG,0.301545,0.389926,0.865922,-1.15484,0.343716,0.655368,0.856451,-1.16761
IQCH,0.403418,0.493694,0.790698,-1.26471,0.48432,0.744253,0.790123,-1.26563
IQCH-AS1,0.000247419,0.00173381,0.500807,-1.99678,0.365434,0.67038,0.779706,-1.28253
IQCK,0.0198858,0.04471,0.478873,-2.08824,0.146447,0.524551,0.573991,-1.74219
IQCN,0.253289,0.339116,1.35355,1.35355,0.326313,0.646464,1.42373,1.42373
IQGAP1,0.216432,0.299278,0.848902,-1.17799,0.517608,0.764551,1.08056,1.08056
IQGAP2,0.0649167,0.114146,0.786203,-1.27194,0.318244,0.640515,0.883923,-1.13132
IQSEC1,0.0128795,0.0319945,0.805537,-1.24141,0.630716,0.828362,1.05081,1.05081
IQSEC2,0.215781,0.298555,1.21506,1.21506,0.0187622,0.387174,1.41925,1.41925
IRAG1,0.410097,0.499918,1.21072,1.21072,0.109833,0.490125,1.97322,1.97322
IRAG1-AS1,0.365092,0.455295,1.22596,1.22596,0.00489756,0.27429,2.06897,2.06897
IRAG2,0.00111452,0.00497253,0.682883,-1.46438,0.250449,0.596848,0.834557,-1.19824
IRAK1,0.703125,0.766268,1.03824,1.03824,0.252918,0.598148,1.11856,1.11856
IRAK1BP1,0.0158605,0.0375047,0.565118,-1.76954,0.615981,0.819973,0.892966,-1.11986
IRAK2,0.00161089,0.00653589,0.530688,-1.88435,0.893211,0.958244,0.974535,-1.02613
IRAK3,0.158964,0.233986,0.801661,-1.24741,0.223854,0.582209,1.45282,1.45282
IRAK4,0.000520236,0.00288992,0.654731,-1.52734,0.171817,0.54566,0.790428,-1.26514
IREB2,0.000970475,0.00451738,0.546541,-1.82969,0.243185,0.592049,0.834073,-1.19894
IRF1,0.00570336,0.0170547,0.436323,-2.29188,0.183138,0.554778,0.725525,-1.37831
IRF1-AS1,0.000443467,0.00259092,0.54794,-1.82502,0.0241561,0.401839,0.599162,-1.669
IRF2,0.00117618,0.00518299,0.597135,-1.67466,0.378868,0.678458,0.844261,-1.18447
IRF2-DT,0.17054,0.24726,0.817561,-1.22315,0.576412,0.797201,0.892879,-1.11997
IRF2BP1,0.00932875,0.0248739,0.633681,-1.57808,0.538908,0.77723,0.898696,-1.11272
IRF2BP2,0.334087,0.423383,0.890154,-1.1234,0.404648,0.696368,0.869014,-1.15073
IRF2BPL,0.0551307,0.100268,0.583831,-1.71282,0.612641,0.818016,0.872235,-1.14648
IRF3,0.00944845,0.0251161,0.703574,-1.42131,0.0965246,0.479974,0.817442,-1.22333
IRF4,0.399542,0.489878,0.836038,-1.19612,0.319526,0.641386,0.731592,-1.36688
IRF5,0.148834,0.221894,0.736974,-1.3569,0.486724,0.745528,1.12091,1.12091
IRF6,0.065204,0.114543,0.275226,-3.63338,0.573931,0.796324,0.646617,-1.54651
IRF7,0.47144,0.559516,0.898657,-1.11277,0.275156,0.612757,0.475546,-2.10284
IRF8,0.000960955,0.00448294,0.654005,-1.52904,0.562782,0.78981,1.09876,1.09876
IRF9,0.00634991,0.0185641,0.641627,-1.55854,0.0404655,0.43147,0.671246,-1.48977
IRGQ,0.0583421,0.104757,0.521304,-1.91826,0.770609,0.900592,1.05985,1.05985
IRS1,0.0575277,0.103516,1.46967,1.46967,0.207953,0.571574,1.32465,1.32465
IRS2,0.408637,0.49839,1.18365,1.18365,0.171429,0.54544,1.42536,1.42536
ISCA1,0.236064,0.320347,0.815665,-1.22599,0.702967,0.868354,0.936478,-1.06783
ISCA2,0.621953,0.698069,0.926416,-1.07943,0.871143,0.949633,0.970129,-1.03079
ISCU,0.00639942,0.0186719,0.690092,-1.44908,0.196167,0.56374,0.764611,-1.30785
ISG15,0.0320795,0.0650785,0.63683,-1.57028,0.227754,0.583218,0.127795,-7.82506
ISG20,0.10191,0.163935,0.783483,-1.27635,0.0683386,0.457327,0.454202,-2.20167
ISG20L2,0.00058057,0.00311258,0.673866,-1.48398,0.138804,0.518518,0.840706,-1.18948
ISL2,0.0521328,0.0959205,0.646739,-1.54622,0.455709,0.725945,0.723247,-1.38265
ISM1,0.00244991,0.00895735,0.351069,-2.84844,0.0716199,0.458567,0.463215,-2.15882
ISOC1,0.0113955,0.0290046,0.701124,-1.42628,0.381485,0.679589,0.842616,-1.18678
ISOC2,0.382294,0.472572,1.13092,1.13092,0.796042,0.912857,0.954988,-1.04713
IST1,3.17E-07,2.38E-05,0.59593,-1.67805,0.200083,0.56615,0.874191,-1.14391
ISY1,0.0161836,0.038055,0.778098,-1.28519,0.298001,0.62743,0.877692,-1.13935
ISYNA1,0.00251427,0.00912726,0.628477,-1.59115,0.196766,0.56374,0.757689,-1.3198
ITCH,0.00785203,0.0217968,0.651816,-1.53418,0.227441,0.583,0.851217,-1.17479
ITFG1,0.0315338,0.0642711,1.19648,1.19648,0.183812,0.554981,1.19201,1.19201
ITFG2,2.57E-06,9.55E-05,0.533701,-1.87371,0.0389178,0.43147,0.750883,-1.33177
ITGA1,5.52E-09,1.38E-06,5.11238,5.11238,0.0784316,0.46431,2.19486,2.19486
ITGA10,0.683844,0.749618,0.902235,-1.10836,0.897839,0.959466,1.05556,1.05556
ITGA2,0.000662395,0.00343078,3.54571,3.54571,0.0569987,0.446418,2.171,2.171
ITGA2B,5.25E-08,6.58E-06,16.4057,16.4057,0.000249466,0.188289,5.30769,5.30769
ITGA3,0.443908,0.532293,0.818659,-1.22151,0.82308,0.927328,0.949843,-1.05281
ITGA4,0.00100351,0.00462601,0.59534,-1.67971,0.0901092,0.474092,0.73555,-1.35953
ITGA5,0.348855,0.438306,0.860597,-1.16198,0.141546,0.520799,1.3251,1.3251
ITGA6,0.0016433,0.00663644,0.4847,-2.06313,0.232952,0.585779,0.692851,-1.44331
ITGA6-AS1,0.0425606,0.0815648,0.614336,-1.62777,0.0824796,0.466407,0.715543,-1.39754
ITGA7,1.64E-06,7.01E-05,5.1021,5.1021,0.00446297,0.267687,2.91291,2.91291
ITGA9,4.99E-05,0.000611745,4.25,4.25,0.0838395,0.468314,2.04762,2.04762
ITGAD,0.267918,0.355464,1.56197,1.56197,0.910962,0.964944,0.945055,-1.05814
ITGAE,0.878746,0.908851,1.01704,1.01704,0.412919,0.700815,1.12725,1.12725
ITGAL,0.000188776,0.00145743,0.58328,-1.71444,0.274572,0.612608,0.802012,-1.24686
ITGAM,0.103558,0.16592,1.269,1.269,0.252754,0.598041,1.35938,1.35938
ITGAV,0.00526909,0.0160382,0.586245,-1.70577,0.936909,0.974518,1.0224,1.0224
ITGAX,0.177934,0.255775,0.793293,-1.26057,0.236002,0.587839,1.27241,1.27241
ITGB1,0.969942,0.978217,0.993918,-1.00612,0.776422,0.903911,0.947893,-1.05497
ITGB1BP1,0.671649,0.739264,1.05336,1.05336,0.695785,0.86501,0.943861,-1.05948
ITGB1P1,0.326043,0.415145,0.814583,-1.22762,0.871259,0.949633,1.04249,1.04249
ITGB2,0.840288,0.877755,0.978349,-1.02213,0.298879,0.628023,1.22412,1.22412
ITGB2-AS1,0.0162453,0.0381939,0.628004,-1.59235,0.866745,0.947602,0.973606,-1.02711
ITGB3,1.22E-06,6.00E-05,9.78259,9.78259,0.00387991,0.266457,3.99641,3.99641
ITGB3BP,0.449988,0.538609,0.865777,-1.15503,0.319948,0.6415,0.758531,-1.31834
ITGB4,0.640758,0.714352,1.11601,1.11601,0.0687912,0.457327,1.64972,1.64972
ITGB5,8.36E-07,4.56E-05,7.68398,7.68398,0.000745014,0.211556,4.23793,4.23793
ITGB7,0.0273262,0.0571868,0.727988,-1.37365,0.079471,0.46431,0.69475,-1.43937
ITGB8,5.03E-05,0.000615459,2.87324,2.87324,0.0683558,0.457327,1.72973,1.72973
ITIH1,0.00122793,0.00535045,0.39248,-2.5479,0.189791,0.55942,0.648148,-1.54286
ITIH4,0.259782,0.346461,1.39939,1.39939,0.6536,0.840909,1.14894,1.14894
ITK,5.43E-06,0.000151047,0.363653,-2.74988,0.0469673,0.43932,0.541652,-1.8462
ITM2A,0.682186,0.74819,0.899548,-1.11167,0.373909,0.67677,0.821373,-1.21747
ITM2B,0.0397648,0.0772375,0.786144,-1.27203,0.909831,0.964536,0.986964,-1.01321
ITM2C,7.83E-08,8.93E-06,2.38908,2.38908,0.442675,0.718999,0.731715,-1.36665
ITPA,0.577968,0.658951,0.934355,-1.07026,0.360737,0.667549,0.895603,-1.11657
ITPK1,0.903308,0.928235,0.986847,-1.01333,0.0704783,0.458236,1.30244,1.30244
ITPK1-AS1,0.123876,0.191663,0.64647,-1.54686,0.976908,0.990365,1.00481,1.00481
ITPKB,3.17E-05,0.000461583,0.363544,-2.7507,0.0755643,0.463362,0.566667,-1.76471
ITPKB-IT1,0.00246148,0.00898857,0.452663,-2.20915,0.120993,0.501449,0.561039,-1.78241
ITPKC,0.000639477,0.00333796,0.644858,-1.55073,0.762872,0.896359,0.9112,-1.09745
ITPR1,0.000775359,0.00383608,0.59653,-1.67636,0.490253,0.747507,0.877674,-1.13938
ITPR2,0.00082828,0.00401335,0.78506,-1.27379,0.42739,0.709761,0.918557,-1.08866
ITPR3,0.00103043,0.00471779,0.569954,-1.75453,0.342562,0.655368,0.765056,-1.30709
ITPRID2,0.318879,0.408322,1.09044,1.09044,0.0378562,0.431464,1.26486,1.26486
ITPRIP,0.746281,0.802286,0.924427,-1.08175,0.301814,0.629545,1.25863,1.25863
ITPRIP-AS1,0.462649,0.551088,0.845304,-1.18301,0.815673,0.923343,1.03846,1.03846
ITPRIPL1,0.045167,0.0855403,0.577812,-1.73067,0.0714024,0.458531,0.677611,-1.47577
ITPRIPL2,0.182329,0.260649,0.776489,-1.28785,0.292761,0.625044,1.22633,1.22633
ITSN1,0.70367,0.766693,0.941732,-1.06187,0.510855,0.759964,1.1849,1.1849
ITSN2,0.00019125,0.00146817,0.700759,-1.42702,0.299922,0.628615,0.876379,-1.14106
IVD,0.000863067,0.00412649,0.55895,-1.78907,0.325678,0.646256,0.829554,-1.20547
IVNS1ABP,0.060212,0.107587,0.492642,-2.02987,0.544923,0.78024,0.875297,-1.14247
IWS1,0.00620483,0.0182155,0.683272,-1.46355,0.363046,0.669238,0.865441,-1.15548
IZUMO4,0.230689,0.314495,0.814198,-1.2282,0.939044,0.975103,1.01622,1.01622
JADE1,6.08E-08,7.37E-06,0.41916,-2.38572,0.118958,0.498236,0.715151,-1.39831
JADE2,2.17E-06,8.65E-05,0.41487,-2.41039,0.0106015,0.34019,0.610202,-1.6388
JADE3,0.163847,0.239765,0.626228,-1.59686,0.913079,0.965557,0.928793,-1.07667
JAG1,0.295465,0.383775,0.825901,-1.2108,0.865975,0.947457,0.946082,-1.05699
JAG2,0.178999,0.25703,0.670556,-1.4913,0.343148,0.655368,0.711779,-1.40493
JAGN1,0.660717,0.731257,0.934566,-1.07002,0.959129,0.983063,0.992373,-1.00769
JAK1,1.77E-05,0.000319183,0.569918,-1.75464,0.170071,0.544129,0.825343,-1.21162
JAK2,0.0567101,0.102331,0.731838,-1.36642,0.759132,0.894736,0.943593,-1.05978
JAK3,0.117958,0.184144,0.813039,-1.22995,0.937034,0.974518,0.990627,-1.00946
JAKMIP1,0.696426,0.760649,0.85,-1.17647,0.340872,0.654703,0.727273,-1.375
JAKMIP2,0.0527076,0.0967014,0.550111,-1.81782,0.0721634,0.458751,0.542005,-1.845
JAKMIP3,0.321458,0.41058,1.37348,1.37348,0.120779,0.501145,1.60606,1.60606
JAM3,5.84E-05,0.000677103,4.34279,4.34279,0.00441617,0.267687,3.32964,3.32964
JAML,0.00932777,0.0248739,0.655731,-1.52501,0.10031,0.481758,1.25796,1.25796
JARID2,0.554381,0.637116,0.956694,-1.04527,0.393766,0.68776,1.10643,1.10643
JARID2-AS1,0.309948,0.399236,1.3343,1.3343,0.679349,0.856412,1.125,1.125
JARID2-DT,0.577903,0.658951,1.15462,1.15462,0.455591,0.725937,1.20513,1.20513
JAZF1,0.0477014,0.0893903,0.716635,-1.39541,0.894211,0.958538,0.978929,-1.02152
JCHAIN,2.74E-08,4.22E-06,6.76729,6.76729,0.278481,0.614358,0.569987,-1.75443
JDP2,0.000211046,0.001561,2.01128,2.01128,0.129998,0.510639,1.72181,1.72181
JHY,0.0231989,0.0504678,0.574629,-1.74025,0.0893016,0.47349,0.666231,-1.50098
JKAMP,0.168949,0.245652,0.833134,-1.20029,0.981678,0.992276,0.996305,-1.00371
JMJD1C,0.0802266,0.135278,0.650444,-1.53741,0.71895,0.875199,0.948303,-1.05452
JMJD1C-AS1,0.276999,0.364494,1.33858,1.33858,0.133852,0.514878,1.50943,1.50943
JMJD4,0.0160069,0.0377957,0.575663,-1.73713,0.292248,0.62476,0.816147,-1.22527
JMJD6,0.351489,0.441128,0.773672,-1.29254,0.620844,0.822436,0.87336,-1.145
JMJD7,0.220025,0.302972,0.726974,-1.37557,0.945686,0.977332,0.981132,-1.01923
JMJD7-PLA2G4B,0.00438525,0.0139658,0.520485,-1.92129,0.830072,0.930965,0.952871,-1.04946
JMJD8,0.0105244,0.0272944,0.728399,-1.37287,0.768869,0.899548,0.963461,-1.03792
JMY,0.00589267,0.01749,0.417687,-2.39414,0.0663382,0.457327,0.550526,-1.81644
JOSD1,0.188436,0.267672,0.67298,-1.48593,0.243186,0.592049,0.806032,-1.24065
JOSD2,0.0189627,0.0431097,1.2505,1.2505,0.530414,0.770844,1.07332,1.07332
JPH4,0.428257,0.517287,1.24105,1.24105,0.984874,0.993562,0.989498,-1.01061
JPT1,0.41239,0.502139,1.09211,1.09211,0.902207,0.961691,0.979069,-1.02138
JPT2,0.0455782,0.0860766,0.715865,-1.39691,0.916272,0.966555,0.97411,-1.02658
JPX,0.0459424,0.0866648,0.595861,-1.67824,0.0699674,0.45791,0.604736,-1.65361
JRK,0.000804526,0.00393954,0.556239,-1.79779,0.305702,0.631643,0.822724,-1.21547
JRKL,0.010305,0.0268554,0.493655,-2.0257,0.970277,0.987415,1.01169,1.01169
JSRP1,0.000224239,0.00162075,3.43072,3.43072,0.835003,0.933521,1.10062,1.10062
JTB,0.472182,0.560143,0.935492,-1.06896,0.469903,0.734729,0.899408,-1.11184
JUN,0.0235666,0.0511174,0.384852,-2.5984,0.00610338,0.292813,0.53616,-1.86511
JUNB,0.000152401,0.00125529,0.397687,-2.51454,0.04017,0.43147,0.605539,-1.65142
JUND,0.0230097,0.0501521,0.570083,-1.75413,0.450994,0.722512,0.80215,-1.24665
JUP,0.0330293,0.0665217,0.213433,-4.6853,0.199843,0.56615,0.197164,-5.07191
KALRN,0.0329398,0.0663686,1.53156,1.53156,0.0455211,0.437768,1.64034,1.64034
KANK1,0.0870484,0.144362,0.372203,-2.68671,0.561921,0.789037,0.744873,-1.34251
KANK2,0.0189217,0.0430365,2.26858,2.26858,0.38855,0.684402,1.44512,1.44512
KANK3,0.00291923,0.0101748,0.378664,-2.64087,0.153189,0.531027,0.562963,-1.77632
KANSL1,0.00139864,0.00587619,0.606969,-1.64753,0.0820761,0.466407,0.8,-1.25
KANSL1-AS1,0.12585,0.194107,0.395207,-2.53032,0.326049,0.646322,0.514512,-1.94359
KANSL1L,0.00273983,0.00969857,0.613606,-1.62971,0.482909,0.74345,0.869739,-1.14977
KANSL1L-AS1,0.0138787,0.033868,0.395833,-2.52632,0.0770925,0.46431,0.50165,-1.99342
KANSL2,0.0075975,0.021294,0.53573,-1.86661,0.15767,0.53429,0.610369,-1.63835
KANSL3,3.58E-05,0.000501322,0.617643,-1.61906,0.747815,0.88862,0.954574,-1.04759
KANTR,0.00501458,0.0154365,0.536736,-1.86312,0.102633,0.484159,0.707453,-1.41352
KARS1,0.0708859,0.122273,0.808276,-1.2372,0.238283,0.589213,0.857161,-1.16664
KAT14,9.73E-05,0.000942331,0.500037,-1.99985,0.118165,0.497852,0.742144,-1.34745
KAT2A,0.000359559,0.00223743,0.608993,-1.64205,0.196194,0.56374,0.783409,-1.27647
KAT2B,0.00657423,0.0190579,0.689498,-1.45033,0.0451816,0.436452,0.668882,-1.49503
KAT5,0.00194899,0.00752582,0.787912,-1.26918,0.88528,0.954515,1.01218,1.01218
KAT6A,2.44E-06,9.34E-05,0.589275,-1.697,0.155195,0.532411,0.826292,-1.21023
KAT6B,5.39E-06,0.000151047,0.495686,-2.0174,0.0201868,0.389847,0.637317,-1.56908
KAT7,0.000652058,0.00339405,0.548734,-1.82237,0.177188,0.550059,0.760619,-1.31472
KAT8,0.0566664,0.10229,0.80873,-1.23651,0.958475,0.982655,0.994007,-1.00603
KATNA1,0.00150803,0.00621055,0.648971,-1.5409,0.218161,0.580005,0.833573,-1.19965
KATNAL1,0.213895,0.296491,1.22152,1.22152,0.619019,0.821669,1.07897,1.07897
KATNAL2,0.781923,0.831167,0.947011,-1.05595,0.920511,0.968638,0.973294,-1.02744
KATNB1,0.305377,0.394364,0.916174,-1.0915,0.512327,0.760777,1.06736,1.06736
KATNBL1,0.000940168,0.00440402,0.627919,-1.59256,0.343054,0.655368,0.840375,-1.18995
KATNIP,0.0716116,0.123238,0.838423,-1.19272,0.206142,0.570418,1.16434,1.16434
KBTBD11,0.00395377,0.0128857,0.452639,-2.20927,0.836166,0.933669,1.04058,1.04058
KBTBD2,0.0369133,0.0728078,0.427733,-2.33791,0.199654,0.56615,0.657185,-1.52164
KBTBD3,0.0134994,0.0331501,0.611188,-1.63616,0.346985,0.657185,0.776612,-1.28764
KBTBD4,0.000628545,0.00329485,0.688327,-1.4528,0.146772,0.524951,0.808679,-1.23659
KBTBD6,9.37E-05,0.00092165,0.400484,-2.49698,0.522095,0.766295,0.774669,-1.29087
KBTBD7,0.543712,0.626802,0.893828,-1.11878,0.414522,0.701846,1.20944,1.20944
KBTBD8,0.134066,0.204016,0.336095,-2.97535,0.504486,0.755121,0.676491,-1.47822
KCMF1,0.0379729,0.0744554,0.824631,-1.21266,0.764317,0.89737,0.962601,-1.03885
KCNA2,0.00023271,0.00166249,2.40764,2.40764,0.165059,0.540529,1.35294,1.35294
KCNA3,0.00367004,0.0121642,0.619159,-1.61509,0.275239,0.612757,0.80825,-1.23724
KCNAB1,0.141911,0.213451,0.682394,-1.46543,0.260211,0.603229,0.672566,-1.48684
KCNAB2,0.0306077,0.0626945,0.727344,-1.37487,0.997017,0.999265,0.999401,-1.0006
KCNAB3,0.736415,0.793487,0.941071,-1.06262,0.860395,0.945533,1.03549,1.03549
KCNC3,0.530087,0.614352,1.1447,1.1447,0.0199437,0.389847,1.98942,1.98942
KCNC4,0.167914,0.244507,0.760638,-1.31469,0.484798,0.744253,0.863396,-1.15822
KCND1,0.0154463,0.0367418,2.08739,2.08739,0.175209,0.548893,1.5,1.5
KCND3,0.249873,0.335606,1.45337,1.45337,0.111467,0.491045,1.88571,1.88571
KCNE1,0.0606966,0.108205,1.54992,1.54992,0.191209,0.560259,1.85672,1.85672
KCNE3,0.321418,0.410564,0.741924,-1.34785,0.229493,0.583788,1.37296,1.37296
KCNG1,0.132335,0.20186,0.504081,-1.98381,0.813272,0.922262,0.86166,-1.16055
KCNG2,0.0047649,0.014855,3.04261,3.04261,0.38266,0.680862,1.81949,1.81949
KCNH2,0.251364,0.337304,1.33494,1.33494,0.859393,0.945275,1.13295,1.13295
KCNH3,0.537578,0.621523,0.875274,-1.1425,0.718256,0.874714,1.10172,1.10172
KCNH8,0.0400926,0.0777211,0.37334,-2.67852,0.515487,0.763017,0.755214,-1.32413
